SKDI_01G0010	XP_056085810.1
SKDI_10G1260	XP_056083028.1
SKDI_10G1270	XP_056083029.1
SKDI_10G1280	XP_056083030.1
SKDI_10G1290	XP_056083031.1
SKDI_10G1300	XP_056083032.1
SKDI_10G1310	XP_056083033.1
SKDI_10G1320	XP_056083034.1
SKDI_10G1330	XP_056083035.1
SKDI_10G1340	XP_056083036.1
SKDI_10G1350	XP_056083037.1
SKDI_10G1360	XP_056083038.1
SKDI_10G1370	XP_056083039.1
SKDI_10G1380	XP_056083040.1
SKDI_10G1390	XP_056083041.1
SKDI_10G1400	XP_056083042.1
SKDI_10G1410	XP_056083043.1
SKDI_10G1420	XP_056083044.1
SKDI_10G1430	XP_056083045.1
SKDI_10G1440	XP_056083046.1
SKDI_10G1450	XP_056083047.1
SKDI_10G1460	XP_056083048.1
SKDI_10G1480	XP_056083049.1
SKDI_10G1500	XP_056083050.1
SKDI_10G1510	XP_056083051.1
SKDI_10G1520	XP_056083052.1
SKDI_10G1530	XP_056083053.1
SKDI_10G1535	XP_056083054.1
SKDI_10G1540	XP_056083055.1
SKDI_10G1550	XP_056083056.1
SKDI_10G1560	XP_056083057.1
SKDI_10G1570	XP_056083058.1
SKDI_10G1580	XP_056083059.1
SKDI_10G1590	XP_056083060.1
SKDI_10G1600	XP_056083061.1
SKDI_10G1610	XP_056083062.1
SKDI_10G1630	XP_056083063.1
SKDI_10G1640	XP_056083064.1
SKDI_10G1650	XP_056083065.1
SKDI_10G1660	XP_056083066.1
SKDI_10G1670	XP_056083067.1
SKDI_10G1680	XP_056083068.1
SKDI_10G1690	XP_056083069.1
SKDI_10G1700	XP_056083070.1
SKDI_10G1710	XP_056083071.1
SKDI_10G1720	XP_056083072.1
SKDI_10G1730	XP_056083073.1
SKDI_10G1740	XP_056083074.1
SKDI_10G1740	XP_056083074.1
SKDI_10G1750	XP_056083075.1
SKDI_10G1760	XP_056083076.1
SKDI_10G1770	XP_056083077.1
SKDI_10G1780	XP_056083078.1
SKDI_10G1790	XP_056083079.1
SKDI_10G1800	XP_056083080.1
SKDI_10G1810	XP_056083081.1
SKDI_10G1820	XP_056083082.1
SKDI_10G1830	XP_056083083.1
SKDI_10G1830	XP_056083083.1
SKDI_10G1840	XP_056083084.1
SKDI_10G1850	XP_056083085.1
SKDI_10G1860	XP_056083086.1
SKDI_10G1880	XP_056083087.1
SKDI_10G1890	XP_056083088.1
SKDI_10G1890	XP_056083088.1
SKDI_10G1900	XP_056083089.1
SKDI_10G1920	XP_056083090.1
SKDI_10G1930	XP_056083091.1
SKDI_10G1940	XP_056083092.1
SKDI_10G1950	XP_056083093.1
SKDI_10G1960	XP_056083094.1
SKDI_10G1970	XP_056083095.1
SKDI_10G1980	XP_056083096.1
SKDI_10G1990	XP_056083097.1
SKDI_10G2010	XP_056083098.1
SKDI_10G2020	XP_056083099.1
SKDI_10G2030	XP_056083100.1
SKDI_10G2040	XP_056083101.1
SKDI_10G2050	XP_056083102.1
SKDI_10G2060	XP_056083103.1
SKDI_10G2070	XP_056083104.1
SKDI_10G2070	XP_056083104.1
SKDI_10G2080	XP_056083105.1
SKDI_10G2090	XP_056083106.1
SKDI_10G2100	XP_056083107.1
SKDI_10G2110	XP_056083108.1
SKDI_10G2120	XP_056083109.1
SKDI_10G2130	XP_056083110.1
SKDI_10G2140	XP_056083111.1
SKDI_10G2150	XP_056083112.1
SKDI_10G2160	XP_056083113.1
SKDI_10G2170	XP_056083114.1
SKDI_10G2180	XP_056083115.1
SKDI_10G2190	XP_056083116.1
SKDI_10G2200	XP_056083117.1
SKDI_10G2210	XP_056083118.1
SKDI_10G2220	XP_056083119.1
SKDI_10G2230	XP_056083120.1
SKDI_10G2240	XP_056083121.1
SKDI_10G2250	XP_056083122.1
SKDI_10G2260	XP_056083123.1
SKDI_10G2280	XP_056083124.1
SKDI_10G2285	XP_056083125.1
SKDI_10G2285	XP_056083125.1
SKDI_10G2300	XP_056083126.1
SKDI_10G2310	XP_056083127.1
SKDI_10G2320	XP_056083128.1
SKDI_10G2330	XP_056083129.1
SKDI_10G2340	XP_056083130.1
SKDI_10G2350	XP_056083131.1
SKDI_10G2360	XP_056083132.1
SKDI_10G2370	XP_056083133.1
SKDI_10G2380	XP_056083134.1
SKDI_10G2390	XP_056083135.1
SKDI_10G2410	XP_056083136.1
SKDI_10G2420	XP_056083137.1
SKDI_10G2430	XP_056083138.1
SKDI_10G2440	XP_056083139.1
SKDI_10G2450	XP_056083140.1
SKDI_10G2460	XP_056083141.1
SKDI_10G2470	XP_056083142.1
SKDI_10G2480	XP_056083143.1
SKDI_10G2490	XP_056083144.1
SKDI_10G2500	XP_056083145.1
SKDI_10G2510	XP_056083146.1
SKDI_10G2520	XP_056083147.1
SKDI_10G2530	XP_056083148.1
SKDI_10G2540	XP_056083149.1
SKDI_10G2550	XP_056083150.1
SKDI_10G2560	XP_056083151.1
SKDI_10G2570	XP_056083152.1
SKDI_10G2580	XP_056083153.1
SKDI_10G2590	XP_056083154.1
SKDI_10G2600	XP_056083155.1
SKDI_10G2610	XP_056083156.1
SKDI_10G2620	XP_056083157.1
SKDI_10G2630	XP_056083158.1
SKDI_10G2640	XP_056083159.1
SKDI_10G2650	XP_056083160.1
SKDI_10G2660	XP_056083161.1
SKDI_10G2670	XP_056083162.1
SKDI_10G2680	XP_056083163.1
SKDI_10G2690	XP_056083164.1
SKDI_10G2700	XP_056083165.1
SKDI_10G2710	XP_056083166.1
SKDI_10G2720	XP_056083167.1
SKDI_10G2730	XP_056083168.1
SKDI_10G2740	XP_056083169.1
SKDI_10G2750	XP_056083170.1
SKDI_10G2760	XP_056083171.1
SKDI_10G2770	XP_056083172.1
SKDI_10G2780	XP_056083173.1
SKDI_10G2790	XP_056083174.1
SKDI_10G2800	XP_056083175.1
SKDI_10G2810	XP_056083176.1
SKDI_10G2820	XP_056083177.1
SKDI_10G2830	XP_056083178.1
SKDI_10G2840	XP_056083179.1
SKDI_10G2850	XP_056083180.1
SKDI_10G2870	XP_056083181.1
SKDI_10G2880	XP_056083182.1
SKDI_10G2890	XP_056083183.1
SKDI_10G2900	XP_056083184.1
SKDI_10G2910	XP_056083185.1
SKDI_10G2920	XP_056083186.1
SKDI_10G2930	XP_056083187.1
SKDI_10G2940	XP_056083188.1
SKDI_10G2940	XP_056083188.1
SKDI_10G2950	XP_056083189.1
SKDI_10G2960	XP_056083190.1
SKDI_10G2970	XP_056083191.1
SKDI_10G2980	XP_056083192.1
SKDI_10G2990	XP_056083193.1
SKDI_10G3000	XP_056083194.1
SKDI_10G3010	XP_056083195.1
SKDI_10G3020	XP_056083196.1
SKDI_10G3030	XP_056083197.1
SKDI_10G3040	XP_056083198.1
SKDI_10G3050	XP_056083199.1
SKDI_10G3060	XP_056083200.1
SKDI_10G3070	XP_056083201.1
SKDI_10G3080	XP_056083202.1
SKDI_10G3090	XP_056083203.1
SKDI_10G3100	XP_056083204.1
SKDI_10G3110	XP_056083205.1
SKDI_10G3120	XP_056083206.1
SKDI_10G3140	XP_056083207.1
SKDI_10G3150	XP_056083208.1
SKDI_10G3160	XP_056083209.1
SKDI_10G3170	XP_056083210.1
SKDI_10G3180	XP_056083211.1
SKDI_10G3190	XP_056083212.1
SKDI_10G3200	XP_056083213.1
SKDI_10G3210	XP_056083214.1
SKDI_10G3220	XP_056083215.1
SKDI_10G3230	XP_056083216.1
SKDI_10G3240	XP_056083217.1
SKDI_10G3250	XP_056083218.1
SKDI_10G3260	XP_056083219.1
SKDI_10G3270	XP_056083220.1
SKDI_10G3280	XP_056083221.1
SKDI_10G3290	XP_056083222.1
SKDI_10G3300	XP_056083223.1
SKDI_10G3310	XP_056083224.1
SKDI_10G3320	XP_056083225.1
SKDI_10G3330	XP_056083226.1
SKDI_10G3340	XP_056083227.1
SKDI_10G3350	XP_056083228.1
SKDI_10G3360	XP_056083229.1
SKDI_10G3370	XP_056083230.1
SKDI_10G3380	XP_056083231.1
SKDI_10G3390	XP_056083232.1
SKDI_10G3400	XP_056083233.1
SKDI_10G3420	XP_056083234.1
SKDI_10G3430	XP_056083235.1
SKDI_10G3440	XP_056083236.1
SKDI_10G3450	XP_056083237.1
SKDI_10G3460	XP_056083238.1
SKDI_10G3460	XP_056083238.1
SKDI_10G3470	XP_056083239.1
SKDI_10G3480	XP_056083240.1
SKDI_10G3490	XP_056083241.1
SKDI_10G3500	XP_056083242.1
SKDI_10G3510	XP_056083243.1
SKDI_10G3520	XP_056083244.1
SKDI_10G3530	XP_056083245.1
SKDI_10G3540	XP_056083246.1
SKDI_10G3550	XP_056083247.1
SKDI_10G3560	XP_056083248.1
SKDI_10G3570	XP_056083249.1
SKDI_10G3580	XP_056083250.1
SKDI_10G3590	XP_056083251.1
SKDI_10G3600	XP_056083252.1
SKDI_10G3610	XP_056083253.1
SKDI_11G0010	XP_056083254.1
SKDI_11G0020	XP_056083255.1
SKDI_11G0030	XP_056083256.1
SKDI_11G0040	XP_056083257.1
SKDI_11G0050	XP_056083258.1
SKDI_11G0060	XP_056083259.1
SKDI_11G0070	XP_056083260.1
SKDI_11G0080	XP_056083261.1
SKDI_11G0090	XP_056083262.1
SKDI_11G0100	XP_056083263.1
SKDI_11G0110	XP_056083264.1
SKDI_11G0120	XP_056083265.1
SKDI_11G0130	XP_056083266.1
SKDI_11G0140	XP_056083267.1
SKDI_11G0150	XP_056083268.1
SKDI_11G0160	XP_056083269.1
SKDI_11G0170	XP_056083270.1
SKDI_11G0180	XP_056083271.1
SKDI_11G0190	XP_056083272.1
SKDI_11G0200	XP_056083273.1
SKDI_11G0210	XP_056083274.1
SKDI_11G0220	XP_056083275.1
SKDI_11G0230	XP_056083276.1
SKDI_11G0240	XP_056083277.1
SKDI_11G0250	XP_056083278.1
SKDI_11G0260	XP_056083279.1
SKDI_11G0270	XP_056083280.1
SKDI_11G0280	XP_056083281.1
SKDI_11G0290	XP_056083282.1
SKDI_11G0300	XP_056083283.1
SKDI_11G0310	XP_056083284.1
SKDI_11G0310	XP_056083284.1
SKDI_11G0320	XP_056083285.1
SKDI_11G0330	XP_056083286.1
SKDI_11G0340	XP_056083287.1
SKDI_11G0350	XP_056083288.1
SKDI_11G0360	XP_056083289.1
SKDI_11G0370	XP_056083290.1
SKDI_11G0380	XP_056083291.1
SKDI_11G0390	XP_056083292.1
SKDI_11G0400	XP_056083293.1
SKDI_11G0410	XP_056083294.1
SKDI_11G0410	XP_056083294.1
SKDI_11G0420	XP_056083295.1
SKDI_11G0430	XP_056083296.1
SKDI_11G0450	XP_056083297.1
SKDI_11G0460	XP_056083298.1
SKDI_11G0470	XP_056083299.1
SKDI_11G0480	XP_056083300.1
SKDI_11G0490	XP_056083301.1
SKDI_11G0500	XP_056083302.1
SKDI_11G0510	XP_056083303.1
SKDI_11G0520	XP_056083304.1
SKDI_11G0530	XP_056083305.1
SKDI_11G0540	XP_056083306.1
SKDI_11G0550	XP_056083307.1
SKDI_11G0560	XP_056083308.1
SKDI_11G0570	XP_056083309.1
SKDI_11G0580	XP_056083310.1
SKDI_11G0590	XP_056083311.1
SKDI_11G0600	XP_056083312.1
SKDI_11G0610	XP_056083313.1
SKDI_11G0620	XP_056083314.1
SKDI_11G0630	XP_056083315.1
SKDI_11G0630	XP_056083315.1
SKDI_11G0640	XP_056083316.1
SKDI_11G0640	XP_056083316.1
SKDI_11G0660	XP_056083317.1
SKDI_11G0670	XP_056083318.1
SKDI_11G0680	XP_056083319.1
SKDI_11G0690	XP_056083320.1
SKDI_11G0700	XP_056083321.1
SKDI_11G0710	XP_056083322.1
SKDI_11G0720	XP_056083323.1
SKDI_11G0730	XP_056083324.1
SKDI_11G0740	XP_056083325.1
SKDI_11G0760	XP_056083326.1
SKDI_11G0770	XP_056083327.1
SKDI_11G0780	XP_056083328.1
SKDI_11G0790	XP_056083329.1
SKDI_11G0800	XP_056083330.1
SKDI_11G0810	XP_056083331.1
SKDI_11G0820	XP_056083332.1
SKDI_11G0830	XP_056083333.1
SKDI_11G0840	XP_056083334.1
SKDI_11G0850	XP_056083335.1
SKDI_11G0860	XP_056083336.1
SKDI_11G0870	XP_056083337.1
SKDI_11G0880	XP_056083338.1
SKDI_11G0890	XP_056083339.1
SKDI_11G0900	XP_056083340.1
SKDI_11G0910	XP_056083341.1
SKDI_11G0920	XP_056083342.1
SKDI_11G0930	XP_056083343.1
SKDI_11G0940	XP_056083344.1
SKDI_11G0950	XP_056083345.1
SKDI_11G0960	XP_056083346.1
SKDI_11G0970	XP_056083347.1
SKDI_11G0980	XP_056083348.1
SKDI_11G0990	XP_056083349.1
SKDI_11G1000	XP_056083350.1
SKDI_11G1010	XP_056083351.1
SKDI_11G1020	XP_056083352.1
SKDI_11G1030	XP_056083353.1
SKDI_11G1040	XP_056083354.1
SKDI_11G1050	XP_056083355.1
SKDI_11G1060	XP_056083356.1
SKDI_11G1070	XP_056083357.1
SKDI_11G1080	XP_056083358.1
SKDI_11G1090	XP_056083359.1
SKDI_11G1100	XP_056083360.1
SKDI_11G1110	XP_056083361.1
SKDI_11G1120	XP_056083362.1
SKDI_11G1130	XP_056083363.1
SKDI_11G1140	XP_056083364.1
SKDI_11G1160	XP_056083365.1
SKDI_11G1170	XP_056083366.1
SKDI_11G1180	XP_056083367.1
SKDI_11G1190	XP_056083368.1
SKDI_11G1200	XP_056083369.1
SKDI_11G1210	XP_056083370.1
SKDI_11G1220	XP_056083371.1
SKDI_11G1230	XP_056083372.1
SKDI_11G1240	XP_056083373.1
SKDI_11G1250	XP_056083374.1
SKDI_11G1260	XP_056083375.1
SKDI_11G1270	XP_056083376.1
SKDI_11G1280	XP_056083377.1
SKDI_11G1290	XP_056083378.1
SKDI_11G1300	XP_056083379.1
SKDI_11G1310	XP_056083380.1
SKDI_11G1330	XP_056083381.1
SKDI_11G1340	XP_056083382.1
SKDI_11G1340	XP_056083382.1
SKDI_11G1350	XP_056083383.1
SKDI_11G1360	XP_056083384.1
SKDI_11G1370	XP_056083385.1
SKDI_11G1380	XP_056083386.1
SKDI_11G1390	XP_056083387.1
SKDI_11G1400	XP_056083388.1
SKDI_11G1410	XP_056083389.1
SKDI_11G1420	XP_056083390.1
SKDI_11G1430	XP_056083391.1
SKDI_11G1440	XP_056083392.1
SKDI_11G1450	XP_056083393.1
SKDI_11G1460	XP_056083394.1
SKDI_11G1470	XP_056083395.1
SKDI_11G1480	XP_056083396.1
SKDI_11G1490	XP_056083397.1
SKDI_11G1500	XP_056083398.1
SKDI_11G1510	XP_056083399.1
SKDI_11G1520	XP_056083400.1
SKDI_11G1530	XP_056083401.1
SKDI_11G1540	XP_056083402.1
SKDI_11G1550	XP_056083403.1
SKDI_11G1560	XP_056083404.1
SKDI_11G1570	XP_056083405.1
SKDI_11G1580	XP_056083406.1
SKDI_11G1590	XP_056083407.1
SKDI_11G1600	XP_056083408.1
SKDI_11G1610	XP_056083409.1
SKDI_11G1620	XP_056083410.1
SKDI_11G1630	XP_056083411.1
SKDI_11G1640	XP_056083412.1
SKDI_11G1650	XP_056083413.1
SKDI_11G1660	XP_056083414.1
SKDI_11G1670	XP_056083415.1
SKDI_11G1680	XP_056083416.1
SKDI_11G1690	XP_056083417.1
SKDI_11G1700	XP_056083418.1
SKDI_11G1710	XP_056083419.1
SKDI_11G1720	XP_056083420.1
SKDI_11G1730	XP_056083421.1
SKDI_11G1740	XP_056083422.1
SKDI_11G1750	XP_056083423.1
SKDI_11G1760	XP_056083424.1
SKDI_11G1770	XP_056083425.1
SKDI_11G1780	XP_056083426.1
SKDI_11G1790	XP_056083427.1
SKDI_11G1800	XP_056083428.1
SKDI_11G1810	XP_056083429.1
SKDI_11G1820	XP_056083430.1
SKDI_11G1830	XP_056083431.1
SKDI_11G1840	XP_056083432.1
SKDI_11G1850	XP_056083433.1
SKDI_11G1860	XP_056083434.1
SKDI_11G1870	XP_056083435.1
SKDI_11G1880	XP_056083436.1
SKDI_11G1890	XP_056083437.1
SKDI_11G1900	XP_056083438.1
SKDI_11G1910	XP_056083439.1
SKDI_11G1920	XP_056083440.1
SKDI_11G1930	XP_056083441.1
SKDI_11G1940	XP_056083442.1
SKDI_11G1950	XP_056083443.1
SKDI_11G1960	XP_056083444.1
SKDI_11G1970	XP_056083445.1
SKDI_11G1980	XP_056083446.1
SKDI_11G1990	XP_056083447.1
SKDI_11G2000	XP_056083448.1
SKDI_11G2010	XP_056083449.1
SKDI_11G2020	XP_056083450.1
SKDI_11G2030	XP_056083451.1
SKDI_11G2040	XP_056083452.1
SKDI_11G2050	XP_056083453.1
SKDI_11G2060	XP_056083454.1
SKDI_11G2060	XP_056083454.1
SKDI_11G2070	XP_056083455.1
SKDI_11G2070	XP_056083455.1
SKDI_11G2080	XP_056083456.1
SKDI_11G2090	XP_056083457.1
SKDI_11G2100	XP_056083458.1
SKDI_11G2110	XP_056083459.1
SKDI_11G2110	XP_056083459.1
SKDI_11G2120	XP_056083460.1
SKDI_11G2130	XP_056083461.1
SKDI_11G2140	XP_056083462.1
SKDI_11G2150	XP_056083463.1
SKDI_11G2160	XP_056083464.1
SKDI_11G2160	XP_056083464.1
SKDI_11G2170	XP_056083465.1
SKDI_11G2170	XP_056083465.1
SKDI_11G2180	XP_056083466.1
SKDI_11G2190	XP_056083467.1
SKDI_11G2200	XP_056083468.1
SKDI_11G2210	XP_056083469.1
SKDI_11G2220	XP_056083470.1
SKDI_11G2230	XP_056083471.1
SKDI_11G2240	XP_056083472.1
SKDI_11G2250	XP_056083473.1
SKDI_11G2260	XP_056083474.1
SKDI_11G2270	XP_056083475.1
SKDI_11G2280	XP_056083476.1
SKDI_11G2290	XP_056083477.1
SKDI_11G2300	XP_056083478.1
SKDI_11G2310	XP_056083479.1
SKDI_11G2320	XP_056083480.1
SKDI_11G2330	XP_056083481.1
SKDI_11G2340	XP_056083482.1
SKDI_11G2350	XP_056083483.1
SKDI_11G2360	XP_056083484.1
SKDI_11G2370	XP_056083485.1
SKDI_11G2380	XP_056083486.1
SKDI_11G2390	XP_056083487.1
SKDI_11G2400	XP_056083488.1
SKDI_11G2410	XP_056083489.1
SKDI_11G2420	XP_056083490.1
SKDI_11G2440	XP_056083491.1
SKDI_11G2450	XP_056083492.1
SKDI_11G2460	XP_056083493.1
SKDI_11G2470	XP_056083494.1
SKDI_11G2480	XP_056083495.1
SKDI_11G2490	XP_056083496.1
SKDI_11G2500	XP_056083497.1
SKDI_11G2510	XP_056083498.1
SKDI_11G2520	XP_056083499.1
SKDI_11G2530	XP_056083500.1
SKDI_11G2540	XP_056083501.1
SKDI_11G2550	XP_056083502.1
SKDI_11G2560	XP_056083503.1
SKDI_11G2570	XP_056083504.1
SKDI_11G2580	XP_056083505.1
SKDI_11G2590	XP_056083506.1
SKDI_11G2600	XP_056083507.1
SKDI_11G2610	XP_056083508.1
SKDI_11G2620	XP_056083509.1
SKDI_11G2630	XP_056083510.1
SKDI_11G2640	XP_056083511.1
SKDI_11G2650	XP_056083512.1
SKDI_11G2650	XP_056083512.1
SKDI_11G2660	XP_056083513.1
SKDI_11G2670	XP_056083514.1
SKDI_11G2680	XP_056083515.1
SKDI_11G2690	XP_056083516.1
SKDI_11G2700	XP_056083517.1
SKDI_11G2710	XP_056083518.1
SKDI_11G2720	XP_056083519.1
SKDI_11G2730	XP_056083520.1
SKDI_11G2740	XP_056083521.1
SKDI_11G2750	XP_056083522.1
SKDI_11G2760	XP_056083523.1
SKDI_11G2770	XP_056083524.1
SKDI_11G2780	XP_056083525.1
SKDI_11G2790	XP_056083526.1
SKDI_11G2800	XP_056083527.1
SKDI_11G2810	XP_056083528.1
SKDI_11G2820	XP_056083529.1
SKDI_11G2830	XP_056083530.1
SKDI_11G2840	XP_056083531.1
SKDI_11G2850	XP_056083532.1
SKDI_11G2860	XP_056083533.1
SKDI_11G2870	XP_056083534.1
SKDI_11G2880	XP_056083535.1
SKDI_11G2890	XP_056083536.1
SKDI_11G2900	XP_056083537.1
SKDI_11G2910	XP_056083538.1
SKDI_11G2920	XP_056083539.1
SKDI_11G2930	XP_056083540.1
SKDI_11G2940	XP_056083541.1
SKDI_11G2950	XP_056083542.1
SKDI_11G2960	XP_056083543.1
SKDI_11G2970	XP_056083544.1
SKDI_11G2980	XP_056083545.1
SKDI_11G2990	XP_056083546.1
SKDI_11G3000	XP_056083547.1
SKDI_11G3010	XP_056083548.1
SKDI_11G3020	XP_056083549.1
SKDI_11G3020	XP_056083549.1
SKDI_11G3030	XP_056083550.1
SKDI_11G3040	XP_056083551.1
SKDI_11G3040	XP_056083551.1
SKDI_11G3050	XP_056083552.1
SKDI_11G3060	XP_056083553.1
SKDI_11G3070	XP_056083554.1
SKDI_11G3080	XP_056083555.1
SKDI_11G3090	XP_056083556.1
SKDI_11G3100	XP_056083557.1
SKDI_11G3110	XP_056083558.1
SKDI_11G3120	XP_056083559.1
SKDI_11G3140	XP_056083560.1
SKDI_11G3150	XP_056083561.1
SKDI_11G3160	XP_056083562.1
SKDI_11G3170	XP_056083563.1
SKDI_11G3175	XP_056083564.1
SKDI_11G3180	XP_056083565.1
SKDI_11G3190	XP_056083566.1
SKDI_11G3195	XP_056083567.1
SKDI_11G3200	XP_056083568.1
SKDI_11G3210	XP_056083569.1
SKDI_11G3220	XP_056083570.1
SKDI_12G0010	XP_056083571.1
SKDI_12G0020	XP_056083572.1
SKDI_12G0030	XP_056083573.1
SKDI_12G0040	XP_056083574.1
SKDI_12G0050	XP_056083575.1
SKDI_12G0060	XP_056083576.1
SKDI_12G0070	XP_056083577.1
SKDI_12G0080	XP_056083578.1
SKDI_12G0090	XP_056083579.1
SKDI_12G0100	XP_056083580.1
SKDI_12G0110	XP_056083581.1
SKDI_12G0110	XP_056083581.1
SKDI_12G0120	XP_056083582.1
SKDI_12G0130	XP_056083583.1
SKDI_12G0140	XP_056083584.1
SKDI_12G0150	XP_056083585.1
SKDI_12G0160	XP_056083586.1
SKDI_12G0170	XP_056083587.1
SKDI_12G0180	XP_056083588.1
SKDI_12G0190	XP_056083589.1
SKDI_12G0200	XP_056083590.1
SKDI_12G0210	XP_056083591.1
SKDI_12G0220	XP_056083592.1
SKDI_12G0230	XP_056083593.1
SKDI_12G0240	XP_056083594.1
SKDI_12G0250	XP_056083595.1
SKDI_12G0260	XP_056083596.1
SKDI_12G0270	XP_056083597.1
SKDI_12G0280	XP_056083598.1
SKDI_12G0290	XP_056083599.1
SKDI_12G0300	XP_056083600.1
SKDI_12G0310	XP_056083601.1
SKDI_12G0320	XP_056083602.1
SKDI_12G0330	XP_056083603.1
SKDI_12G0340	XP_056083604.1
SKDI_12G0350	XP_056083605.1
SKDI_12G0360	XP_056083606.1
SKDI_12G0370	XP_056083607.1
SKDI_12G0390	XP_056083608.1
SKDI_12G0400	XP_056083609.1
SKDI_12G0410	XP_056083610.1
SKDI_12G0420	XP_056083611.1
SKDI_12G0430	XP_056083612.1
SKDI_12G0440	XP_056083613.1
SKDI_12G0450	XP_056083614.1
SKDI_12G0460	XP_056083615.1
SKDI_12G0470	XP_056083616.1
SKDI_12G0480	XP_056083617.1
SKDI_12G0490	XP_056083618.1
SKDI_12G0500	XP_056083619.1
SKDI_12G0510	XP_056083620.1
SKDI_12G0520	XP_056083621.1
SKDI_12G0530	XP_056083622.1
SKDI_12G0540	XP_056083623.1
SKDI_12G0550	XP_056083624.1
SKDI_12G0560	XP_056083625.1
SKDI_12G0570	XP_056083626.1
SKDI_12G0580	XP_056083627.1
SKDI_12G0590	XP_056083628.1
SKDI_12G0600	XP_056083629.1
SKDI_12G0610	XP_056083630.1
SKDI_12G0620	XP_056083631.1
SKDI_12G0630	XP_056083632.1
SKDI_12G0640	XP_056083633.1
SKDI_12G0650	XP_056083634.1
SKDI_12G0660	XP_056083635.1
SKDI_12G0670	XP_056083636.1
SKDI_12G0680	XP_056083637.1
SKDI_12G0690	XP_056083638.1
SKDI_12G0700	XP_056083639.1
SKDI_12G0710	XP_056083640.1
SKDI_12G0720	XP_056083641.1
SKDI_12G0730	XP_056083642.1
SKDI_12G0740	XP_056083643.1
SKDI_12G0750	XP_056083644.1
SKDI_12G0760	XP_056083645.1
SKDI_12G0770	XP_056083646.1
SKDI_12G0780	XP_056083647.1
SKDI_12G0790	XP_056083648.1
SKDI_12G0800	XP_056083649.1
SKDI_12G0810	XP_056083650.1
SKDI_12G0820	XP_056083651.1
SKDI_12G0830	XP_056083652.1
SKDI_12G0840	XP_056083653.1
SKDI_12G0850	XP_056083654.1
SKDI_12G0860	XP_056083655.1
SKDI_12G0870	XP_056083656.1
SKDI_12G0880	XP_056083657.1
SKDI_12G0890	XP_056083658.1
SKDI_12G0900	XP_056083659.1
SKDI_12G0910	XP_056083660.1
SKDI_12G0920	XP_056083661.1
SKDI_12G0930	XP_056083662.1
SKDI_12G0940	XP_056083663.1
SKDI_12G0950	XP_056083664.1
SKDI_12G0960	XP_056083665.1
SKDI_12G0970	XP_056083666.1
SKDI_12G0980	XP_056083667.1
SKDI_12G0990	XP_056083668.1
SKDI_12G1000	XP_056083669.1
SKDI_12G1010	XP_056083670.1
SKDI_12G1010	XP_056083670.1
SKDI_12G1020	XP_056083671.1
SKDI_12G1030	XP_056083672.1
SKDI_12G1040	XP_056083673.1
SKDI_12G1050	XP_056083674.1
SKDI_12G1060	XP_056083675.1
SKDI_12G1070	XP_056083676.1
SKDI_12G1070	XP_056083676.1
SKDI_12G1080	XP_056083677.1
SKDI_12G1090	XP_056083678.1
SKDI_12G1100	XP_056083679.1
SKDI_12G1110	XP_056083680.1
SKDI_12G1120	XP_056083681.1
SKDI_12G1130	XP_056083682.1
SKDI_12G1140	XP_056083683.1
SKDI_12G1140	XP_056083683.1
SKDI_12G1150	XP_056083684.1
SKDI_12G1160	XP_056083685.1
SKDI_12G1170	XP_056083686.1
SKDI_12G1180	XP_056083687.1
SKDI_12G1190	XP_056083688.1
SKDI_12G1200	XP_056083689.1
SKDI_12G1210	XP_056083690.1
SKDI_12G1220	XP_056083691.1
SKDI_12G1230	XP_056083692.1
SKDI_12G1240	XP_056083693.1
SKDI_12G1250	XP_056083694.1
SKDI_12G1270	XP_056083695.1
SKDI_12G1280	XP_056083696.1
SKDI_12G1290	XP_056083697.1
SKDI_12G1290	XP_056083697.1
SKDI_12G1300	XP_056083698.1
SKDI_12G1310	XP_056083699.1
SKDI_12G1320	XP_056083700.1
SKDI_12G1330	XP_056083701.1
SKDI_12G1340	XP_056083702.1
SKDI_12G1350	XP_056083703.1
SKDI_12G1360	XP_056083704.1
SKDI_12G1370	XP_056083705.1
SKDI_12G1380	XP_056083706.1
SKDI_12G1390	XP_056083707.1
SKDI_12G1400	XP_056083708.1
SKDI_12G1410	XP_056083709.1
SKDI_12G1420	XP_056083710.1
SKDI_12G1430	XP_056083711.1
SKDI_12G1430	XP_056083711.1
SKDI_12G1440	XP_056083712.1
SKDI_12G1450	XP_056083713.1
SKDI_12G1460	XP_056083714.1
SKDI_12G1470	XP_056083715.1
SKDI_12G1480	XP_056083716.1
SKDI_12G1490	XP_056083717.1
SKDI_12G1500	XP_056083718.1
SKDI_12G1510	XP_056083719.1
SKDI_12G1520	XP_056083720.1
SKDI_12G1530	XP_056083721.1
SKDI_12G1540	XP_056083722.1
SKDI_12G1550	XP_056083723.1
SKDI_12G1560	XP_056083724.1
SKDI_12G1570	XP_056083725.1
SKDI_12G1580	XP_056083726.1
SKDI_12G1590	XP_056083727.1
SKDI_12G1600	XP_056083728.1
SKDI_12G1610	XP_056083729.1
SKDI_12G1620	XP_056083730.1
SKDI_12G1630	XP_056083731.1
SKDI_12G1640	XP_056083732.1
SKDI_12G1650	XP_056083733.1
SKDI_12G1660	XP_056083734.1
SKDI_12G1670	XP_056083735.1
SKDI_12G1680	XP_056083736.1
