SMKI_01G0010	XP_056080164.1
SMKI_10G0820	XP_056077416.1
SMKI_10G0830	XP_056077417.1
SMKI_10G0840	XP_056077418.1
SMKI_10G0850	XP_056077419.1
SMKI_10G0860	XP_056077420.1
SMKI_10G0870	XP_056077421.1
SMKI_10G0880	XP_056077422.1
SMKI_10G0890	XP_056077423.1
SMKI_10G0900	XP_056077424.1
SMKI_10G0910	XP_056077425.1
SMKI_10G0920	XP_056077426.1
SMKI_10G0930	XP_056077427.1
SMKI_10G0940	XP_056077428.1
SMKI_10G0950	XP_056077429.1
SMKI_10G0960	XP_056077430.1
SMKI_10G0970	XP_056077431.1
SMKI_10G0980	XP_056077432.1
SMKI_10G0990	XP_056077433.1
SMKI_10G1000	XP_056077434.1
SMKI_10G1010	XP_056077435.1
SMKI_10G1020	XP_056077436.1
SMKI_10G1030	XP_056077437.1
SMKI_10G1040	XP_056077438.1
SMKI_10G1050	XP_056077439.1
SMKI_10G1060	XP_056077440.1
SMKI_10G1070	XP_056077441.1
SMKI_10G1080	XP_056077442.1
SMKI_10G1090	XP_056077443.1
SMKI_10G1100	XP_056077444.1
SMKI_10G1110	XP_056077445.1
SMKI_10G1120	XP_056077446.1
SMKI_10G1130	XP_056077447.1
SMKI_10G1140	XP_056077448.1
SMKI_10G1150	XP_056077449.1
SMKI_10G1160	XP_056077450.1
SMKI_10G1170	XP_056077451.1
SMKI_10G1180	XP_056077452.1
SMKI_10G1190	XP_056077453.1
SMKI_10G1200	XP_056077454.1
SMKI_10G1210	XP_056077455.1
SMKI_10G1220	XP_056077456.1
SMKI_10G1230	XP_056077457.1
SMKI_10G1240	XP_056077458.1
SMKI_10G1250	XP_056077459.1
SMKI_10G1260	XP_056077460.1
SMKI_10G1270	XP_056077461.1
SMKI_10G1280	XP_056077462.1
SMKI_10G1290	XP_056077463.1
SMKI_10G1300	XP_056077464.1
SMKI_10G1310	XP_056077465.1
SMKI_10G1320	XP_056077466.1
SMKI_10G1330	XP_056077467.1
SMKI_10G1340	XP_056077468.1
SMKI_10G1350	XP_056077469.1
SMKI_10G1360	XP_056077470.1
SMKI_10G1370	XP_056077471.1
SMKI_10G1380	XP_056077472.1
SMKI_10G1390	XP_056077473.1
SMKI_10G1400	XP_056077474.1
SMKI_10G1410	XP_056077475.1
SMKI_10G1420	XP_056077476.1
SMKI_10G1440	XP_056077477.1
SMKI_10G1450	XP_056077478.1
SMKI_10G1460	XP_056077479.1
SMKI_10G1470	XP_056077480.1
SMKI_10G1480	XP_056077481.1
SMKI_10G1490	XP_056077482.1
SMKI_10G1500	XP_056077483.1
SMKI_10G1510	XP_056077484.1
SMKI_10G1520	XP_056077485.1
SMKI_10G1530	XP_056077486.1
SMKI_10G1540	XP_056077487.1
SMKI_10G1550	XP_056077488.1
SMKI_10G1570	XP_056077489.1
SMKI_10G1580	XP_056077490.1
SMKI_10G1590	XP_056077491.1
SMKI_10G1600	XP_056077492.1
SMKI_10G1610	XP_056077493.1
SMKI_10G1620	XP_056077494.1
SMKI_10G1630	XP_056077495.1
SMKI_10G1640	XP_056077496.1
SMKI_10G1650	XP_056077497.1
SMKI_10G1660	XP_056077498.1
SMKI_10G1660	XP_056077498.1
SMKI_10G1670	XP_056077499.1
SMKI_10G1680	XP_056077500.1
SMKI_10G1690	XP_056077501.1
SMKI_10G1700	XP_056077502.1
SMKI_10G1710	XP_056077503.1
SMKI_10G1720	XP_056077504.1
SMKI_10G1730	XP_056077505.1
SMKI_10G1740	XP_056077506.1
SMKI_10G1750	XP_056077507.1
SMKI_10G1760	XP_056077508.1
SMKI_10G1770	XP_056077509.1
SMKI_10G1770	XP_056077509.1
SMKI_10G1780	XP_056077510.1
SMKI_10G1790	XP_056077511.1
SMKI_10G1800	XP_056077512.1
SMKI_10G1810	XP_056077513.1
SMKI_10G1820	XP_056077514.1
SMKI_10G1820	XP_056077514.1
SMKI_10G1830	XP_056077515.1
SMKI_10G1850	XP_056077516.1
SMKI_10G1860	XP_056077517.1
SMKI_10G1870	XP_056077518.1
SMKI_10G1880	XP_056077519.1
SMKI_10G1890	XP_056077520.1
SMKI_10G1900	XP_056077521.1
SMKI_10G1910	XP_056077522.1
SMKI_10G1920	XP_056077523.1
SMKI_10G1940	XP_056077524.1
SMKI_10G1950	XP_056077525.1
SMKI_10G1960	XP_056077526.1
SMKI_10G1970	XP_056077527.1
SMKI_10G1980	XP_056077528.1
SMKI_10G1990	XP_056077529.1
SMKI_10G2000	XP_056077530.1
SMKI_10G2000	XP_056077530.1
SMKI_10G2010	XP_056077531.1
SMKI_10G2020	XP_056077532.1
SMKI_10G2030	XP_056077533.1
SMKI_10G2040	XP_056077534.1
SMKI_10G2050	XP_056077535.1
SMKI_10G2060	XP_056077536.1
SMKI_10G2070	XP_056077537.1
SMKI_10G2080	XP_056077538.1
SMKI_10G2090	XP_056077539.1
SMKI_10G2100	XP_056077540.1
SMKI_10G2110	XP_056077541.1
SMKI_10G2120	XP_056077542.1
SMKI_10G2130	XP_056077543.1
SMKI_10G2140	XP_056077544.1
SMKI_10G2150	XP_056077545.1
SMKI_10G2160	XP_056077546.1
SMKI_10G2170	XP_056077547.1
SMKI_10G2180	XP_056077548.1
SMKI_10G2190	XP_056077549.1
SMKI_10G2200	XP_056077550.1
SMKI_10G2215	XP_056077551.1
SMKI_10G2215	XP_056077551.1
SMKI_10G2220	XP_056077552.1
SMKI_10G2230	XP_056077553.1
SMKI_10G2240	XP_056077554.1
SMKI_10G2250	XP_056077555.1
SMKI_10G2260	XP_056077556.1
SMKI_10G2270	XP_056077557.1
SMKI_10G2280	XP_056077558.1
SMKI_10G2290	XP_056077559.1
SMKI_10G2300	XP_056077560.1
SMKI_10G2310	XP_056077561.1
SMKI_10G2320	XP_056077562.1
SMKI_10G2330	XP_056077563.1
SMKI_10G2340	XP_056077564.1
SMKI_10G2350	XP_056077565.1
SMKI_10G2360	XP_056077566.1
SMKI_10G2370	XP_056077567.1
SMKI_10G2380	XP_056077568.1
SMKI_10G2390	XP_056077569.1
SMKI_10G2420	XP_056077570.1
SMKI_10G2430	XP_056077571.1
SMKI_10G2440	XP_056077572.1
SMKI_10G2450	XP_056077573.1
SMKI_10G2460	XP_056077574.1
SMKI_10G2470	XP_056077575.1
SMKI_10G2480	XP_056077576.1
SMKI_10G2490	XP_056077577.1
SMKI_10G2500	XP_056077578.1
SMKI_10G2510	XP_056077579.1
SMKI_10G2520	XP_056077580.1
SMKI_10G2530	XP_056077581.1
SMKI_10G2540	XP_056077582.1
SMKI_10G2550	XP_056077583.1
SMKI_10G2560	XP_056077584.1
SMKI_10G2570	XP_056077585.1
SMKI_10G2580	XP_056077586.1
SMKI_10G2590	XP_056077587.1
SMKI_10G2600	XP_056077588.1
SMKI_10G2610	XP_056077589.1
SMKI_10G2620	XP_056077590.1
SMKI_10G2630	XP_056077591.1
SMKI_10G2640	XP_056077592.1
SMKI_10G2650	XP_056077593.1
SMKI_10G2660	XP_056077594.1
SMKI_10G2670	XP_056077595.1
SMKI_10G2680	XP_056077596.1
SMKI_10G2690	XP_056077597.1
SMKI_10G2700	XP_056077598.1
SMKI_10G2710	XP_056077599.1
SMKI_10G2720	XP_056077600.1
SMKI_10G2730	XP_056077601.1
SMKI_10G2740	XP_056077602.1
SMKI_10G2750	XP_056077603.1
SMKI_10G2760	XP_056077604.1
SMKI_10G2770	XP_056077605.1
SMKI_10G2780	XP_056077606.1
SMKI_10G2790	XP_056077607.1
SMKI_10G2800	XP_056077608.1
SMKI_10G2810	XP_056077609.1
SMKI_10G2820	XP_056077610.1
SMKI_10G2830	XP_056077611.1
SMKI_10G2840	XP_056077612.1
SMKI_10G2850	XP_056077613.1
SMKI_10G2860	XP_056077614.1
SMKI_10G2870	XP_056077615.1
SMKI_10G2880	XP_056077616.1
SMKI_10G2890	XP_056077617.1
SMKI_10G2900	XP_056077618.1
SMKI_10G2910	XP_056077619.1
SMKI_10G2920	XP_056077620.1
SMKI_10G2930	XP_056077621.1
SMKI_10G2940	XP_056077622.1
SMKI_10G2950	XP_056077623.1
SMKI_10G2960	XP_056077624.1
SMKI_10G2970	XP_056077625.1
SMKI_10G2980	XP_056077626.1
SMKI_10G2990	XP_056077627.1
SMKI_10G3000	XP_056077628.1
SMKI_10G3010	XP_056077629.1
SMKI_10G3020	XP_056077630.1
SMKI_10G3030	XP_056077631.1
SMKI_10G3050	XP_056077632.1
SMKI_10G3060	XP_056077633.1
SMKI_10G3070	XP_056077634.1
SMKI_10G3080	XP_056077635.1
SMKI_10G3090	XP_056077636.1
SMKI_10G3100	XP_056077637.1
SMKI_10G3110	XP_056077638.1
SMKI_10G3120	XP_056077639.1
SMKI_10G3130	XP_056077640.1
SMKI_10G3140	XP_056077641.1
SMKI_10G3150	XP_056077642.1
SMKI_10G3160	XP_056077643.1
SMKI_10G3170	XP_056077644.1
SMKI_10G3180	XP_056077645.1
SMKI_10G3190	XP_056077646.1
SMKI_10G3200	XP_056077647.1
SMKI_10G3210	XP_056077648.1
SMKI_10G3220	XP_056077649.1
SMKI_10G3230	XP_056077650.1
SMKI_10G3240	XP_056077651.1
SMKI_10G3250	XP_056077652.1
SMKI_10G3260	XP_056077653.1
SMKI_10G3270	XP_056077654.1
SMKI_10G3280	XP_056077655.1
SMKI_10G3290	XP_056077656.1
SMKI_10G3300	XP_056077657.1
SMKI_10G3310	XP_056077658.1
SMKI_10G3320	XP_056077659.1
SMKI_10G3330	XP_056077660.1
SMKI_10G3340	XP_056077661.1
SMKI_10G3350	XP_056077662.1
SMKI_10G3360	XP_056077663.1
SMKI_10G3360	XP_056077663.1
SMKI_10G3370	XP_056077664.1
SMKI_10G3380	XP_056077665.1
SMKI_10G3390	XP_056077666.1
SMKI_10G3400	XP_056077667.1
SMKI_10G3410	XP_056077668.1
SMKI_10G3420	XP_056077669.1
SMKI_10G3430	XP_056077670.1
SMKI_10G3440	XP_056077671.1
SMKI_10G3450	XP_056077672.1
SMKI_10G3460	XP_056077673.1
SMKI_10G3480	XP_056077674.1
SMKI_10G3490	XP_056077675.1
SMKI_11G0010	XP_056077676.1
SMKI_11G0020	XP_056077677.1
SMKI_11G0030	XP_056077678.1
SMKI_11G0040	XP_056077679.1
SMKI_11G0050	XP_056077680.1
SMKI_11G0060	XP_056077681.1
SMKI_11G0070	XP_056077682.1
SMKI_11G0080	XP_056077683.1
SMKI_11G0090	XP_056077684.1
SMKI_11G0100	XP_056077685.1
SMKI_11G0110	XP_056077686.1
SMKI_11G0120	XP_056077687.1
SMKI_11G0130	XP_056077688.1
SMKI_11G0140	XP_056077689.1
SMKI_11G0150	XP_056077690.1
SMKI_11G0160	XP_056077691.1
SMKI_11G0170	XP_056077692.1
SMKI_11G0180	XP_056077693.1
SMKI_11G0190	XP_056077694.1
SMKI_11G0200	XP_056077695.1
SMKI_11G0210	XP_056077696.1
SMKI_11G0220	XP_056077697.1
SMKI_11G0230	XP_056077698.1
SMKI_11G0240	XP_056077699.1
SMKI_11G0250	XP_056077700.1
SMKI_11G0260	XP_056077701.1
SMKI_11G0270	XP_056077702.1
SMKI_11G0280	XP_056077703.1
SMKI_11G0290	XP_056077704.1
SMKI_11G0300	XP_056077705.1
SMKI_11G0310	XP_056077706.1
SMKI_11G0310	XP_056077706.1
SMKI_11G0320	XP_056077707.1
SMKI_11G0330	XP_056077708.1
SMKI_11G0340	XP_056077709.1
SMKI_11G0350	XP_056077710.1
SMKI_11G0360	XP_056077711.1
SMKI_11G0370	XP_056077712.1
SMKI_11G0380	XP_056077713.1
SMKI_11G0390	XP_056077714.1
SMKI_11G0400	XP_056077715.1
SMKI_11G0410	XP_056077716.1
SMKI_11G0410	XP_056077716.1
SMKI_11G0420	XP_056077717.1
SMKI_11G0430	XP_056077718.1
SMKI_11G0450	XP_056077719.1
SMKI_11G0460	XP_056077720.1
SMKI_11G0470	XP_056077721.1
SMKI_11G0480	XP_056077722.1
SMKI_11G0490	XP_056077723.1
SMKI_11G0500	XP_056077724.1
SMKI_11G0510	XP_056077725.1
SMKI_11G0520	XP_056077726.1
SMKI_11G0530	XP_056077727.1
SMKI_11G0540	XP_056077728.1
SMKI_11G0550	XP_056077729.1
SMKI_11G0560	XP_056077730.1
SMKI_11G0570	XP_056077731.1
SMKI_11G0580	XP_056077732.1
SMKI_11G0590	XP_056077733.1
SMKI_11G0600	XP_056077734.1
SMKI_11G0610	XP_056077735.1
SMKI_11G0620	XP_056077736.1
SMKI_11G0620	XP_056077736.1
SMKI_11G0630	XP_056077737.1
SMKI_11G0650	XP_056077738.1
SMKI_11G0660	XP_056077739.1
SMKI_11G0670	XP_056077740.1
SMKI_11G0680	XP_056077741.1
SMKI_11G0690	XP_056077742.1
SMKI_11G0700	XP_056077743.1
SMKI_11G0710	XP_056077744.1
SMKI_11G0720	XP_056077745.1
SMKI_11G0730	XP_056077746.1
SMKI_11G0750	XP_056077747.1
SMKI_11G0760	XP_056077748.1
SMKI_11G0770	XP_056077749.1
SMKI_11G0780	XP_056077750.1
SMKI_11G0790	XP_056077751.1
SMKI_11G0800	XP_056077752.1
SMKI_11G0810	XP_056077753.1
SMKI_11G0820	XP_056077754.1
SMKI_11G0830	XP_056077755.1
SMKI_11G0840	XP_056077756.1
SMKI_11G0850	XP_056077757.1
SMKI_11G0860	XP_056077758.1
SMKI_11G0870	XP_056077759.1
SMKI_11G0880	XP_056077760.1
SMKI_11G0890	XP_056077761.1
SMKI_11G0900	XP_056077762.1
SMKI_11G0910	XP_056077763.1
SMKI_11G0920	XP_056077764.1
SMKI_11G0930	XP_056077765.1
SMKI_11G0940	XP_056077766.1
SMKI_11G0950	XP_056077767.1
SMKI_11G0960	XP_056077768.1
SMKI_11G0970	XP_056077769.1
SMKI_11G0980	XP_056077770.1
SMKI_11G0990	XP_056077771.1
SMKI_11G1000	XP_056077772.1
SMKI_11G1010	XP_056077773.1
SMKI_11G1020	XP_056077774.1
SMKI_11G1030	XP_056077775.1
SMKI_11G1040	XP_056077776.1
SMKI_11G1050	XP_056077777.1
SMKI_11G1060	XP_056077778.1
SMKI_11G1070	XP_056077779.1
SMKI_11G1080	XP_056077780.1
SMKI_11G1090	XP_056077781.1
SMKI_11G1100	XP_056077782.1
SMKI_11G1110	XP_056077783.1
SMKI_11G1120	XP_056077784.1
SMKI_11G1130	XP_056077785.1
SMKI_11G1150	XP_056077786.1
SMKI_11G1160	XP_056077787.1
SMKI_11G1170	XP_056077788.1
SMKI_11G1180	XP_056077789.1
SMKI_11G1190	XP_056077790.1
SMKI_11G1200	XP_056077791.1
SMKI_11G1210	XP_056077792.1
SMKI_11G1220	XP_056077793.1
SMKI_11G1230	XP_056077794.1
SMKI_11G1240	XP_056077795.1
SMKI_11G1250	XP_056077796.1
SMKI_11G1260	XP_056077797.1
SMKI_11G1270	XP_056077798.1
SMKI_11G1280	XP_056077799.1
SMKI_11G1290	XP_056077800.1
SMKI_11G1300	XP_056077801.1
SMKI_11G1310	XP_056077802.1
SMKI_11G1320	XP_056077803.1
SMKI_11G1320	XP_056077803.1
SMKI_11G1330	XP_056077804.1
SMKI_11G1340	XP_056077805.1
SMKI_11G1350	XP_056077806.1
SMKI_11G1360	XP_056077807.1
SMKI_11G1370	XP_056077808.1
SMKI_11G1380	XP_056077809.1
SMKI_11G1390	XP_056077810.1
SMKI_11G1400	XP_056077811.1
SMKI_11G1410	XP_056077812.1
SMKI_11G1420	XP_056077813.1
SMKI_11G1430	XP_056077814.1
SMKI_11G1440	XP_056077815.1
SMKI_11G1450	XP_056077816.1
SMKI_11G1460	XP_056077817.1
SMKI_11G1470	XP_056077818.1
SMKI_11G1480	XP_056077819.1
SMKI_11G1490	XP_056077820.1
SMKI_11G1500	XP_056077821.1
SMKI_11G1510	XP_056077822.1
SMKI_11G1520	XP_056077823.1
SMKI_11G1530	XP_056077824.1
SMKI_11G1540	XP_056077825.1
SMKI_11G1550	XP_056077826.1
SMKI_11G1560	XP_056077827.1
SMKI_11G1570	XP_056077828.1
SMKI_11G1580	XP_056077829.1
SMKI_11G1590	XP_056077830.1
SMKI_11G1600	XP_056077831.1
SMKI_11G1610	XP_056077832.1
SMKI_11G1620	XP_056077833.1
SMKI_11G1630	XP_056077834.1
SMKI_11G1640	XP_056077835.1
SMKI_11G1650	XP_056077836.1
SMKI_11G1670	XP_056077837.1
SMKI_11G1680	XP_056077838.1
SMKI_11G1690	XP_056077839.1
SMKI_11G1700	XP_056077840.1
SMKI_11G1710	XP_056077841.1
SMKI_11G1720	XP_056077842.1
SMKI_11G1730	XP_056077843.1
SMKI_11G1740	XP_056077844.1
SMKI_11G1750	XP_056077845.1
SMKI_11G1760	XP_056077846.1
SMKI_11G1770	XP_056077847.1
SMKI_11G1780	XP_056077848.1
SMKI_11G1790	XP_056077849.1
SMKI_11G1800	XP_056077850.1
SMKI_11G1810	XP_056077851.1
SMKI_11G1820	XP_056077852.1
SMKI_11G1830	XP_056077853.1
SMKI_11G1840	XP_056077854.1
SMKI_11G1850	XP_056077855.1
SMKI_11G1860	XP_056077856.1
SMKI_11G1870	XP_056077857.1
SMKI_11G1880	XP_056077858.1
SMKI_11G1890	XP_056077859.1
SMKI_11G1900	XP_056077860.1
SMKI_11G1910	XP_056077861.1
SMKI_11G1920	XP_056077862.1
SMKI_11G1930	XP_056077863.1
SMKI_11G1940	XP_056077864.1
SMKI_11G1950	XP_056077865.1
SMKI_11G1960	XP_056077866.1
SMKI_11G1970	XP_056077867.1
SMKI_11G1980	XP_056077868.1
SMKI_11G1990	XP_056077869.1
SMKI_11G2000	XP_056077870.1
SMKI_11G2010	XP_056077871.1
SMKI_11G2020	XP_056077872.1
SMKI_11G2030	XP_056077873.1
SMKI_11G2030	XP_056077873.1
SMKI_11G2040	XP_056077874.1
SMKI_11G2040	XP_056077874.1
SMKI_11G2050	XP_056077875.1
SMKI_11G2060	XP_056077876.1
SMKI_11G2070	XP_056077877.1
SMKI_11G2080	XP_056077878.1
SMKI_11G2080	XP_056077878.1
SMKI_11G2090	XP_056077879.1
SMKI_11G2100	XP_056077880.1
SMKI_11G2110	XP_056077881.1
SMKI_11G2120	XP_056077882.1
SMKI_11G2130	XP_056077883.1
SMKI_11G2130	XP_056077883.1
SMKI_11G2140	XP_056077884.1
SMKI_11G2140	XP_056077884.1
SMKI_11G2150	XP_056077885.1
SMKI_11G2160	XP_056077886.1
SMKI_11G2170	XP_056077887.1
SMKI_11G2180	XP_056077888.1
SMKI_11G2190	XP_056077889.1
SMKI_11G2200	XP_056077890.1
SMKI_11G2210	XP_056077891.1
SMKI_11G2220	XP_056077892.1
SMKI_11G2230	XP_056077893.1
SMKI_11G2240	XP_056077894.1
SMKI_11G2250	XP_056077895.1
SMKI_11G2260	XP_056077896.1
SMKI_11G2270	XP_056077897.1
SMKI_11G2280	XP_056077898.1
SMKI_11G2290	XP_056077899.1
SMKI_11G2300	XP_056077900.1
SMKI_11G2310	XP_056077901.1
SMKI_11G2320	XP_056077902.1
SMKI_11G2330	XP_056077903.1
SMKI_11G2340	XP_056077904.1
SMKI_11G2350	XP_056077905.1
SMKI_11G2360	XP_056077906.1
SMKI_11G2370	XP_056077907.1
SMKI_11G2380	XP_056077908.1
SMKI_11G2390	XP_056077909.1
SMKI_11G2410	XP_056077910.1
SMKI_11G2420	XP_056077911.1
SMKI_11G2430	XP_056077912.1
SMKI_11G2440	XP_056077913.1
SMKI_11G2450	XP_056077914.1
SMKI_11G2460	XP_056077915.1
SMKI_11G2470	XP_056077916.1
SMKI_11G2480	XP_056077917.1
SMKI_11G2490	XP_056077918.1
SMKI_11G2500	XP_056077919.1
SMKI_11G2510	XP_056077920.1
SMKI_11G2520	XP_056077921.1
SMKI_11G2530	XP_056077922.1
SMKI_11G2540	XP_056077923.1
SMKI_11G2550	XP_056077924.1
SMKI_11G2560	XP_056077925.1
SMKI_11G2570	XP_056077926.1
SMKI_11G2580	XP_056077927.1
SMKI_11G2590	XP_056077928.1
SMKI_11G2600	XP_056077929.1
SMKI_11G2610	XP_056077930.1
SMKI_11G2620	XP_056077931.1
SMKI_11G2620	XP_056077931.1
SMKI_11G2630	XP_056077932.1
SMKI_11G2640	XP_056077933.1
SMKI_11G2650	XP_056077934.1
SMKI_11G2660	XP_056077935.1
SMKI_11G2670	XP_056077936.1
SMKI_11G2680	XP_056077937.1
SMKI_11G2690	XP_056077938.1
SMKI_11G2700	XP_056077939.1
SMKI_11G2710	XP_056077940.1
SMKI_11G2720	XP_056077941.1
SMKI_11G2730	XP_056077942.1
SMKI_11G2740	XP_056077943.1
SMKI_11G2750	XP_056077944.1
SMKI_11G2760	XP_056077945.1
SMKI_11G2770	XP_056077946.1
SMKI_11G2790	XP_056077947.1
SMKI_11G2800	XP_056077948.1
SMKI_11G2810	XP_056077949.1
SMKI_11G2820	XP_056077950.1
SMKI_11G2830	XP_056077951.1
SMKI_11G2840	XP_056077952.1
SMKI_11G2850	XP_056077953.1
SMKI_11G2860	XP_056077954.1
SMKI_11G2870	XP_056077955.1
SMKI_11G2880	XP_056077956.1
SMKI_11G2890	XP_056077957.1
SMKI_11G2900	XP_056077958.1
SMKI_11G2910	XP_056077959.1
SMKI_11G2920	XP_056077960.1
SMKI_11G2930	XP_056077961.1
SMKI_11G2940	XP_056077962.1
SMKI_11G2950	XP_056077963.1
SMKI_11G2960	XP_056077964.1
SMKI_11G2970	XP_056077965.1
SMKI_11G2980	XP_056077966.1
SMKI_11G2990	XP_056077967.1
SMKI_11G2990	XP_056077967.1
SMKI_11G3000	XP_056077968.1
SMKI_11G3010	XP_056077969.1
SMKI_11G3010	XP_056077969.1
SMKI_11G3020	XP_056077970.1
SMKI_11G3030	XP_056077971.1
SMKI_11G3040	XP_056077972.1
SMKI_11G3050	XP_056077973.1
SMKI_11G3060	XP_056077974.1
SMKI_11G3070	XP_056077975.1
SMKI_11G3080	XP_056077976.1
SMKI_11G3090	XP_056077977.1
SMKI_11G3110	XP_056077978.1
SMKI_11G3120	XP_056077979.1
SMKI_11G3130	XP_056077980.1
SMKI_11G3140	XP_056077981.1
SMKI_11G3150	XP_056077982.1
SMKI_11G3160	XP_056077983.1
SMKI_11G3170	XP_056077984.1
SMKI_11G3180	XP_056077985.1
SMKI_12G0010	XP_056077986.1
SMKI_12G0030	XP_056077987.1
SMKI_12G0040	XP_056077988.1
SMKI_12G0050	XP_056077989.1
SMKI_12G0060	XP_056077990.1
SMKI_12G0070	XP_056077991.1
SMKI_12G0080	XP_056077992.1
SMKI_12G0090	XP_056077993.1
SMKI_12G0100	XP_056077994.1
SMKI_12G0110	XP_056077995.1
SMKI_12G0120	XP_056077996.1
SMKI_12G0130	XP_056077997.1
SMKI_12G0140	XP_056077998.1
SMKI_12G0150	XP_056077999.1
SMKI_12G0160	XP_056078000.1
SMKI_12G0170	XP_056078001.1
SMKI_12G0180	XP_056078002.1
SMKI_12G0190	XP_056078003.1
SMKI_12G0200	XP_056078004.1
SMKI_12G0210	XP_056078005.1
SMKI_12G0220	XP_056078006.1
SMKI_12G0230	XP_056078007.1
SMKI_12G0240	XP_056078008.1
SMKI_12G0250	XP_056078009.1
SMKI_12G0260	XP_056078010.1
SMKI_12G0270	XP_056078011.1
SMKI_12G0280	XP_056078012.1
SMKI_12G0290	XP_056078013.1
SMKI_12G0300	XP_056078014.1
SMKI_12G0310	XP_056078015.1
SMKI_12G0320	XP_056078016.1
SMKI_12G0320	XP_056078016.1
SMKI_12G0330	XP_056078017.1
SMKI_12G0340	XP_056078018.1
SMKI_12G0350	XP_056078019.1
SMKI_12G0360	XP_056078020.1
SMKI_12G0370	XP_056078021.1
SMKI_12G0380	XP_056078022.1
SMKI_12G0390	XP_056078023.1
SMKI_12G0400	XP_056078024.1
SMKI_12G0410	XP_056078025.1
SMKI_12G0420	XP_056078026.1
SMKI_12G0430	XP_056078027.1
SMKI_12G0440	XP_056078028.1
SMKI_12G0450	XP_056078029.1
SMKI_12G0460	XP_056078030.1
SMKI_12G0470	XP_056078031.1
SMKI_12G0480	XP_056078032.1
SMKI_12G0490	XP_056078033.1
SMKI_12G0500	XP_056078034.1
SMKI_12G0510	XP_056078035.1
SMKI_12G0520	XP_056078036.1
SMKI_12G0530	XP_056078037.1
SMKI_12G0540	XP_056078038.1
SMKI_12G0550	XP_056078039.1
SMKI_12G0560	XP_056078040.1
SMKI_12G0570	XP_056078041.1
SMKI_12G0580	XP_056078042.1
SMKI_12G0600	XP_056078043.1
SMKI_12G0610	XP_056078044.1
SMKI_12G0620	XP_056078045.1
SMKI_12G0630	XP_056078046.1
SMKI_12G0640	XP_056078047.1
SMKI_12G0650	XP_056078048.1
SMKI_12G0660	XP_056078049.1
SMKI_12G0670	XP_056078050.1
SMKI_12G0680	XP_056078051.1
SMKI_12G0690	XP_056078052.1
SMKI_12G0700	XP_056078053.1
SMKI_12G0710	XP_056078054.1
SMKI_12G0720	XP_056078055.1
SMKI_12G0730	XP_056078056.1
SMKI_12G0740	XP_056078057.1
SMKI_12G0750	XP_056078058.1
SMKI_12G0760	XP_056078059.1
SMKI_12G0770	XP_056078060.1
SMKI_12G0780	XP_056078061.1
SMKI_12G0790	XP_056078062.1
SMKI_12G0800	XP_056078063.1
SMKI_12G0810	XP_056078064.1
SMKI_12G0820	XP_056078065.1
SMKI_12G0830	XP_056078066.1
SMKI_12G0840	XP_056078067.1
SMKI_12G0850	XP_056078068.1
SMKI_12G0860	XP_056078069.1
SMKI_12G0870	XP_056078070.1
SMKI_12G0880	XP_056078071.1
SMKI_12G0890	XP_056078072.1
SMKI_12G0900	XP_056078073.1
SMKI_12G0910	XP_056078074.1
SMKI_12G0920	XP_056078075.1
SMKI_12G0930	XP_056078076.1
SMKI_12G0940	XP_056078077.1
SMKI_12G0950	XP_056078078.1
SMKI_12G0960	XP_056078079.1
SMKI_12G0970	XP_056078080.1
SMKI_12G0980	XP_056078081.1
SMKI_12G0990	XP_056078082.1
SMKI_12G1000	XP_056078083.1
SMKI_12G1010	XP_056078084.1
SMKI_12G1020	XP_056078085.1
SMKI_12G1030	XP_056078086.1
SMKI_12G1040	XP_056078087.1
SMKI_12G1050	XP_056078088.1
SMKI_12G1060	XP_056078089.1
SMKI_12G1070	XP_056078090.1
SMKI_12G1080	XP_056078091.1
SMKI_12G1090	XP_056078092.1
SMKI_12G1100	XP_056078093.1
SMKI_12G1110	XP_056078094.1
SMKI_12G1120	XP_056078095.1
SMKI_12G1130	XP_056078096.1
SMKI_12G1140	XP_056078097.1
SMKI_12G1150	XP_056078098.1
SMKI_12G1160	XP_056078099.1
SMKI_12G1170	XP_056078100.1
SMKI_12G1180	XP_056078101.1
SMKI_12G1190	XP_056078102.1
SMKI_12G1200	XP_056078103.1
SMKI_12G1210	XP_056078104.1
SMKI_12G1210	XP_056078104.1
SMKI_12G1220	XP_056078105.1
SMKI_12G1230	XP_056078106.1
SMKI_12G1240	XP_056078107.1
SMKI_12G1250	XP_056078108.1
SMKI_12G1260	XP_056078109.1
SMKI_12G1270	XP_056078110.1
SMKI_12G1270	XP_056078110.1
SMKI_12G1280	XP_056078111.1
SMKI_12G1290	XP_056078112.1
SMKI_12G1300	XP_056078113.1
SMKI_12G1310	XP_056078114.1
SMKI_12G1320	XP_056078115.1
SMKI_12G1330	XP_056078116.1
SMKI_12G1340	XP_056078117.1
SMKI_12G1340	XP_056078117.1
SMKI_12G1350	XP_056078118.1
SMKI_12G1360	XP_056078119.1
SMKI_12G1370	XP_056078120.1
SMKI_12G1380	XP_056078121.1
SMKI_12G1390	XP_056078122.1
SMKI_12G1400	XP_056078123.1
SMKI_12G1410	XP_056078124.1
SMKI_12G1420	XP_056078125.1
SMKI_12G1430	XP_056078126.1
SMKI_12G1440	XP_056078127.1
SMKI_12G1450	XP_056078128.1
