DI49_0001	XP_018224050.1
DI49_3607	XP_018220510.1
DI49_3608	XP_018220511.1
DI49_3609	XP_018220512.1
DI49_3610	XP_018220513.1
DI49_3611	XP_018220514.1
DI49_3612	XP_018220515.1
DI49_3613	XP_018220516.1
DI49_3614	XP_018220517.1
DI49_3615	XP_018220518.1
DI49_3616	XP_018220519.1
DI49_3617	XP_018220520.1
DI49_3618	XP_018220521.1
DI49_3619	XP_018220522.1
DI49_3620	XP_018220523.1
DI49_3621	XP_018220524.1
DI49_3622	XP_018220525.1
DI49_3623	XP_018220526.1
DI49_3624	XP_018220527.1
DI49_3625	XP_018220528.1
DI49_3626	XP_018220529.1
DI49_3627	XP_018220530.1
DI49_3628	XP_018220531.1
DI49_3629	XP_018220532.1
DI49_3630	XP_018220533.1
DI49_3631	XP_018220534.1
DI49_3632	XP_018220535.1
DI49_3633	XP_018220536.1
DI49_3634	XP_018220537.1
DI49_3635	XP_018220538.1
DI49_3636	XP_018220539.1
DI49_3637	XP_018220540.1
DI49_3638	XP_018220541.1
DI49_3640	XP_018220542.1
DI49_3641	XP_018220543.1
DI49_3642	XP_018220544.1
DI49_3643	XP_018220545.1
DI49_3644	XP_018220546.1
DI49_3645	XP_018220547.1
DI49_3646	XP_018220548.1
DI49_3647	XP_018220549.1
DI49_3648	XP_018220550.1
DI49_3649	XP_018220551.1
DI49_3650	XP_018220552.1
DI49_3651	XP_018220553.1
DI49_3651	XP_018220553.1
DI49_3652	XP_018220554.1
DI49_3653	XP_018220555.1
DI49_3654	XP_018220556.1
DI49_3655	XP_018220557.1
DI49_3656	XP_018220558.1
DI49_3657	XP_018220559.1
DI49_3658	XP_018220560.1
DI49_3659	XP_018220561.1
DI49_3660	XP_018220562.1
DI49_3661	XP_018220563.1
DI49_3662	XP_018220564.1
DI49_3663	XP_018220565.1
DI49_3664	XP_018220566.1
DI49_3666	XP_018220567.1
DI49_3667	XP_018220568.1
DI49_3668	XP_018220569.1
DI49_3669	XP_018220570.1
DI49_3670	XP_018220571.1
DI49_3671	XP_018220572.1
DI49_3672	XP_018220573.1
DI49_3673	XP_018220574.1
DI49_3674	XP_018220575.1
DI49_3675	XP_018220576.1
DI49_3676	XP_018220577.1
DI49_3677	XP_018220578.1
DI49_3678	XP_018220579.1
DI49_3679	XP_018220580.1
DI49_3681	XP_018220581.1
DI49_3682	XP_018220582.1
DI49_3683	XP_018220583.1
DI49_3684	XP_018220584.1
DI49_3685	XP_018220585.1
DI49_3686	XP_018220586.1
DI49_3687	XP_018220587.1
DI49_3688	XP_018220588.1
DI49_3689	XP_018220589.1
DI49_3690	XP_018220590.1
DI49_3691	XP_018220591.1
DI49_3692	XP_018220592.1
DI49_3693	XP_018220593.1
DI49_3694	XP_018220594.1
DI49_3695	XP_018220595.1
DI49_3696	XP_018220596.1
DI49_3697	XP_018220597.1
DI49_3698	XP_018220598.1
DI49_3699	XP_018220599.1
DI49_3700	XP_018220600.1
DI49_3701	XP_018220601.1
DI49_3701	XP_018220601.1
DI49_3702	XP_018220602.1
DI49_3703	XP_018220603.1
DI49_3704	XP_018220604.1
DI49_3705	XP_018220605.1
DI49_3706	XP_018220606.1
DI49_3707	XP_018220607.1
DI49_3708	XP_018220608.1
DI49_3709	XP_018220609.1
DI49_3710	XP_018220610.1
DI49_3711	XP_018220611.1
DI49_3712	XP_018220612.1
DI49_3713	XP_018220613.1
DI49_3714	XP_018220614.1
DI49_3715	XP_018220615.1
DI49_3716	XP_018220616.1
DI49_3717	XP_018220617.1
DI49_3718	XP_018220618.1
DI49_3719	XP_018220619.1
DI49_3720	XP_018220620.1
DI49_3721	XP_018220621.1
DI49_3722	XP_018220622.1
DI49_3723	XP_018220623.1
DI49_3724	XP_018220624.1
DI49_3725	XP_018220625.1
DI49_3726	XP_018220626.1
DI49_3727	XP_018220627.1
DI49_3728	XP_018220628.1
DI49_3729	XP_018220629.1
DI49_3730	XP_018220630.1
DI49_3731	XP_018220631.1
DI49_3732	XP_018220632.1
DI49_3733	XP_018220633.1
DI49_3734	XP_018220634.1
DI49_3735	XP_018220635.1
DI49_3736	XP_018220636.1
DI49_3737	XP_018220637.1
DI49_3738	XP_018220638.1
DI49_3739	XP_018220639.1
DI49_3740	XP_018220640.1
DI49_3741	XP_018220641.1
DI49_3742	XP_018220642.1
DI49_3744	XP_018220643.1
DI49_3745	XP_018220644.1
DI49_3746	XP_018220645.1
DI49_3747	XP_018220646.1
DI49_3748	XP_018220647.1
DI49_3749	XP_018220648.1
DI49_3750	XP_018220649.1
DI49_3751	XP_018220650.1
DI49_3752	XP_018220651.1
DI49_3753	XP_018220652.1
DI49_3754	XP_018220653.1
DI49_3755	XP_018220654.1
DI49_3756	XP_018220655.1
DI49_3758	XP_018220656.1
DI49_3759	XP_018220657.1
DI49_3760	XP_018220658.1
DI49_3761	XP_018220659.1
DI49_3762	XP_018220660.1
DI49_3763	XP_018220661.1
DI49_3764	XP_018220662.1
DI49_3765	XP_018220663.1
DI49_3766	XP_018220664.1
DI49_3768	XP_018220665.1
DI49_3769	XP_018220666.1
DI49_3770	XP_018220667.1
DI49_3771	XP_018220668.1
DI49_3772	XP_018220669.1
DI49_3773	XP_018220670.1
DI49_3774	XP_018220671.1
DI49_3775	XP_018220672.1
DI49_3776	XP_018220673.1
DI49_3777	XP_018220674.1
DI49_3778	XP_018220675.1
DI49_3779	XP_018220676.1
DI49_3780	XP_018220677.1
DI49_3781	XP_018220678.1
DI49_3783	XP_018220679.1
DI49_3784	XP_018220680.1
DI49_3785	XP_018220681.1
DI49_3785	XP_018220681.1
DI49_3786	XP_018220682.1
DI49_3787	XP_018220683.1
DI49_3788	XP_018220684.1
DI49_3789	XP_018220685.1
DI49_3790	XP_018220686.1
DI49_3791	XP_018220687.1
DI49_3792	XP_018220688.1
DI49_3793	XP_018220689.1
DI49_3794	XP_018220690.1
DI49_3795	XP_018220691.1
DI49_3796	XP_018220692.1
DI49_3797	XP_018220693.1
DI49_3798	XP_018220694.1
DI49_3799	XP_018220695.1
DI49_3800	XP_018220696.1
DI49_3801	XP_018220697.1
DI49_3802	XP_018220698.1
DI49_3803	XP_018220699.1
DI49_3804	XP_018220700.1
DI49_3805	XP_018220701.1
DI49_3807	XP_018220702.1
DI49_3809	XP_018220703.1
DI49_3810	XP_018220704.1
DI49_3811	XP_018220705.1
DI49_3811	XP_018220705.1
DI49_3812	XP_018220706.1
DI49_3813	XP_018220707.1
DI49_3814	XP_018220708.1
DI49_3815	XP_018220709.1
DI49_3816	XP_018220710.1
DI49_3817	XP_018220711.1
DI49_3818	XP_018220712.1
DI49_3819	XP_018220713.1
DI49_3820	XP_018220714.1
DI49_3821	XP_018220715.1
DI49_3822	XP_018220716.1
DI49_3823	XP_018220717.1
DI49_3824	XP_018220718.1
DI49_3825	XP_018220719.1
DI49_3826	XP_018220720.1
DI49_3827	XP_018220721.1
DI49_3828	XP_018220722.1
DI49_3829	XP_018220723.1
DI49_3831	XP_018220724.1
DI49_3832	XP_018220725.1
DI49_3832	XP_018220725.1
DI49_3833	XP_018220726.1
DI49_3834	XP_018220727.1
DI49_3836	XP_018220728.1
DI49_3838	XP_018220729.1
DI49_3839	XP_018220730.1
DI49_3840	XP_018220731.1
DI49_3841	XP_018220732.1
DI49_3842	XP_018220733.1
DI49_3843	XP_018220734.1
DI49_3844	XP_018220735.1
DI49_3846	XP_018220736.1
DI49_3847	XP_018220737.1
DI49_3848	XP_018220738.1
DI49_3849	XP_018220739.1
DI49_3850	XP_018220740.1
DI49_3851	XP_018220741.1
DI49_3852	XP_018220742.1
DI49_3853	XP_018220743.1
DI49_3854	XP_018220744.1
DI49_3855	XP_018220745.1
DI49_3856	XP_018220746.1
DI49_3857	XP_018220747.1
DI49_3858	XP_018220748.1
DI49_3859	XP_018220749.1
DI49_3860	XP_018220750.1
DI49_3861	XP_018220751.1
DI49_3862	XP_018220752.1
DI49_3863	XP_018220753.1
DI49_3864	XP_018220754.1
DI49_3865	XP_018220755.1
DI49_3866	XP_018220756.1
DI49_3867	XP_018220757.1
DI49_3868	XP_018220758.1
DI49_3869	XP_018220759.1
DI49_3870	XP_018220760.1
DI49_3870	XP_018220760.1
DI49_3871	XP_018220761.1
DI49_3872	XP_018220762.1
DI49_3873	XP_018220763.1
DI49_3874	XP_018220764.1
DI49_3875	XP_018220765.1
DI49_3876	XP_018220766.1
DI49_3877	XP_018220767.1
DI49_3879	XP_018220768.1
DI49_3880	XP_018220769.1
DI49_3881	XP_018220770.1
DI49_3882	XP_018220771.1
DI49_3883	XP_018220772.1
DI49_3884	XP_018220773.1
DI49_3885	XP_018220774.1
DI49_3886	XP_018220775.1
DI49_3887	XP_018220776.1
DI49_3888	XP_018220777.1
DI49_3889	XP_018220778.1
DI49_3890	XP_018220779.1
DI49_3891	XP_018220780.1
DI49_3892	XP_018220781.1
DI49_3893	XP_018220782.1
DI49_3894	XP_018220783.1
DI49_3895	XP_018220784.1
DI49_3896	XP_018220785.1
DI49_3897	XP_018220786.1
DI49_3898	XP_018220787.1
DI49_3899	XP_018220788.1
DI49_3900	XP_018220789.1
DI49_3901	XP_018220790.1
DI49_3902	XP_018220791.1
DI49_3903	XP_018220792.1
DI49_3904	XP_018220793.1
DI49_3904	XP_018220793.1
DI49_3905	XP_018220794.1
DI49_3906	XP_018220795.1
DI49_3907	XP_018220796.1
DI49_3908	XP_018220797.1
DI49_3909	XP_018220798.1
DI49_3910	XP_018220799.1
DI49_3911	XP_018220800.1
DI49_3912	XP_018220801.1
DI49_3913	XP_018220802.1
DI49_3914	XP_018220803.1
DI49_3915	XP_018220804.1
DI49_3917	XP_018220805.1
DI49_3918	XP_018220806.1
DI49_3919	XP_018220807.1
DI49_3920	XP_018220808.1
DI49_3921	XP_018220809.1
DI49_3923	XP_018220810.1
DI49_3924	XP_018220811.1
DI49_3925	XP_018220812.1
DI49_3926	XP_018220813.1
DI49_3927	XP_018220814.1
DI49_3928	XP_018220815.1
DI49_3929	XP_018220816.1
DI49_3930	XP_018220817.1
DI49_3931	XP_018220818.1
DI49_3932	XP_018220819.1
DI49_3933	XP_018220820.1
DI49_3934	XP_018220821.1
DI49_3935	XP_018220822.1
DI49_3936	XP_018220823.1
DI49_3937	XP_018220824.1
DI49_3938	XP_018220825.1
DI49_3939	XP_018220826.1
DI49_3940	XP_018220827.1
DI49_3941	XP_018220828.1
DI49_3941	XP_018220828.1
DI49_3942	XP_018220829.1
DI49_3943	XP_018220830.1
DI49_3944	XP_018220831.1
DI49_3945	XP_018220832.1
DI49_3946	XP_018220833.1
DI49_3947	XP_018220834.1
DI49_3949	XP_018220835.1
DI49_3950	XP_018220836.1
DI49_3951	XP_018220837.1
DI49_3952	XP_018220838.1
DI49_3953	XP_018220839.1
DI49_3954	XP_018220840.1
DI49_3955	XP_018220841.1
DI49_3956	XP_018219937.1
DI49_3957	XP_018219938.1
DI49_3958	XP_018219939.1
DI49_3959	XP_018219940.1
DI49_3960	XP_018219941.1
DI49_3961	XP_018219942.1
DI49_3962	XP_018219943.1
DI49_3963	XP_018219944.1
DI49_3964	XP_018219945.1
DI49_3965	XP_018219946.1
DI49_3966	XP_018219947.1
DI49_3967	XP_018219948.1
DI49_3968	XP_018219949.1
DI49_3969	XP_018219950.1
DI49_3970	XP_018219951.1
DI49_3971	XP_018219952.1
DI49_3972	XP_018219953.1
DI49_3973	XP_018219954.1
DI49_3974	XP_018219955.1
DI49_3975	XP_018219956.1
DI49_3976	XP_018219957.1
DI49_3977	XP_018219958.1
DI49_3978	XP_018219959.1
DI49_3979	XP_018219960.1
DI49_3980	XP_018219961.1
DI49_3981	XP_018219962.1
DI49_3982	XP_018219963.1
DI49_3983	XP_018219964.1
DI49_3984	XP_018219965.1
DI49_3985	XP_018219966.1
DI49_3986	XP_018219967.1
DI49_3987	XP_018219968.1
DI49_3988	XP_018219969.1
DI49_3989	XP_018219970.1
DI49_3990	XP_018219971.1
DI49_3991	XP_018219972.1
DI49_3992	XP_018219973.1
DI49_3993	XP_018219974.1
DI49_3994	XP_018219975.1
DI49_3995	XP_018219976.1
DI49_3996	XP_018219977.1
DI49_3997	XP_018219978.1
DI49_3998	XP_018219979.1
DI49_3998	XP_018219979.1
DI49_3999	XP_018219980.1
DI49_4000	XP_018219981.1
DI49_4001	XP_018219982.1
DI49_4002	XP_018219983.1
DI49_4003	XP_018219984.1
DI49_4004	XP_018219985.1
DI49_4005	XP_018219986.1
DI49_4006	XP_018219987.1
DI49_4007	XP_018219988.1
DI49_4008	XP_018219989.1
DI49_4009	XP_018219990.1
DI49_4010	XP_018219991.1
DI49_4011	XP_018219992.1
DI49_4012	XP_018219993.1
DI49_4013	XP_018219994.1
DI49_4014	XP_018219995.1
DI49_4015	XP_018219996.1
DI49_4016	XP_018219997.1
DI49_4017	XP_018219998.1
DI49_4017	XP_018219998.1
DI49_4018	XP_018219999.1
DI49_4019	XP_018220000.1
DI49_4021	XP_018220001.1
DI49_4022	XP_018220002.1
DI49_4023	XP_018220003.1
DI49_4024	XP_018220004.1
DI49_4025	XP_018220005.1
DI49_4026	XP_018220006.1
DI49_4027	XP_018220007.1
DI49_4028	XP_018220008.1
DI49_4029	XP_018220009.1
DI49_4030	XP_018220010.1
DI49_4031	XP_018220011.1
DI49_4032	XP_018220012.1
DI49_4033	XP_018220013.1
DI49_4034	XP_018220014.1
DI49_4035	XP_018220015.1
DI49_4036	XP_018220016.1
DI49_4037	XP_018220017.1
DI49_4039	XP_018220018.1
DI49_4040	XP_018220019.1
DI49_4041	XP_018220020.1
DI49_4042	XP_018220021.1
DI49_4043	XP_018220022.1
DI49_4044	XP_018220023.1
DI49_4045	XP_018220024.1
DI49_4046	XP_018220025.1
DI49_4048	XP_018220026.1
DI49_4049	XP_018220027.1
DI49_4050	XP_018220028.1
DI49_4052	XP_018220029.1
DI49_4053	XP_018220030.1
DI49_4054	XP_018220031.1
DI49_4054	XP_018220031.1
DI49_4055	XP_018220032.1
DI49_4056	XP_018220033.1
DI49_4056	XP_018220033.1
DI49_4057	XP_018220034.1
DI49_4058	XP_018220035.1
DI49_4059	XP_018220036.1
DI49_4060	XP_018220037.1
DI49_4061	XP_018220038.1
DI49_4062	XP_018220039.1
DI49_4063	XP_018220040.1
DI49_4064	XP_018220041.1
DI49_4065	XP_018220042.1
DI49_4065	XP_018220042.1
DI49_4066	XP_018220043.1
DI49_4067	XP_018220044.1
DI49_4068	XP_018220045.1
DI49_4069	XP_018220046.1
DI49_4070	XP_018220047.1
DI49_4071	XP_018220048.1
DI49_4072	XP_018220049.1
DI49_4073	XP_018220050.1
DI49_4074	XP_018220051.1
DI49_4075	XP_018220052.1
DI49_4076	XP_018220053.1
DI49_4077	XP_018220054.1
DI49_4078	XP_018220055.1
DI49_4079	XP_018220056.1
DI49_4080	XP_018220057.1
DI49_4081	XP_018220058.1
DI49_4082	XP_018220059.1
DI49_4083	XP_018220060.1
DI49_4085	XP_018220061.1
DI49_4086	XP_018220062.1
DI49_4087	XP_018220063.1
DI49_4088	XP_018220064.1
DI49_4089	XP_018220065.1
DI49_4090	XP_018220066.1
DI49_4091	XP_018220067.1
DI49_4092	XP_018220068.1
DI49_4093	XP_018220069.1
DI49_4094	XP_018220070.1
DI49_4095	XP_018220071.1
DI49_4096	XP_018220072.1
DI49_4097	XP_018220073.1
DI49_4099	XP_018220074.1
DI49_4100	XP_018220075.1
DI49_4101	XP_018220076.1
DI49_4102	XP_018220077.1
DI49_4103	XP_018220078.1
DI49_4104	XP_018220079.1
DI49_4105	XP_018220080.1
DI49_4106	XP_018220081.1
DI49_4107	XP_018220082.1
DI49_4108	XP_018220083.1
DI49_4109	XP_018220084.1
DI49_4110	XP_018220085.1
DI49_4112	XP_018220086.1
DI49_4113	XP_018220087.1
DI49_4114	XP_018220088.1
DI49_4115	XP_018220089.1
DI49_4116	XP_018220090.1
DI49_4117	XP_018220091.1
DI49_4118	XP_018220092.1
DI49_4119	XP_018220093.1
DI49_4120	XP_018220094.1
DI49_4121	XP_018220095.1
DI49_4121	XP_018220095.1
DI49_4122	XP_018220096.1
DI49_4123	XP_018220097.1
DI49_4124	XP_018220098.1
DI49_4125	XP_018220099.1
DI49_4126	XP_018220100.1
DI49_4127	XP_018220101.1
DI49_4128	XP_018220102.1
DI49_4129	XP_018220103.1
DI49_4131	XP_018220104.1
DI49_4132	XP_018220105.1
DI49_4133	XP_018220106.1
DI49_4135	XP_018220107.1
DI49_4136	XP_018220108.1
DI49_4137	XP_018220109.1
DI49_4138	XP_018220110.1
DI49_4140	XP_018220111.1
DI49_4142	XP_018220112.1
DI49_4143	XP_018220113.1
DI49_4144	XP_018220114.1
DI49_4145	XP_018220115.1
DI49_4146	XP_018220116.1
DI49_4147	XP_018220117.1
DI49_4148	XP_018220118.1
DI49_4149	XP_018220119.1
DI49_4150	XP_018220120.1
DI49_4151	XP_018220121.1
DI49_4152	XP_018220122.1
DI49_4153	XP_018220123.1
DI49_4154	XP_018220124.1
DI49_4155	XP_018220125.1
DI49_4156	XP_018220126.1
DI49_4157	XP_018220127.1
DI49_4158	XP_018220128.1
DI49_4159	XP_018220129.1
DI49_4160	XP_018220130.1
DI49_4161	XP_018220131.1
DI49_4162	XP_018220132.1
DI49_4163	XP_018220133.1
DI49_4164	XP_018220134.1
DI49_4165	XP_018220135.1
DI49_4167	XP_018220136.1
DI49_4168	XP_018220137.1
DI49_4169	XP_018220138.1
DI49_4169	XP_018220138.1
DI49_4170	XP_018220139.1
DI49_4171	XP_018220140.1
DI49_4172	XP_018220141.1
DI49_4173	XP_018220142.1
DI49_4174	XP_018220143.1
DI49_4175	XP_018220144.1
DI49_4176	XP_018220145.1
DI49_4177	XP_018220146.1
DI49_4178	XP_018220147.1
DI49_4179	XP_018220148.1
DI49_4180	XP_018220149.1
DI49_4181	XP_018220150.1
DI49_4182	XP_018220151.1
DI49_4183	XP_018220152.1
DI49_4184	XP_018220153.1
DI49_4185	XP_018220154.1
DI49_4186	XP_018220155.1
DI49_4188	XP_018220156.1
DI49_4189	XP_018220157.1
DI49_4190	XP_018220158.1
DI49_4191	XP_018220159.1
DI49_4192	XP_018220160.1
DI49_4193	XP_018220161.1
DI49_4194	XP_018220162.1
DI49_4196	XP_018220163.1
DI49_4197	XP_018220164.1
DI49_4198	XP_018220165.1
DI49_4199	XP_018220166.1
DI49_4200	XP_018220167.1
DI49_4201	XP_018220168.1
DI49_4202	XP_018220169.1
DI49_4203	XP_018220170.1
DI49_4204	XP_018220171.1
DI49_4204	XP_018220171.1
DI49_4205	XP_018220172.1
DI49_4206	XP_018220173.1
DI49_4208	XP_018220174.1
DI49_4209	XP_018220175.1
DI49_4210	XP_018220176.1
DI49_4211	XP_018220177.1
DI49_4212	XP_018220178.1
DI49_4213	XP_018220179.1
DI49_4214	XP_018220180.1
DI49_4214	XP_018220180.1
DI49_4215	XP_018220181.1
DI49_4216	XP_018220182.1
DI49_4217	XP_018220183.1
DI49_4218	XP_018220184.1
DI49_4219	XP_018220185.1
DI49_4220	XP_018220186.1
DI49_4221	XP_018220187.1
DI49_4222	XP_018220188.1
DI49_4223	XP_018220189.1
DI49_4224	XP_018220190.1
DI49_4225	XP_018220191.1
DI49_4226	XP_018220192.1
DI49_4227	XP_018220193.1
DI49_4228	XP_018220194.1
DI49_4229	XP_018220195.1
DI49_4230	XP_018220196.1
DI49_4231	XP_018220197.1
DI49_4232	XP_018220198.1
DI49_4233	XP_018220199.1
DI49_4234	XP_018220200.1
DI49_4235	XP_018220201.1
DI49_4236	XP_018220202.1
DI49_4237	XP_018220203.1
DI49_4238	XP_018220204.1
DI49_4239	XP_018220205.1
DI49_4240	XP_018220206.1
DI49_4241	XP_018220207.1
DI49_4242	XP_018220208.1
DI49_4244	XP_018220209.1
DI49_4245	XP_018220210.1
DI49_4246	XP_018220211.1
DI49_4247	XP_018220212.1
DI49_4249	XP_018220213.1
DI49_4250	XP_018220214.1
DI49_4251	XP_018220215.1
DI49_4252	XP_018220216.1
DI49_4253	XP_018220217.1
DI49_4254	XP_018220218.1
DI49_4255	XP_018220219.1
DI49_4256	XP_018220220.1
DI49_4257	XP_018220221.1
DI49_4258	XP_018220222.1
DI49_4259	XP_018220223.1
DI49_4260	XP_018220224.1
DI49_4261	XP_018220225.1
DI49_4262	XP_018220226.1
DI49_4263	XP_018220227.1
DI49_4264	XP_018220228.1
DI49_4265	XP_018220229.1
DI49_4266	XP_018220230.1
DI49_4267	XP_018220231.1
DI49_4268	XP_018220232.1
DI49_4269	XP_018220233.1
DI49_4270	XP_018220234.1
DI49_4271	XP_018220235.1
DI49_4272	XP_018220236.1
DI49_4273	XP_018220237.1
DI49_4274	XP_018220238.1
DI49_4275	XP_018220239.1
DI49_4276	XP_018220240.1
DI49_4277	XP_018220241.1
DI49_4277	XP_018220241.1
DI49_4278	XP_018220242.1
DI49_4279	XP_018220243.1
DI49_4280	XP_018220244.1
DI49_4281	XP_018220245.1
DI49_4282	XP_018220246.1
DI49_4283	XP_018220247.1
DI49_4284	XP_018220248.1
DI49_4285	XP_018220249.1
DI49_4285	XP_018220249.1
DI49_4286	XP_018220250.1
DI49_4287	XP_018220251.1
DI49_4288	XP_018220252.1
DI49_4289	XP_018220253.1
DI49_4290	XP_018220254.1
DI49_4291	XP_018220255.1
DI49_4292	XP_018220256.1
DI49_4293	XP_018220257.1
DI49_4294	XP_018220258.1
DI49_4295	XP_018220259.1
DI49_4296	XP_018220260.1
DI49_4297	XP_018220261.1
DI49_4298	XP_018220262.1
DI49_4299	XP_018220263.1
DI49_4300	XP_018220264.1
DI49_4301	XP_018220265.1
DI49_4302	XP_018220266.1
DI49_4303	XP_018220267.1
DI49_4304	XP_018220268.1
DI49_4304	XP_018220268.1
DI49_4305	XP_018220269.1
DI49_4306	XP_018220270.1
DI49_4307	XP_018220271.1
DI49_4308	XP_018220272.1
DI49_4309	XP_018220273.1
DI49_4309	XP_018220273.1
DI49_4310	XP_018220274.1
DI49_4311	XP_018220275.1
DI49_4312	XP_018220276.1
DI49_4313	XP_018220277.1
DI49_4314	XP_018220278.1
DI49_4314	XP_018220278.1
DI49_4315	XP_018220279.1
DI49_4316	XP_018220280.1
DI49_4317	XP_018220281.1
DI49_4318	XP_018220282.1
DI49_4319	XP_018220283.1
DI49_4320	XP_018220284.1
DI49_4321	XP_018220285.1
DI49_4322	XP_018220286.1
DI49_4324	XP_018220287.1
DI49_4325	XP_018220288.1
DI49_4326	XP_018220289.1
DI49_4327	XP_018220290.1
DI49_4328	XP_018220291.1
DI49_4329	XP_018220292.1
DI49_4330	XP_018220293.1
DI49_4331	XP_018220294.1
DI49_4332	XP_018220295.1
DI49_4334	XP_018220296.1
DI49_4335	XP_018220297.1
DI49_4336	XP_018220298.1
DI49_4337	XP_018220299.1
DI49_4338	XP_018220300.1
DI49_4339	XP_018220301.1
DI49_4340	XP_018220302.1
DI49_4341	XP_018220303.1
DI49_4342	XP_018220304.1
DI49_4343	XP_018220305.1
DI49_4344	XP_018220306.1
DI49_4345	XP_018220307.1
DI49_4346	XP_018220308.1
DI49_4347	XP_018220309.1
DI49_4348	XP_018220310.1
DI49_4349	XP_018220311.1
DI49_4350	XP_018220312.1
DI49_4351	XP_018220313.1
DI49_4352	XP_018220314.1
DI49_4353	XP_018220315.1
DI49_4354	XP_018220316.1
DI49_4355	XP_018220317.1
DI49_4356	XP_018220318.1
DI49_4358	XP_018220319.1
DI49_4359	XP_018220320.1
DI49_4360	XP_018220321.1
DI49_4361	XP_018220322.1
DI49_4362	XP_018220323.1
DI49_4363	XP_018220324.1
DI49_4364	XP_018220325.1
DI49_4365	XP_018220326.1
DI49_4366	XP_018220327.1
DI49_4367	XP_018220328.1
DI49_4368	XP_018220329.1
DI49_4369	XP_018220330.1
DI49_4371	XP_018220331.1
DI49_4372	XP_018220332.1
DI49_4373	XP_018220333.1
DI49_4374	XP_018220334.1
DI49_4375	XP_018220335.1
DI49_4376	XP_018220336.1
DI49_4377	XP_018220337.1
DI49_4378	XP_018220338.1
DI49_4379	XP_018220339.1
DI49_4379	XP_018220339.1
DI49_4380	XP_018220340.1
DI49_4381	XP_018220341.1
DI49_4382	XP_018220342.1
DI49_4383	XP_018220343.1
DI49_4384	XP_018220344.1
DI49_4385	XP_018220345.1
DI49_4386	XP_018220346.1
DI49_4387	XP_018220347.1
DI49_4388	XP_018220348.1
DI49_4389	XP_018220349.1
DI49_4390	XP_018220350.1
DI49_4391	XP_018220351.1
DI49_4392	XP_018220352.1
DI49_4393	XP_018220353.1
DI49_4394	XP_018220354.1
DI49_4395	XP_018220355.1
DI49_4396	XP_018220356.1
DI49_4397	XP_018220357.1
DI49_4398	XP_018220358.1
DI49_4399	XP_018220359.1
DI49_4400	XP_018220360.1
DI49_4401	XP_018220361.1
DI49_4402	XP_018220362.1
DI49_4403	XP_018220363.1
DI49_4404	XP_018220364.1
DI49_4405	XP_018220365.1
DI49_4406	XP_018220366.1
DI49_4407	XP_018220367.1
DI49_4408	XP_018220368.1
DI49_4409	XP_018220369.1
DI49_4410	XP_018220370.1
DI49_4411	XP_018220371.1
DI49_4412	XP_018220372.1
DI49_4413	XP_018220373.1
DI49_4414	XP_018220374.1
DI49_4415	XP_018220375.1
DI49_4416	XP_018220376.1
DI49_4417	XP_018220377.1
DI49_4418	XP_018220378.1
DI49_4420	XP_018219569.1
DI49_4421	XP_018219570.1
DI49_4422	XP_018219571.1
DI49_4423	XP_018219572.1
DI49_4424	XP_018219573.1
DI49_4425	XP_018219574.1
DI49_4426	XP_018219575.1
DI49_4427	XP_018219576.1
DI49_4428	XP_018219577.1
DI49_4429	XP_018219578.1
DI49_4430	XP_018219579.1
DI49_4431	XP_018219580.1
DI49_4432	XP_018219581.1
DI49_4433	XP_018219582.1
DI49_4434	XP_018219583.1
DI49_4435	XP_018219584.1
DI49_4436	XP_018219585.1
DI49_4437	XP_018219586.1
DI49_4438	XP_018219587.1
DI49_4438	XP_018219587.1
DI49_4439	XP_018219588.1
DI49_4440	XP_018219589.1
DI49_4441	XP_018219590.1
DI49_4442	XP_018219591.1
DI49_4443	XP_018219592.1
DI49_4444	XP_018219593.1
DI49_4445	XP_018219594.1
DI49_4446	XP_018219595.1
DI49_4447	XP_018219596.1
DI49_4448	XP_018219597.1
DI49_4449	XP_018219598.1
DI49_4450	XP_018219599.1
DI49_4451	XP_018219600.1
DI49_4452	XP_018219601.1
DI49_4453	XP_018219602.1
DI49_4454	XP_018219603.1
DI49_4455	XP_018219604.1
DI49_4456	XP_018219605.1
DI49_4457	XP_018219606.1
DI49_4458	XP_018219607.1
DI49_4459	XP_018219608.1
DI49_4460	XP_018219609.1
DI49_4461	XP_018219610.1
DI49_4463	XP_018219611.1
DI49_4465	XP_018219612.1
DI49_4467	XP_018219613.1
DI49_4468	XP_018219614.1
DI49_4469	XP_018219615.1
DI49_4470	XP_018219616.1
DI49_4471	XP_018219617.1
DI49_4472	XP_018219618.1
DI49_4473	XP_018219619.1
DI49_4474	XP_018219620.1
DI49_4475	XP_018219621.1
DI49_4476	XP_018219622.1
DI49_4477	XP_018219623.1
DI49_4478	XP_018219624.1
DI49_4479	XP_018219625.1
DI49_4480	XP_018219626.1
DI49_4481	XP_018219627.1
DI49_4482	XP_018219628.1
DI49_4483	XP_018219629.1
DI49_4484	XP_018219630.1
DI49_4485	XP_018219631.1
DI49_4486	XP_018219632.1
DI49_4487	XP_018219633.1
DI49_4488	XP_018219634.1
DI49_4489	XP_018219635.1
DI49_4490	XP_018219636.1
DI49_4491	XP_018219637.1
DI49_4492	XP_018219638.1
DI49_4493	XP_018219639.1
DI49_4494	XP_018219640.1
DI49_4495	XP_018219641.1
DI49_4496	XP_018219642.1
DI49_4497	XP_018219643.1
DI49_4498	XP_018219644.1
