YAL068C	NP_009332.1
YLR099C	NP_013200.1
YLR099W-A	NP_076901.1
YLR100W	NP_013201.1
YLR102C	NP_013203.1
YLR103C	NP_013204.1
YLR104W	NP_013205.1
YLR105C	NP_013206.1
YLR106C	NP_013207.1
YLR107W	NP_013208.1
YLR108C	NP_013209.1
YLR109W	NP_013210.1
YLR110C	NP_013211.1
YLR111W	NP_001335794.1
YLR112W	NP_001335795.1
YLR113W	NP_013214.1
YLR114C	NP_013215.1
YLR115W	NP_013216.1
YLR116W	NP_013217.1
YLR117C	NP_013218.1
YLR118C	NP_013219.1
YLR119W	NP_013220.1
YLR120C	NP_013221.1
YLR121C	NP_013222.1
YLR122C	NP_001335796.1
YLR125W	NP_013226.1
YLR126C	NP_013227.1
YLR127C	NP_013228.1
YLR128W	NP_013229.1
YLR128W	NP_013229.1
YLR129W	NP_013230.1
YLR130C	NP_013231.1
YLR131C	NP_013232.1
YLR132C	NP_013233.1
YLR133W	NP_013234.1
YLR134W	NP_013235.1
YLR135W	NP_013236.1
YLR136C	NP_013237.1
YLR137W	NP_013238.1
YLR138W	NP_013239.1
YLR139C	NP_013240.1
YLR141W	NP_013242.1
YLR142W	NP_013243.1
YLR143W	NP_013244.1
YLR144C	NP_013245.1
YLR145W	NP_013246.1
YLR146C	NP_013247.1
YLR146W-A	NP_001032582.1
YLR147C	NP_013248.1
YLR148W	NP_013249.1
YLR149C	NP_013250.1
YLR150W	NP_013251.1
YLR151C	NP_013252.1
YLR152C	NP_013253.1
YLR153C	NP_013254.1
YLR154C	NP_013255.1
YLR154W-C	NP_690845.1
YLR154C-G	NP_878121.1
YLR154C-H	NP_878126.1
YLR155C	NP_013256.1
YLR156W	NP_757337.1
YLR156C-A	NP_878123.1
YLR157C	NP_013258.1
YLR157W-D	NP_878124.1
YLR157C-B	NP_058169.1
YLR157C-B	NP_058169.1
YLR157C-A	NP_058170.1
YLR157W-E	NP_878125.1
YLR157C-C	NP_878122.1
YLR158C	NP_013259.1
YLR159W	NP_757338.1
YLR159C-A	NP_878127.1
YLR160C	NP_013261.1
YLR161W	NP_757339.1
YLR162W	NP_013263.1
YLR162W-A	NP_878128.1
YLR163C	NP_013264.1
YLR164W	NP_013265.1
YLR165C	NP_013266.1
YLR166C	NP_013267.1
YLR167W	NP_013268.1
YLR168C	NP_013269.1
YLR170C	NP_013271.1
YLR172C	NP_013273.1
YLR173W	NP_013274.1
YLR174W	NP_013275.1
YLR175W	NP_013276.1
YLR176C	NP_013277.1
YLR177W	NP_013278.1
YLR178C	NP_013279.1
YLR179C	NP_013280.1
YLR180W	NP_013281.1
YLR181C	NP_013282.1
YLR182W	NP_013283.1
YLR183C	NP_013284.1
YLR185W	NP_013286.1
YLR185W	NP_013286.1
YLR186W	NP_013287.1
YLR187W	NP_013288.1
YLR188W	NP_013289.1
YLR189C	NP_013290.1
YLR190W	NP_013291.1
YLR191W	NP_013292.1
YLR192C	NP_013293.1
YLR193C	NP_013294.1
YLR194C	NP_013295.1
YLR195C	NP_013296.1
YLR196W	NP_013297.1
YLR197W	NP_013298.1
YLR199C	NP_013300.2
YLR199C	NP_013300.2
YLR200W	NP_013301.1
YLR201C	NP_013302.1
YLR203C	NP_013304.1
YLR204W	NP_013305.1
YLR205C	NP_013306.2
YLR206W	NP_013307.1
YLR207W	NP_013308.1
YLR208W	NP_013309.1
YLR209C	NP_013310.1
YLR210W	NP_013311.1
YLR211C	NP_013312.2
YLR211C	NP_013312.2
YLR212C	NP_013313.1
YLR213C	NP_013314.1
YLR214W	NP_013315.1
YLR215C	NP_013316.1
YLR216C	NP_013317.1
YLR218C	NP_013319.1
YLR219W	NP_013320.1
YLR220W	NP_013321.1
YLR221C	NP_013322.1
YLR222C	NP_013323.1
YLR223C	NP_013324.1
YLR224W	NP_013325.1
YLR225C	NP_013326.1
YLR226W	NP_013327.1
YLR227C	NP_013328.1
YLR227W-B	NP_058171.1
YLR227W-B	NP_058171.1
YLR227W-A	NP_058172.1
YLR228C	NP_013329.1
YLR229C	NP_013330.1
YLR231C	NP_013332.1
YLR233C	NP_013334.1
YLR234W	NP_013335.1
YLR236C	NP_001335797.1
YLR237W	NP_013338.1
YLR238W	NP_013339.1
YLR239C	NP_013340.1
YLR240W	NP_013341.1
YLR241W	NP_013342.1
YLR242C	NP_013343.1
YLR243W	NP_013344.1
YLR244C	NP_013345.1
YLR245C	NP_013346.1
YLR246W	NP_013347.1
YLR247C	NP_013348.1
YLR248W	NP_013349.1
YLR249W	NP_013350.1
YLR250W	NP_013351.1
YLR251W	NP_013352.1
YLR253W	NP_013354.1
YLR254C	NP_013355.1
YLR255C	NP_001335798.1
YLR256W	NP_013357.1
YLR256W-A	NP_058173.1
YLR257W	NP_013358.1
YLR258W	NP_013359.1
YLR259C	NP_013360.1
YLR260W	NP_013361.1
YLR261C	NP_013362.1
YLR262C	NP_013363.1
YLR262C-A	NP_013364.1
YLR263W	NP_013365.1
YLR264W	NP_013366.1
YLR264C-A	NP_878129.1
YLR265C	NP_013367.1
YLR266C	NP_013368.1
YLR267W	NP_013369.1
YLR268W	NP_013370.1
YLR270W	NP_013372.1
YLR271W	NP_013373.1
YLR272C	NP_013374.1
YLR273C	NP_013375.1
YLR274W	NP_013376.1
YLR275W	NP_013377.1
YLR275W	NP_013377.1
YLR276C	NP_013378.1
YLR277C	NP_013379.1
YLR278C	NP_013380.1
YLR281C	NP_013383.1
YLR283W	NP_013385.1
YLR284C	NP_013386.1
YLR285W	NP_013387.1
YLR285C-A	NP_878130.1
YLR286C	NP_013388.1
YLR287C	NP_013389.1
YLR287C-A	NP_013390.1
YLR287C-A	NP_013390.1
YLR288C	NP_013391.1
YLR289W	NP_013392.1
YLR290C	NP_013393.1
YLR291C	NP_013394.1
YLR292C	NP_013395.1
YLR293C	NP_013396.1
YLR295C	NP_013398.1
YLR296W	NP_001335799.1
YLR297W	NP_013400.1
YLR298C	NP_013401.1
YLR299W	NP_013402.1
YLR300W	NP_013403.1
YLR301W	NP_013404.1
YLR302C	NP_001335800.1
YLR303W	NP_013406.1
YLR304C	NP_013407.1
YLR305C	NP_013408.1
YLR306W	NP_013409.1
YLR306W	NP_013409.1
YLR307W	NP_013410.1
YLR307C-A	NP_878131.1
YLR308W	NP_013411.1
YLR309C	NP_013412.1
YLR310C	NP_013413.1
YLR312C	NP_013415.1
YLR312W-A	NP_013416.2
YLR313C	NP_013417.3
YLR314C	NP_013418.2
YLR315W	NP_013419.1
YLR316C	NP_013420.2
YLR316C	NP_013420.2
YLR316C	NP_013420.2
YLR318W	NP_013422.2
YLR319C	NP_013423.1
YLR320W	NP_013424.1
YLR321C	NP_013425.1
YLR323C	NP_013427.1
YLR324W	NP_013428.1
YLR325C	NP_013429.1
YLR326W	NP_013430.1
YLR327C	NP_013431.1
YLR328W	NP_013432.1
YLR329W	NP_013433.2
YLR329W	NP_013433.2
YLR330W	NP_013434.1
YLR331C	NP_001335801.1
YLR332W	NP_013436.1
YLR333C	NP_013437.1
YLR335W	NP_013439.1
YLR336C	NP_013440.1
YLR337C	NP_013441.1
YLR340W	NP_013444.1
YLR341W	NP_013445.1
YLR342W	NP_013446.1
YLR342W-A	NP_878133.1
YLR343W	NP_013447.1
YLR344W	NP_013448.1
YLR344W	NP_013448.1
YLR345W	NP_013449.1
YLR346C	NP_013450.1
YLR347C	NP_013451.1
YLR348C	NP_013452.1
YLR350W	NP_013454.1
YLR351C	NP_013455.1
YLR352W	NP_013456.1
YLR353W	NP_013457.1
YLR354C	NP_013458.1
YLR355C	NP_013459.1
YLR356W	NP_013460.1
YLR357W	NP_013461.1
YLR358C	NP_001257685.1
YLR359W	NP_013463.1
YLR360W	NP_013464.3
YLR361C	NP_013465.1
YLR361C-A	NP_878134.3
YLR362W	NP_013466.1
YLR363C	NP_013467.3
YLR363W-A	NP_076903.1
YLR364W	NP_013468.3
YLR365W	NP_001335802.1
YLR367W	NP_013471.1
YLR367W	NP_013471.1
YLR368W	NP_013472.3
YLR369W	NP_013473.1
YLR370C	NP_013474.3
YLR371W	NP_013475.1
YLR372W	NP_013476.3
YLR373C	NP_013477.1
YLR375W	NP_013479.3
YLR376C	NP_013480.1
YLR377C	NP_013481.3
YLR378C	NP_013482.1
YLR379W-A	NP_001381968.1
YLR380W	NP_013484.3
YLR381W	NP_013485.1
YLR382C	NP_013486.3
YLR383W	NP_013487.1
YLR384C	NP_013488.3
YLR385C	NP_013489.1
YLR386W	NP_013490.3
YLR387C	NP_013491.1
YLR388W	NP_013492.3
YLR389C	NP_013493.2
YLR390W	NP_013494.3
YLR390W-A	NP_013495.1
YLR392C	NP_013496.3
YLR393W	NP_013497.1
YLR394W	NP_013498.3
YLR395C	NP_013499.1
YLR396C	NP_013500.3
YLR397C	NP_013501.1
YLR398C	NP_013502.3
YLR399C	NP_013503.1
YLR401C	NP_013505.4
YLR403W	NP_013507.1
YLR404W	NP_013508.3
YLR405W	NP_013509.1
YLR406C	NP_013510.3
YLR406C	NP_013510.3
YLR406C-A	NP_878135.1
YLR407W	NP_013511.4
YLR408C	NP_013512.1
YLR409C	NP_013513.3
YLR410W	NP_013514.1
YLR410W-B	NP_058174.3
YLR410W-B	NP_058174.3
YLR410W-A	NP_058175.1
YLR411W	NP_013515.3
YLR412W	NP_013516.1
YLR412C-A	NP_878136.3
YLR413W	NP_013517.1
YLR414C	NP_013518.3
YLR415C	NP_013519.1
YLR417W	NP_013521.3
YLR418C	NP_013522.1
YLR419W	NP_013523.3
YLR420W	NP_013524.1
YLR421C	NP_013525.3
YLR422W	NP_013526.1
YLR423C	NP_013527.3
YLR424W	NP_013528.1
YLR425W	NP_013529.3
YLR426W	NP_013530.1
YLR426W	NP_013530.1
YLR427W	NP_013531.3
YLR429W	NP_013533.1
YLR430W	NP_013534.3
YLR431C	NP_013535.1
YLR432W	NP_013536.3
YLR433C	NP_013537.1
YLR435W	NP_013539.4
YLR436C	NP_013540.1
YLR437C	NP_013541.3
YLR438W	NP_013542.1
YLR438C-A	NP_013543.3
YLR439W	NP_013544.1
YLR440C	NP_013545.3
YLR441C	NP_013546.1
YLR442C	NP_013547.3
YLR443W	NP_013548.1
YLR445W	NP_013550.4
YLR445W	NP_013550.4
YLR446W	NP_013551.1
YLR447C	NP_013552.3
YLR448W	NP_013553.1
YLR448W	NP_013553.1
YLR449W	NP_013554.3
YLR450W	NP_013555.1
YLR451W	NP_013556.3
YLR452C	NP_013557.1
YLR453C	NP_013558.3
YLR454W	NP_013559.1
YLR455W	NP_013560.3
YLR456W	NP_013561.1
YLR457C	NP_013562.3
YLR459W	NP_013564.1
YLR460C	NP_013565.3
YLR461W	NP_013566.1
YLR462W	NP_013567.3
YLR464W	NP_013569.1
YLR464W	NP_013569.1
YLR466W	NP_013571.3
YLR467W	NP_013572.3
YML133C	NP_013573.1
YML133C	NP_013573.1
YML132W	NP_013574.1
YML131W	NP_013575.1
YML130C	NP_013576.1
YML129C	NP_013577.1
YML128C	NP_013578.1
YML127W	NP_013579.1
YML126C	NP_013580.1
YML125C	NP_013581.1
YML124C	NP_013582.1
YML124C	NP_013582.1
YML123C	NP_013583.1
YML122C	NP_001335803.1
YML121W	NP_013585.1
YML120C	NP_013586.1
YML119W	NP_013587.1
YML118W	NP_013588.1
YML117W	NP_013589.1
YML116W	NP_013591.1
YML115C	NP_013592.1
YML114C	NP_013593.1
YML113W	NP_013594.1
YML112W	NP_013595.1
YML111W	NP_013596.1
YML110C	NP_013597.1
YML109W	NP_013598.1
YML108W	NP_013599.1
YML107C	NP_013600.2
YML106W	NP_013601.1
YML105C	NP_013602.1
YML104C	NP_013603.1
YML103C	NP_013604.1
YML102W	NP_013605.1
YML101C	NP_013607.1
YML100W-A	NP_878138.1
YML100W	NP_013608.1
YML099C	NP_013610.1
YML098W	NP_013611.1
YML097C	NP_013612.1
YML096W	NP_013613.1
YML095C	NP_013614.1
YML094W	NP_013616.1
YML094W	NP_013616.1
YML093W	NP_013617.1
YML092C	NP_013618.1
YML091C	NP_013619.1
YML088W	NP_013622.1
YML087C	NP_013623.1
YML086C	NP_013624.1
YML085C	NP_013625.1
YML085C	NP_013625.1
YML083C	NP_013627.1
YML082W	NP_013628.1
YML081C-A	NP_013629.1
YML081W	NP_013630.1
YML080W	NP_013631.1
YML079W	NP_013632.1
YML078W	NP_013633.1
YML077W	NP_013634.1
YML076C	NP_013635.1
YML075C	NP_013636.1
YML074C	NP_013637.1
YML073C	NP_013638.1
YML073C	NP_013638.1
YML072C	NP_013639.1
YML071C	NP_013640.1
YML070W	NP_013641.1
YML069W	NP_013642.1
YML068W	NP_013643.1
YML067C	NP_013644.1
YML067C	NP_013644.1
YML066C	NP_013645.1
YML065W	NP_013646.1
YML064C	NP_013647.1
YML063W	NP_013648.1
YML062C	NP_013649.1
YML061C	NP_013650.1
YML060W	NP_013651.1
YML059C	NP_013652.1
YML058W-A	NP_219498.1
YML058W	NP_013653.1
YML057W	NP_013655.1
YML056C	NP_013656.1
YML056C	NP_013656.1
YML055W	NP_013657.1
YML054C	NP_013658.1
YML054C-A	NP_878139.1
YML053C	NP_013659.1
YML052W	NP_013660.1
YML051W	NP_013661.1
YML050W	NP_013662.1
YML049C	NP_013663.1
YML048W	NP_013664.1
YML047C	NP_013666.1
YML046W	NP_013667.1
YML045W	NP_013668.1
YML045W	NP_013668.1
YML045W-A	NP_058176.1
YML043C	NP_013669.1
YML042W	NP_013670.1
YML041C	NP_013671.1
YML039W	NP_013672.1
YML039W	NP_013672.1
YML040W	NP_013673.1
YML038C	NP_013674.1
YML037C	NP_013675.1
YML036W	NP_013676.2
YML036W	NP_013676.2
YML035C	NP_013677.1
YML034W	NP_013679.1
YML034W	NP_013679.1
YML032C	NP_013680.2
YML031W	NP_013681.1
YML030W	NP_013682.1
YML029W	NP_013683.1
YML028W	NP_013684.1
YML027W	NP_013685.1
YML026C	NP_013686.1
YML026C	NP_013686.1
YML025C	NP_013687.1
YML025C	NP_013687.1
YML024W	NP_013688.1
YML024W	NP_013688.1
YML023C	NP_013689.1
YML022W	NP_013690.1
YML021C	NP_013691.1
YML020W	NP_013692.1
YML019W	NP_013693.1
YML018C	NP_013694.1
YML017W	NP_013695.2
YML017W	NP_013695.2
YML016C	NP_013696.1
YML015C	NP_013697.1
YML014W	NP_013698.1
YML013W	NP_013699.1
YML012W	NP_013701.1
YML011C	NP_013702.1
YML010W	NP_013703.1
YML009C	NP_013705.1
YML008C	NP_013706.1
YML007C-A	NP_076904.1
YML007W	NP_013707.1
YML006C	NP_013708.1
YML005W	NP_013709.1
YML004C	NP_013710.1
YML003W	NP_013711.1
YML002W	NP_013712.1
YML001W	NP_013713.1
YMR001C	NP_013714.1
YMR001C-A	NP_878140.1
YMR002W	NP_013715.1
YMR003W	NP_013716.1
YMR004W	NP_013717.1
YMR005W	NP_013718.1
YMR006C	NP_013719.1
YMR007W	NP_001335804.1
YMR008C	NP_013721.1
YMR008C-A	NP_001381969.1
YMR009W	NP_013722.1
YMR010W	NP_013723.1
YMR011W	NP_013724.1
YMR012W	NP_013725.1
YMR013C	NP_013726.1
YMR014W	NP_013727.1
YMR015C	NP_013728.1
YMR016C	NP_013729.1
YMR017W	NP_013730.1
YMR018W	NP_013731.1
YMR019W	NP_013732.1
YMR020W	NP_013733.1
YMR021C	NP_013734.1
YMR022W	NP_013735.1
YMR023C	NP_013736.1
YMR024W	NP_013737.1
YMR025W	NP_013738.1
YMR026C	NP_013739.1
YMR027W	NP_013740.1
YMR028W	NP_013741.1
YMR029C	NP_013742.1
YMR030W	NP_013743.1
YMR031C	NP_013744.1
YMR032W	NP_013746.1
YMR030W-A	NP_878141.1
YMR033W	NP_013747.1
YMR033W	NP_013747.1
YMR034C	NP_013748.1
YMR035W	NP_013749.1
YMR036C	NP_013750.1
YMR037C	NP_013751.1
YMR038C	NP_013752.1
YMR039C	NP_013753.1
YMR040W	NP_013754.1
YMR041C	NP_013755.1
YMR042W	NP_013756.1
YMR043W	NP_013757.1
YMR044W	NP_013758.1
YMR045C	NP_013759.1
YMR045C	NP_013759.1
YMR046C	NP_013760.1
YMR047C	NP_013762.1
YMR048W	NP_013763.1
YMR049C	NP_013764.1
YMR050C	NP_013765.1
YMR050C	NP_013765.1
YMR051C	NP_013766.1
YMR052W	NP_013767.1
YMR053C	NP_013769.1
YMR054W	NP_013770.1
YMR055C	NP_013771.1
YMR056C	NP_013772.1
YMR058W	NP_013774.1
YMR059W	NP_013775.2
YMR060C	NP_013776.1
YMR061W	NP_013777.1
YMR062C	NP_013778.1
YMR063W	NP_013779.1
YMR064W	NP_013780.1
YMR065W	NP_013781.1
YMR066W	NP_013782.1
YMR067C	NP_013783.1
YMR068W	NP_013784.1
YMR069W	NP_013785.1
YMR070W	NP_013786.1
YMR071C	NP_013787.1
YMR072W	NP_013788.1
YMR073C	NP_013789.1
YMR074C	NP_013790.1
YMR075W	NP_013791.1
YMR075C-A	NP_001381970.1
YMR076C	NP_013793.1
YMR077C	NP_013794.1
YMR078C	NP_013795.1
YMR079W	NP_013796.1
YMR079W	NP_013796.1
YMR080C	NP_013797.1
YMR081C	NP_013798.1
YMR082C	NP_001335805.1
YMR083W	NP_013800.1
YMR084W	NP_013801.1
YMR085W	NP_013802.1
YMR086W	NP_013803.1
YMR087W	NP_013805.1
YMR088C	NP_013806.1
YMR089C	NP_013807.1
YMR090W	NP_013808.1
YMR091C	NP_013809.1
YMR092C	NP_013810.1
YMR093W	NP_013811.1
YMR094W	NP_013812.1
YMR095C	NP_013813.1
YMR096W	NP_013814.1
YMR097C	NP_013815.1
YMR098C	NP_013816.1
YMR099C	NP_013817.1
YMR100W	NP_013818.1
YMR101C	NP_013819.1
YMR102C	NP_013820.1
YMR103C	NP_001335806.1
YMR104C	NP_013822.1
YMR105C	NP_013823.1
YMR105W-A	NP_878142.1
YMR106C	NP_013824.1
YMR106W-A	NP_001418070.1
YMR107W	NP_013825.1
YMR108W	NP_013826.1
YMR109W	NP_013827.1
YMR110C	NP_013828.1
YMR111C	NP_013829.1
YMR112C	NP_013830.1
YMR113W	NP_013831.1
YMR114C	NP_013832.1
YMR115W	NP_013833.1
YMR116C	NP_013834.1
YMR116C	NP_013834.1
YMR117C	NP_013835.1
YMR118C	NP_013836.1
YMR119W	NP_013837.1
YMR120C	NP_013839.1
YMR121C	NP_013840.1
YMR122C	NP_001335807.1
YMR122W-A	NP_061493.1
YMR123W	NP_013842.1
YMR124W	NP_013843.1
YMR125W	NP_013844.2
YMR125W	NP_013844.2
YMR126C	NP_013845.1
YMR127C	NP_013846.1
YMR128W	NP_013847.1
YMR129W	NP_013848.1
YMR130W	NP_013849.1
YMR131C	NP_013850.1
YMR132C	NP_013851.1
YMR133W	NP_013852.1
YMR133W	NP_013852.1
YMR134W	NP_013853.1
YMR135C	NP_013854.1
YMR136W	NP_013856.1
YMR137C	NP_013857.1
YMR138W	NP_013858.1
YMR139W	NP_013859.1
YMR140W	NP_013860.1
YMR141C	NP_001335808.1
YMR142C	NP_013862.1
YMR142C	NP_013862.1
YMR143W	NP_013863.2
YMR143W	NP_013863.2
YMR144W	NP_013864.1
YMR145C	NP_013865.1
YMR146C	NP_013866.1
YMR147W	NP_013867.2
YMR147W	NP_013867.2
YMR148W	NP_013868.1
YMR149W	NP_013869.1
YMR150C	NP_013870.1
YMR152W	NP_013872.1
YMR153W	NP_013873.1
YMR154C	NP_013875.1
YMR155W	NP_013876.1
YMR156C	NP_013877.1
YMR157C	NP_013878.1
YMR158W	NP_013879.1
YMR158C-A	NP_013880.1
YMR159C	NP_013882.1
YMR160W	NP_013883.1
YMR161W	NP_013884.1
YMR162C	NP_013885.1
YMR163C	NP_013886.1
YMR164C	NP_013887.1
YMR165C	NP_013888.1
YMR166C	NP_013889.1
YMR167W	NP_013890.1
YMR168C	NP_013891.1
YMR169C	NP_013892.1
YMR170C	NP_013893.1
YMR171C	NP_013894.1
YMR172W	NP_013895.1
YMR173W	NP_013897.1
YMR174C	NP_013899.1
YMR175W	NP_013900.1
YMR175W-A	NP_878143.1
YMR176W	NP_013901.1
YMR177W	NP_013902.1
YMR178W	NP_013903.1
YMR179W	NP_013904.1
YMR180C	NP_013905.1
YMR181C	NP_013906.1
YMR182C	NP_013907.1
YMR182W-A	NP_878144.1
YMR183C	NP_013908.1
YMR184W	NP_013909.1
YMR185W	NP_013910.1
YMR186W	NP_013911.1
YMR187C	NP_013912.1
YMR188C	NP_013913.1
YMR189W	NP_013914.1
YMR190C	NP_013915.1
YMR191W	NP_013916.2
YMR192W	NP_013917.1
YMR193W	NP_013918.1
YMR194W	NP_013920.1
YMR194W	NP_013920.1
YMR194C-B	NP_878145.1
YMR194C-B	NP_878145.1
YMR195W	NP_013922.1
YMR196W	NP_013923.1
YMR197C	NP_013924.1
YMR198W	NP_013925.1
YMR199W	NP_013926.1
YMR200W	NP_013927.1
YMR201C	NP_013928.1
YMR201C	NP_013928.1
YMR202W	NP_013929.1
YMR203W	NP_013930.1
YMR204C	NP_013931.1
YMR205C	NP_013932.1
YMR206W	NP_013933.1
YMR207C	NP_013934.1
YMR208W	NP_013935.1
YMR209C	NP_013936.1
YMR210W	NP_013937.1
YMR211W	NP_013938.1
YMR212C	NP_013939.1
YMR213W	NP_013940.1
YMR214W	NP_013941.2
YMR215W	NP_013942.1
YMR216C	NP_013943.1
YMR217W	NP_013944.1
YMR218C	NP_013945.1
YMR219W	NP_013946.1
YMR220W	NP_013947.1
YMR221C	NP_013948.1
YMR222C	NP_013949.1
YMR223W	NP_013950.1
YMR224C	NP_013951.1
YMR225C	NP_013952.1
YMR225C	NP_013952.1
YMR226C	NP_013953.1
YMR227C	NP_013954.1
YMR228W	NP_013955.1
YMR229C	NP_013956.1
YMR230W	NP_013957.1
YMR230W	NP_013957.1
YMR230W-A	NP_878146.1
YMR231W	NP_013958.1
YMR232W	NP_013959.1
YMR233W	NP_013960.1
YMR234W	NP_013961.1
YMR235C	NP_013962.1
YMR236W	NP_013963.1
YMR237W	NP_013964.1
YMR238W	NP_013965.1
YMR239C	NP_013966.1
YMR240C	NP_013967.1
YMR241W	NP_013968.1
YMR242C	NP_013969.3
YMR242C	NP_013969.3
YMR242W-A	NP_878147.1
YMR243C	NP_013970.1
YMR244W	NP_013971.1
YMR244C-A	NP_013972.1
YMR246W	NP_013974.1
YMR247C	NP_013975.1
YMR247W-A	NP_878148.1
YMR250W	NP_013976.1
YMR251W	NP_013977.1
YMR251W-A	NP_013978.1
YMR252C	NP_013979.1
YMR253C	NP_013980.1
YMR254C	NP_001335809.1
YMR255W	NP_013982.1
YMR256C	NP_013983.1
YMR257C	NP_013984.1
YMR258C	NP_013985.1
YMR259C	NP_013986.1
YMR260C	NP_013987.1
YMR261C	NP_013988.1
YMR262W	NP_013989.2
YMR263W	NP_013990.1
YMR264W	NP_013991.1
YMR265C	NP_013992.1
YMR266W	NP_013993.1
YMR267W	NP_013994.1
YMR268C	NP_013995.1
YMR269W	NP_013996.2
YMR270C	NP_013997.1
YMR271C	NP_013998.1
YMR272C	NP_013999.1
YMR272W-B	NP_878149.1
YMR273C	NP_014000.1
YMR274C	NP_014001.1
YMR275C	NP_014002.1
YMR276W	NP_014003.1
YMR277W	NP_014004.1
YMR278W	NP_014005.1
YMR279C	NP_014006.1
YMR280C	NP_014007.1
YMR281W	NP_014008.1
YMR282C	NP_014009.1
YMR283C	NP_014010.1
YMR284W	NP_014011.1
YMR285C	NP_014012.1
YMR286W	NP_014013.1
YMR287C	NP_014014.1
YMR288W	NP_014015.1
YMR289W	NP_014016.1
YMR290C	NP_014017.1
YMR291W	NP_014019.1
YMR292W	NP_014020.1
YMR292W	NP_014020.1
YMR293C	NP_014021.1
YMR294W	NP_014022.1
YMR295C	NP_014024.1
YMR296C	NP_014025.1
YMR297W	NP_014026.1
YMR298W	NP_014027.1
YMR299C	NP_014028.2
YMR300C	NP_014029.1
YMR301C	NP_014030.1
YMR302C	NP_014031.1
YMR303C	NP_014032.1
YMR304W	NP_014033.1
YMR305C	NP_014035.1
YMR306W	NP_014036.1
YMR307W	NP_014038.1
YMR308C	NP_014039.1
YMR309C	NP_014040.1
YMR310C	NP_014041.1
YMR311C	NP_014042.1
YMR312W	NP_014043.1
YMR313C	NP_014044.1
YMR314W	NP_014045.1
YMR315W	NP_014046.1
YMR315W-A	NP_878150.1
YMR316W	NP_014047.1
YMR316C-A	NP_001257686.1
YMR317W	NP_014050.2
YMR318C	NP_014051.3
YMR319C	NP_014052.1
YMR320W	NP_001335810.1
YMR321C	NP_014054.3
YMR322C	NP_014055.1
YMR323W	NP_014056.3
YMR325W	NP_014058.1
YNL339C	NP_014060.1
YNL339C	NP_014060.1
YNL336W	NP_014063.1
YNL335W	NP_014064.1
YNL334C	NP_014065.1
YNL333W	NP_014066.1
YNL332W	NP_014067.1
YNL331C	NP_014068.1
YNL330C	NP_014069.1
YNL329C	NP_014070.1
YNL328C	NP_014071.1
YNL327W	NP_014072.2
YNL326C	NP_014073.1
YNL325C	NP_014074.1
YNL323W	NP_014076.1
YNL322C	NP_014077.1
YNL321W	NP_014078.1
YNL320W	NP_014079.1
YNL318C	NP_014081.1
YNL317W	NP_014082.1
YNL316C	NP_014083.2
YNL315C	NP_014084.1
YNL314W	NP_014085.1
YNL313C	NP_014086.1
YNL312W	NP_014087.1
YNL312W	NP_014087.1
YNL311C	NP_014088.1
YNL310C	NP_014089.2
YNL309W	NP_014090.2
YNL308C	NP_014091.1
YNL307C	NP_014092.1
YNL306W	NP_014093.1
YNL305C	NP_014094.1
YNL304W	NP_014095.2
YNL302C	NP_014097.1
YNL302C	NP_014097.1
YNL301C	NP_014098.1
YNL301C	NP_014098.1
YNL300W	NP_014099.1
YNL299W	NP_014100.2
YNL298W	NP_014101.1
YNL297C	NP_014102.1
YNL295W	NP_014104.1
YNL294C	NP_014105.1
YNL293W	NP_014106.1
YNL292W	NP_014107.1
YNL291C	NP_014108.1
YNL290W	NP_014109.1
YNL289W	NP_014110.1
YNL288W	NP_014111.1
YNL287W	NP_014112.1
YNL286W	NP_014113.1
YNL284C-B	NP_058178.1
YNL284C-B	NP_058178.1
YNL284C-A	NP_058179.1
YNL284C	NP_014115.1
YNL283C	NP_014116.1
YNL282W	NP_014117.1
YNL281W	NP_014118.1
YNL280C	NP_014119.1
YNL279W	NP_014120.1
YNL278W	NP_014121.1
YNL277W-A	NP_878151.1
YNL277W	NP_014122.1
YNL275W	NP_014124.1
YNL274C	NP_014125.1
YNL273W	NP_014126.1
YNL272C	NP_014127.1
YNL271C	NP_014128.2
YNL270C	NP_014129.1
YNL269W	NP_014130.1
YNL268W	NP_014131.1
YNL267W	NP_014132.1
YNL265C	NP_014134.1
YNL265C	NP_014134.1
YNL264C	NP_014135.1
YNL263C	NP_014136.1
YNL262W	NP_014137.1
YNL261W	NP_014138.1
YNL260C	NP_014139.2
YNL259C	NP_014140.1
YNL258C	NP_014141.1
YNL257C	NP_014142.1
YNL256W	NP_014143.2
YNL255C	NP_014144.1
YNL254C	NP_014145.1
YNL253W	NP_014146.1
YNL252C	NP_014147.1
YNL251C	NP_014148.1
YNL250W	NP_014149.1
YNL249C	NP_014150.1
YNL248C	NP_014151.1
YNL247W	NP_014152.1
YNL246W	NP_014153.1
YNL246W	NP_014153.1
YNL245C	NP_014154.1
YNL244C	NP_014155.1
YNL243W	NP_014156.2
YNL242W	NP_014157.1
YNL241C	NP_014158.1
YNL240C	NP_014159.1
YNL239W	NP_014160.2
YNL238W	NP_014161.1
YNL237W	NP_014162.1
YNL236W	NP_014163.1
YNL234W	NP_014165.1
YNL233W	NP_014166.1
YNL232W	NP_014167.1
YNL231C	NP_014168.1
YNL230C	NP_014169.1
YNL229C	NP_014170.1
YNL227C	NP_014172.1
