SUVZ_01G0010	CAI4055522.1
SUVZ_09G0990	CAI4065560.1
SUVZ_09G1000	CAI4065561.1
SUVZ_09G1010	CAI4065562.1
SUVZ_09G1020	CAI4065563.1
SUVZ_09G1030	CAI4065564.1
SUVZ_09G1040	CAI4065565.1
SUVZ_09G1050	CAI4065566.1
SUVZ_09G1060	CAI4065567.1
SUVZ_09G1070	CAI4065568.1
SUVZ_09G1080	CAI4065569.1
SUVZ_09G1090	CAI4065570.1
SUVZ_09G1090	CAI4065570.1
SUVZ_09G1100	CAI4065571.1
SUVZ_09G1110	CAI4065572.1
SUVZ_09G1120	CAI4065573.1
SUVZ_09G1130	CAI4065574.1
SUVZ_09G1140	CAI4065575.1
SUVZ_09G1150	CAI4065576.1
SUVZ_09G1160	CAI4065577.1
SUVZ_09G1170	CAI4065578.1
SUVZ_09G1180	CAI4065579.1
SUVZ_09G1190	CAI4065580.1
SUVZ_09G1200	CAI4065581.1
SUVZ_09G1210	CAI4065582.1
SUVZ_09G1220	CAI4065583.1
SUVZ_09G1230	CAI4065584.1
SUVZ_09G1240	CAI4065585.1
SUVZ_09G1250	CAI4065586.1
SUVZ_09G1260	CAI4065587.1
SUVZ_09G1270	CAI4065588.1
SUVZ_09G1280	CAI4065589.1
SUVZ_09G1290	CAI4065590.1
SUVZ_09G1300	CAI4065591.1
SUVZ_09G1310	CAI4065592.1
SUVZ_09G1320	CAI4065593.1
SUVZ_09G1330	CAI4065594.1
SUVZ_09G1340	CAI4065595.1
SUVZ_09G1350	CAI4065596.1
SUVZ_09G1360	CAI4065597.1
SUVZ_09G1370	CAI4065598.1
SUVZ_09G1380	CAI4065599.1
SUVZ_09G1390	CAI4065600.1
SUVZ_09G1390	CAI4065600.1
SUVZ_09G1400	CAI4065601.1
SUVZ_09G1410	CAI4065602.1
SUVZ_09G1420	CAI4065603.1
SUVZ_09G1430	CAI4065604.1
SUVZ_09G1440	CAI4065605.1
SUVZ_09G1450	CAI4065606.1
SUVZ_09G1460	CAI4065607.1
SUVZ_09G1470	CAI4065608.1
SUVZ_09G1480	CAI4065610.1
SUVZ_09G1490	CAI4065611.1
SUVZ_09G1500	CAI4065612.1
SUVZ_09G1510	CAI4065613.1
SUVZ_09G1520	CAI4065614.1
SUVZ_09G1530	CAI4065615.1
SUVZ_09G1530	CAI4065615.1
SUVZ_09G1540	CAI4065616.1
SUVZ_09G1550	CAI4065617.1
SUVZ_09G1560	CAI4065618.1
SUVZ_09G1570	CAI4065619.1
SUVZ_09G1580	CAI4065620.1
SUVZ_09G1590	CAI4065621.1
SUVZ_09G1600	CAI4065622.1
SUVZ_09G1610	CAI4065623.1
SUVZ_09G1620	CAI4065624.1
SUVZ_09G1630	CAI4065625.1
SUVZ_09G1640	CAI4065626.1
SUVZ_09G1650	CAI4065627.1
SUVZ_09G1660	CAI4065628.1
SUVZ_09G1670	CAI4065629.1
SUVZ_09G1680	CAI4065630.1
SUVZ_09G1690	CAI4065631.1
SUVZ_09G1700	CAI4065632.1
SUVZ_09G1710	CAI4065633.1
SUVZ_09G1720	CAI4065634.1
SUVZ_09G1730	CAI4065635.1
SUVZ_09G1740	CAI4065636.1
SUVZ_09G1750	CAI4065637.1
SUVZ_09G1760	CAI4065638.1
SUVZ_09G1770	CAI4065639.1
SUVZ_09G1780	CAI4065640.1
SUVZ_09G1790	CAI4065641.1
SUVZ_09G1810	CAI4065642.1
SUVZ_09G1820	CAI4065643.1
SUVZ_09G1830	CAI4065644.1
SUVZ_09G1840	CAI4065645.1
SUVZ_09G1850	CAI4065646.1
SUVZ_09G1860	CAI4065647.1
SUVZ_09G1870	CAI4065648.1
SUVZ_09G1880	CAI4065649.1
SUVZ_09G1890	CAI4065650.1
SUVZ_09G1900	CAI4065651.1
SUVZ_09G1910	CAI4065652.1
SUVZ_09G1920	CAI4065653.1
SUVZ_09G1930	CAI4065654.1
SUVZ_09G1940	CAI4065655.1
SUVZ_09G1950	CAI4065656.1
SUVZ_09G1960	CAI4065657.1
SUVZ_10G0010	CAI4044229.1
SUVZ_10G0020	CAI4044231.1
SUVZ_10G0030	CAI4044233.1
SUVZ_10G0040	CAI4044235.1
SUVZ_10G0050	CAI4044237.1
SUVZ_10G0060	CAI4044239.1
SUVZ_10G0070	CAI4044241.1
SUVZ_10G0080	CAI4044243.1
SUVZ_10G0090	CAI4044245.1
SUVZ_10G0100	CAI4044247.1
SUVZ_10G0105	CAI4044249.1
SUVZ_10G0105	CAI4044249.1
SUVZ_10G0110	CAI4044251.1
SUVZ_10G0120	CAI4044253.1
SUVZ_10G0130	CAI4044255.1
SUVZ_10G0140	CAI4044257.1
SUVZ_10G0150	CAI4044259.1
SUVZ_10G0160	CAI4044261.1
SUVZ_10G0170	CAI4044263.1
SUVZ_10G0180	CAI4044265.1
SUVZ_10G0190	CAI4044267.1
SUVZ_10G0200	CAI4044269.1
SUVZ_10G0210	CAI4044272.1
SUVZ_10G0220	CAI4044275.1
SUVZ_10G0220	CAI4044275.1
SUVZ_10G0230	CAI4044278.1
SUVZ_10G0240	CAI4044281.1
SUVZ_10G0250	CAI4044285.1
SUVZ_10G0260	CAI4044289.1
SUVZ_10G0270	CAI4044293.1
SUVZ_10G0280	CAI4044297.1
SUVZ_10G0290	CAI4044301.1
SUVZ_10G0300	CAI4044305.1
SUVZ_10G0310	CAI4044309.1
SUVZ_10G0320	CAI4044313.1
SUVZ_10G0330	CAI4044317.1
SUVZ_10G0340	CAI4044321.1
SUVZ_10G0350	CAI4044325.1
SUVZ_10G0360	CAI4044329.1
SUVZ_10G0370	CAI4044333.1
SUVZ_10G0380	CAI4044337.1
SUVZ_10G0390	CAI4044341.1
SUVZ_10G0400	CAI4044345.1
SUVZ_10G0410	CAI4044349.1
SUVZ_10G0420	CAI4044353.1
SUVZ_10G0430	CAI4044357.1
SUVZ_10G0440	CAI4044361.1
SUVZ_10G0450	CAI4044365.1
SUVZ_10G0460	CAI4044369.1
SUVZ_10G0470	CAI4044373.1
SUVZ_10G0480	CAI4044377.1
SUVZ_10G0490	CAI4044381.1
SUVZ_10G0500	CAI4044385.1
SUVZ_10G0510	CAI4044389.1
SUVZ_10G0520	CAI4044393.1
SUVZ_10G0530	CAI4044397.1
SUVZ_10G0540	CAI4044401.1
SUVZ_10G0550	CAI4044405.1
SUVZ_10G0560	CAI4044409.1
SUVZ_10G0570	CAI4044413.1
SUVZ_10G0580	CAI4044418.1
SUVZ_10G0590	CAI4044422.1
SUVZ_10G0600	CAI4044426.1
SUVZ_10G0610	CAI4044430.1
SUVZ_10G0630	CAI4044434.1
SUVZ_10G0640	CAI4044438.1
SUVZ_10G0650	CAI4044442.1
SUVZ_10G0660	CAI4044446.1
SUVZ_10G0670	CAI4044450.1
SUVZ_10G0680	CAI4044454.1
SUVZ_10G0680	CAI4044454.1
SUVZ_10G0690	CAI4044458.1
SUVZ_10G0700	CAI4044462.1
SUVZ_10G0710	CAI4044466.1
SUVZ_10G0720	CAI4044470.1
SUVZ_10G0730	CAI4044474.1
SUVZ_10G0740	CAI4044478.1
SUVZ_10G0750	CAI4044482.1
SUVZ_10G0760	CAI4044486.1
SUVZ_10G0775	CAI4044490.1
SUVZ_10G0770	CAI4044494.1
SUVZ_10G0780	CAI4044498.1
SUVZ_10G0790	CAI4044502.1
SUVZ_10G0800	CAI4044506.1
SUVZ_10G0810	CAI4044510.1
SUVZ_10G0820	CAI4044514.1
SUVZ_10G0830	CAI4044518.1
SUVZ_10G0840	CAI4044522.1
SUVZ_10G0850	CAI4044525.1
SUVZ_10G0860	CAI4044528.1
SUVZ_10G0870	CAI4044531.1
SUVZ_10G0880	CAI4044534.1
SUVZ_10G0890	CAI4044537.1
SUVZ_10G0900	CAI4044540.1
SUVZ_10G0910	CAI4044543.1
SUVZ_10G0920	CAI4044546.1
SUVZ_10G0930	CAI4044549.1
SUVZ_10G0950	CAI4044552.1
SUVZ_10G0960	CAI4044555.1
SUVZ_10G0970	CAI4044558.1
SUVZ_10G0980	CAI4044561.1
SUVZ_10G0990	CAI4044564.1
SUVZ_10G1000	CAI4044567.1
SUVZ_10G1010	CAI4044570.1
SUVZ_10G1020	CAI4044573.1
SUVZ_10G1030	CAI4044576.1
SUVZ_10G1040	CAI4044579.1
SUVZ_10G1050	CAI4044582.1
SUVZ_10G1060	CAI4044585.1
SUVZ_10G1070	CAI4044588.1
SUVZ_10G1080	CAI4044591.1
SUVZ_10G1090	CAI4044594.1
SUVZ_10G1100	CAI4044597.1
SUVZ_10G1110	CAI4044600.1
SUVZ_10G1120	CAI4044603.1
SUVZ_10G1130	CAI4044606.1
SUVZ_10G1140	CAI4044609.1
SUVZ_10G1150	CAI4044612.1
SUVZ_10G1160	CAI4044615.1
SUVZ_10G1170	CAI4044617.1
SUVZ_10G1180	CAI4044620.1
SUVZ_10G1190	CAI4044623.1
SUVZ_10G1200	CAI4044626.1
SUVZ_10G1210	CAI4044629.1
SUVZ_10G1220	CAI4044632.1
SUVZ_10G1230	CAI4044635.1
SUVZ_10G1240	CAI4044638.1
SUVZ_10G1250	CAI4044641.1
SUVZ_10G1260	CAI4044644.1
SUVZ_10G1270	CAI4044647.1
SUVZ_10G1280	CAI4044650.1
SUVZ_10G1290	CAI4044653.1
SUVZ_10G1300	CAI4044656.1
SUVZ_10G1310	CAI4044659.1
SUVZ_10G1330	CAI4044663.1
SUVZ_10G1340	CAI4044667.1
SUVZ_10G1350	CAI4044671.1
SUVZ_10G1360	CAI4044675.1
SUVZ_10G1370	CAI4044679.1
SUVZ_10G1380	CAI4044683.1
SUVZ_10G1390	CAI4044687.1
SUVZ_10G1400	CAI4044691.1
SUVZ_10G1410	CAI4044695.1
SUVZ_10G1420	CAI4044699.1
SUVZ_10G1430	CAI4044703.1
SUVZ_10G1440	CAI4044707.1
SUVZ_10G1450	CAI4044711.1
SUVZ_10G1460	CAI4044715.1
SUVZ_10G1470	CAI4044719.1
SUVZ_10G1480	CAI4044723.1
SUVZ_10G1490	CAI4044727.1
SUVZ_10G1500	CAI4044731.1
SUVZ_10G1510	CAI4044735.1
SUVZ_10G1520	CAI4044739.1
SUVZ_10G1530	CAI4044743.1
SUVZ_10G1540	CAI4044747.1
SUVZ_10G1550	CAI4044751.1
SUVZ_10G1555	CAI4044755.1
SUVZ_10G1555	CAI4044755.1
SUVZ_10G1560	CAI4044759.1
SUVZ_10G1570	CAI4044763.1
SUVZ_10G1580	CAI4044767.1
SUVZ_10G1590	CAI4044771.1
SUVZ_10G1600	CAI4044775.1
SUVZ_10G1610	CAI4044779.1
SUVZ_10G1620	CAI4044783.1
SUVZ_10G1630	CAI4044787.1
SUVZ_10G1640	CAI4044791.1
SUVZ_10G1650	CAI4044795.1
SUVZ_10G1660	CAI4044799.1
SUVZ_10G1660	CAI4044799.1
SUVZ_10G1670	CAI4044804.1
SUVZ_10G1680	CAI4044808.1
SUVZ_10G1690	CAI4044812.1
SUVZ_10G1710	CAI4044816.1
SUVZ_10G1720	CAI4044820.1
SUVZ_10G1720	CAI4044820.1
SUVZ_10G1730	CAI4044824.1
SUVZ_10G1740	CAI4044828.1
SUVZ_10G1750	CAI4044832.1
SUVZ_10G1760	CAI4044836.1
SUVZ_10G1770	CAI4044840.1
SUVZ_10G1780	CAI4044844.1
SUVZ_10G1790	CAI4044848.1
SUVZ_10G1800	CAI4044852.1
SUVZ_10G1810	CAI4044856.1
SUVZ_10G1820	CAI4044860.1
SUVZ_10G1830	CAI4044864.1
SUVZ_10G1840	CAI4044868.1
SUVZ_10G1850	CAI4044872.1
SUVZ_10G1860	CAI4044876.1
SUVZ_10G1870	CAI4044880.1
SUVZ_10G1880	CAI4044884.1
SUVZ_10G1880	CAI4044884.1
SUVZ_10G1890	CAI4044888.1
SUVZ_10G1900	CAI4044892.1
SUVZ_10G1910	CAI4044896.1
SUVZ_10G1920	CAI4044900.1
SUVZ_10G1930	CAI4044904.1
SUVZ_10G1940	CAI4044908.1
SUVZ_10G1950	CAI4044912.1
SUVZ_10G1960	CAI4044916.1
SUVZ_10G1970	CAI4044920.1
SUVZ_10G1980	CAI4044924.1
SUVZ_10G1990	CAI4044928.1
SUVZ_10G2000	CAI4044932.1
SUVZ_10G2010	CAI4044936.1
SUVZ_10G2020	CAI4044938.1
SUVZ_10G2030	CAI4044942.1
SUVZ_10G2040	CAI4044946.1
SUVZ_10G2050	CAI4044950.1
SUVZ_10G2060	CAI4044954.1
SUVZ_10G2070	CAI4044958.1
SUVZ_10G2080	CAI4044962.1
SUVZ_10G2100	CAI4044966.1
SUVZ_10G2120	CAI4044970.1
SUVZ_10G2120	CAI4044970.1
SUVZ_10G2130	CAI4044974.1
SUVZ_10G2150	CAI4044978.1
SUVZ_10G2160	CAI4044981.1
SUVZ_10G2170	CAI4044985.1
SUVZ_10G2180	CAI4044989.1
SUVZ_10G2190	CAI4044993.1
SUVZ_10G2200	CAI4044997.1
SUVZ_10G2210	CAI4045001.1
SUVZ_10G2220	CAI4045005.1
SUVZ_10G2230	CAI4045009.1
SUVZ_10G2240	CAI4045013.1
SUVZ_10G2250	CAI4045017.1
SUVZ_10G2260	CAI4045021.1
SUVZ_10G2270	CAI4045025.1
SUVZ_10G2280	CAI4045029.1
SUVZ_10G2290	CAI4045033.1
SUVZ_10G2300	CAI4045037.1
SUVZ_10G2310	CAI4045041.1
SUVZ_10G2320	CAI4045045.1
SUVZ_10G2330	CAI4045049.1
SUVZ_10G2340	CAI4045053.1
SUVZ_10G2350	CAI4045057.1
SUVZ_10G2360	CAI4045061.1
SUVZ_10G2370	CAI4045065.1
SUVZ_10G2380	CAI4045069.1
SUVZ_10G2390	CAI4045073.1
SUVZ_10G2400	CAI4045077.1
SUVZ_10G2410	CAI4045081.1
SUVZ_10G2420	CAI4045085.1
SUVZ_10G2430	CAI4045089.1
SUVZ_10G2440	CAI4045093.1
SUVZ_10G2450	CAI4045097.1
SUVZ_10G2460	CAI4045101.1
SUVZ_10G2470	CAI4045105.1
SUVZ_10G2480	CAI4045109.1
SUVZ_10G2490	CAI4045113.1
SUVZ_10G2500	CAI4045117.1
SUVZ_10G2510	CAI4045121.1
SUVZ_10G2520	CAI4045125.1
SUVZ_10G2530	CAI4045129.1
SUVZ_10G2540	CAI4045133.1
SUVZ_10G2550	CAI4045137.1
SUVZ_10G2560	CAI4045141.1
SUVZ_10G2570	CAI4045145.1
SUVZ_10G2580	CAI4045149.1
SUVZ_10G2590	CAI4045153.1
SUVZ_10G2600	CAI4045157.1
SUVZ_10G2610	CAI4045161.1
SUVZ_10G2620	CAI4045165.1
SUVZ_10G2630	CAI4045169.1
SUVZ_10G2640	CAI4045173.1
SUVZ_10G2650	CAI4045177.1
SUVZ_10G2660	CAI4045181.1
SUVZ_10G2670	CAI4045185.1
SUVZ_10G2680	CAI4045189.1
SUVZ_10G2690	CAI4045193.1
SUVZ_10G2700	CAI4045197.1
SUVZ_10G2710	CAI4045201.1
SUVZ_10G2720	CAI4045205.1
SUVZ_10G2730	CAI4045209.1
SUVZ_10G2740	CAI4045213.1
SUVZ_10G2750	CAI4045217.1
SUVZ_10G2760	CAI4045221.1
SUVZ_10G2770	CAI4045225.1
SUVZ_10G2780	CAI4045229.1
SUVZ_10G2780	CAI4045229.1
SUVZ_10G2790	CAI4045233.1
SUVZ_10G2800	CAI4045237.1
SUVZ_10G2810	CAI4045241.1
SUVZ_10G2820	CAI4045245.1
SUVZ_10G2830	CAI4045249.1
SUVZ_10G2840	CAI4045253.1
SUVZ_10G2850	CAI4045257.1
SUVZ_10G2860	CAI4045261.1
SUVZ_10G2870	CAI4045265.1
SUVZ_10G2880	CAI4045269.1
SUVZ_10G2890	CAI4045273.1
SUVZ_10G2900	CAI4045277.1
SUVZ_10G2910	CAI4045281.1
SUVZ_10G2920	CAI4045285.1
SUVZ_10G2930	CAI4045289.1
SUVZ_10G2940	CAI4045293.1
SUVZ_10G2950	CAI4045297.1
SUVZ_10G2960	CAI4045305.1
SUVZ_10G2970	CAI4045309.1
SUVZ_10G2980	CAI4045313.1
SUVZ_10G2990	CAI4045317.1
SUVZ_10G3000	CAI4045321.1
SUVZ_10G3010	CAI4045325.1
SUVZ_10G3020	CAI4045329.1
SUVZ_10G3030	CAI4045333.1
SUVZ_10G3040	CAI4045337.1
SUVZ_10G3050	CAI4045341.1
SUVZ_10G3060	CAI4045345.1
SUVZ_10G3070	CAI4045349.1
SUVZ_10G3080	CAI4045353.1
SUVZ_10G3090	CAI4045357.1
SUVZ_10G3100	CAI4045361.1
SUVZ_10G3110	CAI4045365.1
SUVZ_10G3120	CAI4045369.1
SUVZ_10G3130	CAI4045373.1
SUVZ_10G3140	CAI4045377.1
SUVZ_10G3150	CAI4045381.1
SUVZ_10G3160	CAI4045385.1
SUVZ_10G3170	CAI4045389.1
SUVZ_10G3180	CAI4045393.1
SUVZ_10G3190	CAI4045397.1
SUVZ_10G3200	CAI4045401.1
SUVZ_10G3210	CAI4045405.1
SUVZ_10G3220	CAI4045409.1
SUVZ_10G3230	CAI4045413.1
SUVZ_10G3240	CAI4045417.1
SUVZ_10G3250	CAI4045421.1
SUVZ_10G3260	CAI4045425.1
SUVZ_10G3260	CAI4045425.1
SUVZ_10G3270	CAI4045429.1
SUVZ_10G3280	CAI4045433.1
SUVZ_10G3290	CAI4045437.1
SUVZ_10G3300	CAI4045441.1
SUVZ_10G3310	CAI4045445.1
SUVZ_10G3320	CAI4045449.1
SUVZ_10G3330	CAI4045453.1
SUVZ_10G3340	CAI4045457.1
SUVZ_10G3350	CAI4045461.1
SUVZ_10G3360	CAI4045465.1
SUVZ_10G3370	CAI4045469.1
SUVZ_10G3380	CAI4045473.1
SUVZ_10G3390	CAI4045476.1
SUVZ_10G3400	CAI4045479.1
SUVZ_10G3410	CAI4045482.1
SUVZ_10G3420	CAI4045484.1
SUVZ_10G3430	CAI4045486.1
SUVZ_11G0010	CAI4045676.1
SUVZ_11G0020	CAI4045679.1
SUVZ_11G0030	CAI4045682.1
SUVZ_11G0040	CAI4045685.1
SUVZ_11G0050	CAI4045688.1
SUVZ_11G0060	CAI4045691.1
SUVZ_11G0070	CAI4045694.1
SUVZ_11G0080	CAI4045697.1
SUVZ_11G0090	CAI4045700.1
SUVZ_11G0100	CAI4045703.1
SUVZ_11G0110	CAI4045706.1
SUVZ_11G0120	CAI4045709.1
SUVZ_11G0130	CAI4045712.1
SUVZ_11G0140	CAI4045715.1
SUVZ_11G0150	CAI4045719.1
SUVZ_11G0160	CAI4045722.1
SUVZ_11G0170	CAI4045725.1
SUVZ_11G0180	CAI4045728.1
SUVZ_11G0190	CAI4045731.1
SUVZ_11G0200	CAI4045733.1
SUVZ_11G0210	CAI4045736.1
SUVZ_11G0220	CAI4045739.1
SUVZ_11G0230	CAI4045741.1
SUVZ_11G0240	CAI4045744.1
SUVZ_11G0250	CAI4045747.1
SUVZ_11G0260	CAI4045750.1
SUVZ_11G0270	CAI4045753.1
SUVZ_11G0270	CAI4045753.1
SUVZ_11G0280	CAI4045756.1
SUVZ_11G0290	CAI4045759.1
SUVZ_11G0300	CAI4045762.1
SUVZ_11G0310	CAI4045766.1
SUVZ_11G0320	CAI4045770.1
SUVZ_11G0330	CAI4045774.1
SUVZ_11G0340	CAI4045778.1
SUVZ_11G0350	CAI4045782.1
SUVZ_11G0360	CAI4045786.1
SUVZ_11G0370	CAI4045790.1
SUVZ_11G0370	CAI4045790.1
SUVZ_11G0380	CAI4045794.1
SUVZ_11G0390	CAI4045798.1
SUVZ_11G0410	CAI4045802.1
SUVZ_11G0420	CAI4045806.1
SUVZ_11G0430	CAI4045810.1
SUVZ_11G0440	CAI4045814.1
SUVZ_11G0450	CAI4045818.1
SUVZ_11G0460	CAI4045822.1
SUVZ_11G0470	CAI4045826.1
SUVZ_11G0480	CAI4045830.1
SUVZ_11G0490	CAI4045834.1
SUVZ_11G0500	CAI4045838.1
SUVZ_11G0520	CAI4045842.1
SUVZ_11G0530	CAI4045846.1
SUVZ_11G0540	CAI4045850.1
SUVZ_11G0550	CAI4045854.1
SUVZ_11G0570	CAI4045858.1
SUVZ_11G0580	CAI4045862.1
SUVZ_11G0590	CAI4045866.1
SUVZ_11G0600	CAI4045870.1
SUVZ_11G0610	CAI4045874.1
SUVZ_11G0610	CAI4045874.1
SUVZ_11G0620	CAI4045878.1
SUVZ_11G0620	CAI4045878.1
SUVZ_11G0640	CAI4045882.1
SUVZ_11G0650	CAI4045886.1
SUVZ_11G0660	CAI4045890.1
SUVZ_11G0670	CAI4045894.1
SUVZ_11G0680	CAI4045898.1
SUVZ_11G0690	CAI4045902.1
SUVZ_11G0700	CAI4045906.1
SUVZ_11G0720	CAI4045910.1
SUVZ_11G0730	CAI4045914.1
SUVZ_11G0750	CAI4045918.1
SUVZ_11G0760	CAI4045922.1
SUVZ_11G0770	CAI4045926.1
SUVZ_11G0780	CAI4045930.1
SUVZ_11G0790	CAI4045934.1
SUVZ_11G0800	CAI4045938.1
SUVZ_11G0810	CAI4045942.1
SUVZ_11G0820	CAI4045946.1
SUVZ_11G0830	CAI4045950.1
SUVZ_11G0840	CAI4045954.1
SUVZ_11G0850	CAI4045958.1
SUVZ_11G0860	CAI4045962.1
SUVZ_11G0870	CAI4045966.1
SUVZ_11G0890	CAI4045970.1
SUVZ_11G0900	CAI4045974.1
SUVZ_11G0910	CAI4045978.1
SUVZ_11G0920	CAI4045982.1
SUVZ_11G0930	CAI4045986.1
SUVZ_11G0940	CAI4045990.1
SUVZ_11G0950	CAI4045994.1
SUVZ_11G0970	CAI4045997.1
SUVZ_11G0980	CAI4046001.1
SUVZ_11G0990	CAI4046005.1
SUVZ_11G1000	CAI4046009.1
SUVZ_11G1010	CAI4046013.1
SUVZ_11G1020	CAI4046017.1
SUVZ_11G1030	CAI4046021.1
SUVZ_11G1040	CAI4046025.1
SUVZ_11G1050	CAI4046029.1
SUVZ_11G1060	CAI4046033.1
SUVZ_11G1070	CAI4046037.1
SUVZ_11G1080	CAI4046041.1
SUVZ_11G1090	CAI4046045.1
SUVZ_11G1100	CAI4046049.1
SUVZ_11G1110	CAI4046053.1
SUVZ_11G1120	CAI4046057.1
SUVZ_11G1130	CAI4046061.1
SUVZ_11G1140	CAI4046065.1
SUVZ_11G1150	CAI4046069.1
SUVZ_11G1160	CAI4046073.1
SUVZ_11G1180	CAI4046077.1
SUVZ_11G1190	CAI4046081.1
SUVZ_11G1200	CAI4046085.1
SUVZ_11G1210	CAI4046089.1
SUVZ_11G1220	CAI4046093.1
SUVZ_11G1230	CAI4046097.1
SUVZ_11G1240	CAI4046101.1
SUVZ_11G1250	CAI4046105.1
SUVZ_11G1260	CAI4046109.1
SUVZ_11G1270	CAI4046113.1
SUVZ_11G1280	CAI4046117.1
SUVZ_11G1290	CAI4046121.1
SUVZ_11G1300	CAI4046125.1
SUVZ_11G1310	CAI4046129.1
SUVZ_11G1320	CAI4046133.1
SUVZ_11G1330	CAI4046137.1
SUVZ_11G1340	CAI4046141.1
SUVZ_11G1350	CAI4046145.1
SUVZ_11G1350	CAI4046145.1
SUVZ_11G1360	CAI4046149.1
SUVZ_11G1370	CAI4046153.1
SUVZ_11G1380	CAI4046157.1
SUVZ_11G1390	CAI4046161.1
SUVZ_11G1400	CAI4046165.1
SUVZ_11G1410	CAI4046169.1
SUVZ_11G1420	CAI4046173.1
SUVZ_11G1430	CAI4046177.1
SUVZ_11G1440	CAI4046181.1
SUVZ_11G1450	CAI4046185.1
SUVZ_11G1460	CAI4046189.1
SUVZ_11G1470	CAI4046193.1
SUVZ_11G1480	CAI4046197.1
SUVZ_11G1490	CAI4046201.1
SUVZ_11G1500	CAI4046205.1
SUVZ_11G1510	CAI4046209.1
SUVZ_11G1520	CAI4046213.1
SUVZ_11G1530	CAI4046217.1
SUVZ_11G1540	CAI4046221.1
SUVZ_11G1550	CAI4046225.1
SUVZ_11G1560	CAI4046229.1
SUVZ_11G1570	CAI4046233.1
SUVZ_11G1580	CAI4046237.1
SUVZ_11G1590	CAI4046241.1
SUVZ_11G1600	CAI4046245.1
SUVZ_11G1610	CAI4046249.1
SUVZ_11G1620	CAI4046253.1
SUVZ_11G1630	CAI4046257.1
SUVZ_11G1640	CAI4046261.1
SUVZ_11G1650	CAI4046265.1
SUVZ_11G1660	CAI4046269.1
SUVZ_11G1670	CAI4046273.1
SUVZ_11G1680	CAI4046277.1
SUVZ_11G1690	CAI4046281.1
SUVZ_11G1700	CAI4046285.1
SUVZ_11G1710	CAI4046289.1
SUVZ_11G1720	CAI4046293.1
SUVZ_11G1730	CAI4046297.1
SUVZ_11G1740	CAI4046301.1
SUVZ_11G1750	CAI4046305.1
SUVZ_11G1760	CAI4046309.1
SUVZ_11G1770	CAI4046313.1
SUVZ_11G1780	CAI4046318.1
SUVZ_11G1790	CAI4046322.1
SUVZ_11G1800	CAI4046326.1
SUVZ_11G1810	CAI4046330.1
SUVZ_11G1820	CAI4046334.1
SUVZ_11G1830	CAI4046338.1
SUVZ_11G1840	CAI4046342.1
SUVZ_11G1850	CAI4046346.1
SUVZ_11G1860	CAI4046350.1
SUVZ_11G1870	CAI4046354.1
SUVZ_11G1880	CAI4046358.1
SUVZ_11G1890	CAI4046362.1
SUVZ_11G1900	CAI4046366.1
SUVZ_11G1910	CAI4046370.1
SUVZ_11G1920	CAI4046374.1
SUVZ_11G1930	CAI4046378.1
SUVZ_11G1940	CAI4046382.1
SUVZ_11G1950	CAI4046386.1
SUVZ_11G1960	CAI4046390.1
SUVZ_11G1970	CAI4046394.1
SUVZ_11G1980	CAI4046398.1
SUVZ_11G1990	CAI4046402.1
SUVZ_11G2000	CAI4046406.1
SUVZ_11G2010	CAI4046410.1
SUVZ_11G2020	CAI4046414.1
SUVZ_11G2030	CAI4046418.1
SUVZ_11G2040	CAI4046422.1
SUVZ_11G2050	CAI4046426.1
SUVZ_11G2060	CAI4046430.1
SUVZ_11G2070	CAI4046434.1
SUVZ_11G2070	CAI4046434.1
SUVZ_11G2080	CAI4046438.1
SUVZ_11G2080	CAI4046438.1
SUVZ_11G2090	CAI4046442.1
SUVZ_11G2100	CAI4046446.1
SUVZ_11G2110	CAI4046450.1
SUVZ_11G2120	CAI4046454.1
SUVZ_11G2120	CAI4046454.1
SUVZ_11G2130	CAI4046458.1
SUVZ_11G2140	CAI4046462.1
SUVZ_11G2150	CAI4046466.1
SUVZ_11G2160	CAI4046470.1
SUVZ_11G2170	CAI4046474.1
SUVZ_11G2170	CAI4046474.1
SUVZ_11G2180	CAI4046478.1
SUVZ_11G2190	CAI4046482.1
SUVZ_11G2200	CAI4046486.1
SUVZ_11G2210	CAI4046490.1
SUVZ_11G2220	CAI4046494.1
SUVZ_11G2230	CAI4046498.1
SUVZ_11G2240	CAI4046502.1
SUVZ_11G2250	CAI4046507.1
SUVZ_11G2260	CAI4046511.1
SUVZ_11G2270	CAI4046515.1
SUVZ_11G2280	CAI4046519.1
SUVZ_11G2290	CAI4046523.1
SUVZ_11G2300	CAI4046527.1
SUVZ_11G2310	CAI4046531.1
SUVZ_11G2320	CAI4046535.1
SUVZ_11G2330	CAI4046539.1
SUVZ_11G2340	CAI4046543.1
SUVZ_11G2350	CAI4046547.1
SUVZ_11G2360	CAI4046551.1
SUVZ_11G2370	CAI4046555.1
SUVZ_11G2380	CAI4046559.1
SUVZ_11G2390	CAI4046563.1
SUVZ_11G2400	CAI4046567.1
SUVZ_11G2410	CAI4046571.1
SUVZ_11G2420	CAI4046575.1
SUVZ_11G2430	CAI4046579.1
SUVZ_11G2450	CAI4046583.1
SUVZ_11G2460	CAI4046587.1
SUVZ_11G2470	CAI4046591.1
SUVZ_11G2480	CAI4046595.1
SUVZ_11G2490	CAI4046599.1
SUVZ_11G2500	CAI4046603.1
SUVZ_11G2510	CAI4046607.1
