GVI51_A00011	XP_065482658.1
GVI51_J05027	XP_447932.1
GVI51_J05049	XP_065482705.1
GVI51_J05071	XP_447933.1
GVI51_J05093	XP_447934.1
GVI51_J05115	XP_447935.1
GVI51_J05137	XP_447936.1
GVI51_J05159	XP_447937.1
GVI51_J05181	XP_447938.1
GVI51_J05203	XP_447939.1
GVI51_J05225	XP_447940.1
GVI51_J05247	XP_447941.1
GVI51_J05269	XP_447942.1
GVI51_J05291	XP_447943.1
GVI51_J05313	XP_447944.1
GVI51_J05335	XP_447945.1
GVI51_J05357	XP_447946.1
GVI51_J05379	XP_447947.1
GVI51_J05401	XP_447948.1
GVI51_J05423	XP_447949.1
GVI51_J05445	XP_447950.1
GVI51_J05467	XP_447951.1
GVI51_J05489	XP_447952.1
GVI51_J05511	XP_447953.1
GVI51_J05533	XP_447954.1
GVI51_J05555	XP_447955.1
GVI51_J05577	XP_447956.1
GVI51_J05577	XP_447956.1
GVI51_J05599	XP_447957.1
GVI51_J05621	XP_447958.1
GVI51_J05643	XP_447959.1
GVI51_J05665	XP_447960.1
GVI51_J05687	XP_447961.1
GVI51_J05709	XP_447962.1
GVI51_J05731	XP_447963.1
GVI51_J05753	XP_447964.2
GVI51_J05775	XP_447965.1
GVI51_J05797	XP_447966.1
GVI51_J05819	XP_447967.1
GVI51_J05841	XP_447968.1
GVI51_J05863	XP_447969.1
GVI51_J05885	XP_447970.1
GVI51_J05907	XP_002999572.1
GVI51_J05929	XP_447971.1
GVI51_J05951	XP_447972.1
GVI51_J05973	XP_447973.1
GVI51_J05995	XP_447974.1
GVI51_J06017	XP_447975.1
GVI51_J06039	XP_447976.2
GVI51_J06061	XP_447977.1
GVI51_J06083	XP_447978.1
GVI51_J06105	XP_447979.1
GVI51_J06127	XP_447980.1
GVI51_J06149	XP_447981.1
GVI51_J06171	XP_447982.1
GVI51_J06193	XP_447983.1
GVI51_J06215	XP_002999573.1
GVI51_J06215	XP_002999573.1
GVI51_J06237	XP_447984.1
GVI51_J06259	XP_447985.1
GVI51_J06281	XP_447986.1
GVI51_J06325	XP_447987.1
GVI51_J06347	XP_447988.1
GVI51_J06369	XP_447989.1
GVI51_J06391	XP_447990.1
GVI51_J06413	XP_447991.1
GVI51_J06435	XP_447992.1
GVI51_J06457	XP_447993.1
GVI51_J06479	XP_447994.1
GVI51_J06523	XP_447995.1
GVI51_J06545	XP_447996.1
GVI51_J06567	XP_447997.1
GVI51_J06589	XP_447998.1
GVI51_J06611	XP_447999.1
GVI51_J06633	XP_448000.1
GVI51_J06655	XP_448001.1
GVI51_J06677	XP_448002.1
GVI51_J06699	XP_448003.1
GVI51_J06721	XP_448004.1
GVI51_J06743	XP_448005.1
GVI51_J06765	XP_448006.1
GVI51_J06787	XP_448007.1
GVI51_J06809	XP_448008.1
GVI51_J06831	XP_448009.1
GVI51_J06853	XP_448010.1
GVI51_J06875	XP_448011.2
GVI51_J06875	XP_448011.2
GVI51_J06897	XP_448012.1
GVI51_J06919	XP_448013.1
GVI51_J06941	XP_448014.1
GVI51_J06963	XP_448015.1
GVI51_J06985	XP_448016.1
GVI51_J07007	XP_448017.1
GVI51_J07029	XP_448018.1
GVI51_J07051	XP_448019.1
GVI51_J07073	XP_448020.1
GVI51_J07095	XP_448021.1
GVI51_J07117	XP_448022.1
GVI51_J07139	XP_448023.1
GVI51_J07161	XP_448024.1
GVI51_J07183	XP_448025.1
GVI51_J07205	XP_448026.1
GVI51_J07227	XP_448027.1
GVI51_J07249	XP_448028.1
GVI51_J07271	XP_448029.1
GVI51_J07293	XP_448030.1
GVI51_J07315	XP_448031.1
GVI51_J07337	XP_448032.1
GVI51_J07359	XP_448033.1
GVI51_J07381	XP_448034.1
GVI51_J07403	XP_448035.1
GVI51_J07425	XP_448036.1
GVI51_J07447	XP_448037.1
GVI51_J07469	XP_448038.1
GVI51_J07491	XP_448039.1
GVI51_J07513	XP_448040.1
GVI51_J07535	XP_448041.1
GVI51_J07557	XP_448042.1
GVI51_J07579	XP_448043.1
GVI51_J07601	XP_448044.1
GVI51_J07623	XP_448045.1
GVI51_J07645	XP_448046.1
GVI51_J07667	XP_448047.1
GVI51_J07689	XP_448048.1
GVI51_J07711	XP_448049.1
GVI51_J07733	XP_448050.1
GVI51_J07755	XP_448051.1
GVI51_J07777	XP_448052.1
GVI51_J07799	XP_448053.1
GVI51_J07821	XP_448054.1
GVI51_J07843	XP_002999574.1
GVI51_J07865	XP_448055.1
GVI51_J07887	XP_448056.1
GVI51_J07909	XP_448057.1
GVI51_J07931	XP_448058.1
GVI51_J07953	XP_448059.1
GVI51_J07975	XP_448060.1
GVI51_J07997	XP_448061.1
GVI51_J07997	XP_448061.1
GVI51_J08019	XP_448062.1
GVI51_J08041	XP_448063.1
GVI51_J08063	XP_448064.1
GVI51_J08085	XP_448065.1
GVI51_J08107	XP_448066.1
GVI51_J08129	XP_448067.1
GVI51_J08151	XP_448068.1
GVI51_J08173	XP_448069.1
GVI51_J08195	XP_448070.1
GVI51_J08217	XP_448072.1
GVI51_J08239	XP_448073.1
GVI51_J08261	XP_448074.2
GVI51_J08283	XP_448075.1
GVI51_J08305	XP_448076.1
GVI51_J08327	XP_448077.1
GVI51_J08349	XP_448078.1
GVI51_J08393	XP_448079.1
GVI51_J08415	XP_448080.1
GVI51_J08437	XP_448081.1
GVI51_J08459	XP_448082.1
GVI51_J08481	XP_448083.1
GVI51_J08503	XP_448084.1
GVI51_J08525	XP_448085.1
GVI51_J08547	XP_448087.1
GVI51_J08569	XP_448088.1
GVI51_J08591	XP_448089.1
GVI51_J08613	XP_448090.1
GVI51_J08635	XP_448091.1
GVI51_J08657	XP_448092.1
GVI51_J08679	XP_448093.1
GVI51_J08701	XP_448094.1
GVI51_J08723	XP_448095.1
GVI51_J08745	XP_448096.1
GVI51_J08767	XP_448097.1
GVI51_J08789	XP_448098.1
GVI51_J08811	XP_448099.1
GVI51_J08833	XP_448100.1
GVI51_J08855	XP_448101.1
GVI51_J08877	XP_448102.1
GVI51_J08899	XP_448103.1
GVI51_J08921	XP_448104.1
GVI51_J08921	XP_448104.1
GVI51_J08943	XP_448105.1
GVI51_J08965	XP_448106.1
GVI51_J08987	XP_448107.1
GVI51_J09009	XP_448108.1
GVI51_J09031	XP_448109.1
GVI51_J09053	XP_448110.1
GVI51_J09075	XP_448111.1
GVI51_J09097	XP_448112.1
GVI51_J09119	XP_448113.1
GVI51_J09141	XP_448114.1
GVI51_J09163	XP_448115.1
GVI51_J09185	XP_448116.1
GVI51_J09207	XP_448117.1
GVI51_J09207	XP_448117.1
GVI51_J09229	XP_448118.1
GVI51_J09251	XP_448119.1
GVI51_J09295	XP_448120.1
GVI51_J09317	XP_448121.1
GVI51_J09339	XP_448122.1
GVI51_J09361	XP_448123.1
GVI51_J09383	XP_448124.1
GVI51_J09405	XP_448125.1
GVI51_J09427	XP_448126.1
GVI51_J09449	XP_448127.2
GVI51_J09471	XP_448128.1
GVI51_J09493	XP_448129.1
GVI51_J09515	XP_448130.1
GVI51_J09537	XP_448131.1
GVI51_J09559	XP_448132.1
GVI51_J09581	XP_448133.1
GVI51_J09603	XP_448134.1
GVI51_J09625	XP_448135.1
GVI51_J09647	XP_448136.1
GVI51_J09669	XP_448137.1
GVI51_J09691	XP_448138.1
GVI51_J09713	XP_448139.1
GVI51_J09735	XP_448140.1
GVI51_J09757	XP_448141.1
GVI51_J09779	XP_448142.1
GVI51_J09801	XP_448143.1
GVI51_J09823	XP_448144.1
GVI51_J09845	XP_448145.1
GVI51_J09867	XP_448146.1
GVI51_J09889	XP_448147.1
GVI51_J09911	XP_448148.1
GVI51_J09933	XP_448149.1
GVI51_J09955	XP_448150.1
GVI51_J09977	XP_448152.1
GVI51_J09977	XP_448152.1
GVI51_J09999	XP_448153.1
GVI51_J10021	XP_448154.1
GVI51_J10043	XP_448155.1
GVI51_J10065	XP_448156.1
GVI51_J10087	XP_448157.1
GVI51_J10109	XP_448158.1
GVI51_J10131	XP_448159.1
GVI51_J10153	XP_448160.1
GVI51_J10175	XP_448161.1
GVI51_J10197	XP_448162.1
GVI51_J10219	XP_448163.1
GVI51_J10219	XP_448163.1
GVI51_J10241	XP_448164.1
GVI51_J10263	XP_448165.1
GVI51_J10285	XP_448166.1
GVI51_J10307	XP_448167.1
GVI51_J10329	XP_448168.1
GVI51_J10351	XP_448169.1
GVI51_J10373	XP_448170.1
GVI51_J10395	XP_448171.1
GVI51_J10417	XP_448172.1
GVI51_J10439	XP_448173.1
GVI51_J10461	XP_448174.1
GVI51_J10483	XP_448175.1
GVI51_J10483	XP_448175.1
GVI51_J10505	XP_065482706.1
GVI51_J10505	XP_065482706.1
GVI51_J10527	XP_448177.1
GVI51_J10549	XP_448178.1
GVI51_J10571	XP_448179.1
GVI51_J10593	XP_448180.1
GVI51_J10615	XP_448181.1
GVI51_J10637	XP_448182.1
GVI51_J10659	XP_448183.1
GVI51_J10681	XP_448184.1
GVI51_J10703	XP_448185.1
GVI51_J10725	XP_448186.1
GVI51_J10747	XP_448187.1
GVI51_J10769	XP_448188.1
GVI51_J10791	XP_448189.1
GVI51_J10813	XP_448190.1
GVI51_J10835	XP_448191.1
GVI51_J10857	XP_448192.1
GVI51_J10879	XP_448193.1
GVI51_J10901	XP_448194.1
GVI51_J10923	XP_448195.1
GVI51_J10945	XP_448196.1
GVI51_J10967	XP_448197.1
GVI51_J10989	XP_448198.1
GVI51_J11011	XP_448199.1
GVI51_J11033	XP_448200.1
GVI51_J11055	XP_448201.1
GVI51_J11077	XP_448202.1
GVI51_J11099	XP_448203.1
GVI51_J11121	XP_448204.1
GVI51_J11143	XP_448205.1
GVI51_J11165	XP_448206.1
GVI51_J11187	XP_448207.1
GVI51_J11209	XP_448208.1
GVI51_J11231	XP_448209.1
GVI51_J11253	XP_448210.1
GVI51_J11275	XP_448211.1
GVI51_J11297	XP_448212.1
GVI51_J11319	XP_448213.1
GVI51_J11341	XP_448214.1
GVI51_J11363	XP_448215.1
GVI51_J11385	XP_448216.1
GVI51_J11407	XP_448217.1
GVI51_J11429	XP_448218.1
GVI51_J11451	XP_448219.1
GVI51_J11473	XP_448220.1
GVI51_J11495	XP_448221.1
GVI51_J11517	XP_448222.1
GVI51_J11539	XP_448223.1
GVI51_J11561	XP_448224.1
GVI51_J11583	XP_448225.1
GVI51_J11605	XP_448226.1
GVI51_J11627	XP_448227.1
GVI51_J11649	XP_448228.1
GVI51_J11671	XP_448229.1
GVI51_J11693	XP_448230.1
GVI51_J11715	XP_002999575.2
GVI51_J11737	XP_065482707.1
GVI51_J11759	XP_448232.1
GVI51_J11781	XP_065482708.1
GVI51_K00011	XP_448233.1
GVI51_K00033	XP_065482709.1
GVI51_K00055	XP_002999576.2
GVI51_K00077	XP_448234.1
GVI51_K00099	XP_448235.1
GVI51_K00121	XP_448236.1
GVI51_K00143	XP_448237.1
GVI51_K00165	XP_448238.1
GVI51_K00187	XP_448239.1
GVI51_K00209	XP_448240.1
GVI51_K00231	XP_448241.1
GVI51_K00253	XP_448242.1
GVI51_K00275	XP_448243.1
GVI51_K00297	XP_448244.1
GVI51_K00319	XP_448245.1
GVI51_K00341	XP_448246.1
GVI51_K00363	XP_448247.1
GVI51_K00385	XP_448248.1
GVI51_K00429	XP_448249.1
GVI51_K00451	XP_448250.1
GVI51_K00473	XP_448251.1
GVI51_K00495	XP_448252.1
GVI51_K00517	XP_448253.1
GVI51_K00517	XP_448253.1
GVI51_K00539	XP_448254.1
GVI51_K00561	XP_448255.1
GVI51_K00583	XP_448256.1
GVI51_K00605	XP_448257.2
GVI51_K00627	XP_448258.1
GVI51_K00649	XP_448259.1
GVI51_K00671	XP_448260.1
GVI51_K00693	XP_448261.1
GVI51_K00715	XP_448262.1
GVI51_K00737	XP_448263.1
GVI51_K00759	XP_448264.1
GVI51_K00781	XP_448265.1
GVI51_K00803	XP_448266.1
GVI51_K00825	XP_448267.1
GVI51_K00847	XP_448268.1
GVI51_K00869	XP_448269.1
GVI51_K00891	XP_448270.1
GVI51_K00913	XP_448271.1
GVI51_K00935	XP_448272.1
GVI51_K00979	XP_448273.1
GVI51_K01001	XP_448274.1
GVI51_K01023	XP_448275.1
GVI51_K01045	XP_448276.1
GVI51_K01067	XP_448277.1
GVI51_K01089	XP_448278.1
GVI51_K01111	XP_448279.1
GVI51_K01133	XP_448280.1
GVI51_K01155	XP_448281.1
GVI51_K01177	XP_448282.1
GVI51_K01199	XP_448283.1
GVI51_K01221	XP_448284.1
GVI51_K01243	XP_448285.1
GVI51_K01265	XP_448286.1
GVI51_K01287	XP_448287.1
GVI51_K01309	XP_448288.1
GVI51_K01331	XP_448289.1
GVI51_K01353	XP_448290.1
GVI51_K01375	XP_448291.1
GVI51_K01397	XP_448292.1
GVI51_K01419	XP_448293.1
GVI51_K01441	XP_448294.1
GVI51_K01441	XP_448294.1
GVI51_K01463	XP_448295.1
GVI51_K01485	XP_448296.1
GVI51_K01507	XP_448297.1
GVI51_K01529	XP_448298.1
GVI51_K01551	XP_448299.1
GVI51_K01573	XP_448300.1
GVI51_K01595	XP_448301.1
GVI51_K01617	XP_448302.1
GVI51_K01639	XP_448303.1
GVI51_K01661	XP_448304.1
GVI51_K01683	XP_448305.1
GVI51_K01705	XP_448306.1
GVI51_K01727	XP_448307.1
GVI51_K01749	XP_448308.1
GVI51_K01771	XP_448309.1
GVI51_K01793	XP_448310.1
GVI51_K01815	XP_448311.2
GVI51_K01815	XP_448311.2
GVI51_K01837	XP_448312.1
GVI51_K01859	XP_448313.1
GVI51_K01881	XP_448314.1
GVI51_K01925	XP_448315.1
GVI51_K01947	XP_448316.1
GVI51_K01969	XP_448317.1
GVI51_K01991	XP_448318.1
GVI51_K02013	XP_448319.1
GVI51_K02035	XP_448320.1
GVI51_K02057	XP_448321.1
GVI51_K02079	XP_448322.1
GVI51_K02101	XP_448323.1
GVI51_K02123	XP_448324.1
GVI51_K02145	XP_448325.1
GVI51_K02167	XP_448326.1
GVI51_K02189	XP_448327.1
GVI51_K02211	XP_448328.2
GVI51_K02233	XP_448329.1
GVI51_K02255	XP_448330.1
GVI51_K02277	XP_448331.1
GVI51_K02299	XP_448332.1
GVI51_K02321	XP_448333.1
GVI51_K02343	XP_448334.1
GVI51_K02365	XP_448335.1
GVI51_K02387	XP_448336.1
GVI51_K02409	XP_448337.1
GVI51_K02431	XP_448338.1
GVI51_K02475	XP_448339.1
GVI51_K02497	XP_448340.1
GVI51_K02519	XP_448341.1
GVI51_K02541	XP_448342.1
GVI51_K02563	XP_448343.1
GVI51_K02585	XP_448344.1
GVI51_K02607	XP_448345.1
GVI51_K02629	XP_448346.1
GVI51_K02651	XP_448347.1
GVI51_K02673	XP_448348.2
GVI51_K02673	XP_448348.2
GVI51_K02695	XP_448349.1
GVI51_K02717	XP_448350.1
GVI51_K02717	XP_448350.1
GVI51_K02739	XP_448351.2
GVI51_K02761	XP_448352.1
GVI51_K02783	XP_448353.1
GVI51_K02805	XP_448354.1
GVI51_K02827	XP_448355.1
GVI51_K02849	XP_448356.1
GVI51_K02871	XP_448357.1
GVI51_K02893	XP_448358.2
GVI51_K02915	XP_448359.1
GVI51_K02937	XP_448360.1
GVI51_K02959	XP_448361.1
GVI51_K02981	XP_448362.1
GVI51_K03003	XP_448363.1
GVI51_K03025	XP_448364.1
GVI51_K03047	XP_448365.1
GVI51_K03069	XP_448366.1
GVI51_K03091	XP_448367.1
GVI51_K03113	XP_448368.1
GVI51_K03157	XP_448369.1
GVI51_K03179	XP_065482710.1
GVI51_K03179	XP_065482710.1
GVI51_K03201	XP_448371.1
GVI51_K03223	XP_448372.1
GVI51_K03245	XP_448373.1
GVI51_K03267	XP_448374.1
GVI51_K03289	XP_002999577.1
GVI51_K03311	XP_448375.1
GVI51_K03333	XP_448376.1
GVI51_K03355	XP_448377.1
GVI51_K03377	XP_448378.1
GVI51_K03399	XP_448379.1
GVI51_K03421	XP_448380.1
GVI51_K03443	XP_448381.1
GVI51_K03465	XP_448382.1
GVI51_K03487	XP_448383.1
GVI51_K03509	XP_448384.1
GVI51_K03531	XP_448385.1
GVI51_K03553	XP_448386.1
GVI51_K03575	XP_448387.2
GVI51_K03575	XP_448387.2
GVI51_K03597	XP_448388.1
GVI51_K03619	XP_448389.1
GVI51_K03641	XP_448390.1
GVI51_K03663	XP_448391.1
GVI51_K03685	XP_448392.1
GVI51_K03707	XP_448393.1
GVI51_K03729	XP_448394.1
GVI51_K03751	XP_448395.2
GVI51_K03773	XP_448396.1
GVI51_K03795	XP_448397.1
GVI51_K03817	XP_448398.1
GVI51_K03839	XP_448399.1
GVI51_K03861	XP_448400.1
GVI51_K03883	XP_448401.1
GVI51_K03905	XP_448402.2
GVI51_K03949	XP_448403.1
GVI51_K03971	XP_448404.1
GVI51_K03993	XP_448405.1
GVI51_K04015	XP_448406.1
GVI51_K04037	XP_448407.1
GVI51_K04059	XP_448408.1
GVI51_K04081	XP_448409.1
GVI51_K04103	XP_448410.1
GVI51_K04125	XP_448411.1
GVI51_K04147	XP_448412.1
GVI51_K04169	XP_448413.1
GVI51_K04191	XP_448414.1
GVI51_K04213	XP_448415.1
GVI51_K04235	XP_448416.1
GVI51_K04257	XP_448417.1
GVI51_K04279	XP_448418.1
GVI51_K04301	XP_448419.1
GVI51_K04323	XP_448420.1
GVI51_K04345	XP_448421.1
GVI51_K04367	XP_448422.1
GVI51_K04389	XP_448423.1
GVI51_K04411	XP_448424.1
GVI51_K04433	XP_448425.1
GVI51_K04433	XP_448425.1
GVI51_K04455	XP_448426.1
GVI51_K04477	XP_448427.1
GVI51_K04499	XP_448428.1
GVI51_K04521	XP_448429.1
GVI51_K04543	XP_448430.1
GVI51_K04565	XP_065482711.1
GVI51_K04587	XP_448431.1
GVI51_K04609	XP_448432.1
GVI51_K04631	XP_448434.1
GVI51_K04653	XP_448435.1
GVI51_K04675	XP_448436.1
GVI51_K04697	XP_448437.1
GVI51_K04719	XP_448438.1
GVI51_K04741	XP_448439.1
GVI51_K04763	XP_448440.1
GVI51_K04785	XP_448441.1
GVI51_K04807	XP_448442.1
GVI51_K04829	XP_448443.1
GVI51_K04851	XP_448444.1
GVI51_K04873	XP_448445.1
GVI51_K04895	XP_448446.1
GVI51_K04917	XP_448447.1
GVI51_K04939	XP_448448.1
GVI51_K04961	XP_448449.1
GVI51_K04983	XP_448450.1
GVI51_K05027	XP_448451.1
GVI51_K05049	XP_448452.1
GVI51_K05071	XP_448453.1
GVI51_K05093	XP_448454.1
GVI51_K05115	XP_448455.1
GVI51_K05137	XP_448456.1
GVI51_K05159	XP_448457.1
GVI51_K05181	XP_448458.1
GVI51_K05203	XP_448459.1
GVI51_K05225	XP_065482712.1
GVI51_K05247	XP_448460.1
GVI51_K05269	XP_448461.1
GVI51_K05291	XP_448462.1
GVI51_K05313	XP_448463.2
GVI51_K05313	XP_448463.2
GVI51_K05335	XP_448464.1
GVI51_K05357	XP_448465.1
GVI51_K05379	XP_448466.1
GVI51_K05401	XP_448467.1
GVI51_K05423	XP_448468.1
GVI51_K05445	XP_448469.1
GVI51_K05467	XP_448470.1
GVI51_K05489	XP_448471.1
GVI51_K05511	XP_448472.1
GVI51_K05533	XP_448473.1
GVI51_K05555	XP_448474.1
GVI51_K05577	XP_448475.1
GVI51_K05599	XP_448476.1
GVI51_K05621	XP_448477.1
GVI51_K05643	XP_448478.1
GVI51_K05665	XP_002999578.1
GVI51_K05687	XP_448479.1
GVI51_K05709	XP_448480.1
GVI51_K05731	XP_448481.1
GVI51_K05797	XP_448482.1
GVI51_K05819	XP_448483.1
GVI51_K05841	XP_448484.1
GVI51_K05863	XP_002999579.1
GVI51_K05885	XP_448485.1
GVI51_K05907	XP_448486.1
GVI51_K05929	XP_448487.1
GVI51_K05951	XP_448488.1
GVI51_K05973	XP_448489.1
GVI51_K05995	XP_448490.1
GVI51_K05995	XP_448490.1
GVI51_K06017	XP_448492.1
GVI51_K06039	XP_448493.1
GVI51_K06061	XP_448494.1
GVI51_K06083	XP_448495.1
GVI51_K06105	XP_448496.1
GVI51_K06127	XP_448497.1
GVI51_K06149	XP_448498.1
GVI51_K06171	XP_448499.1
GVI51_K06193	XP_448500.1
GVI51_K06215	XP_065482713.1
GVI51_K06237	XP_448501.1
GVI51_K06259	XP_448502.1
GVI51_K06281	XP_448503.1
GVI51_K06303	XP_448504.1
GVI51_K06325	XP_448505.1
GVI51_K06347	XP_448506.1
GVI51_K06369	XP_448507.1
GVI51_K06391	XP_448508.1
GVI51_K06413	XP_448509.1
GVI51_K06435	XP_448510.1
GVI51_K06479	XP_448511.1
GVI51_K06501	XP_448512.1
GVI51_K06523	XP_448513.1
GVI51_K06545	XP_448514.1
GVI51_K06567	XP_448515.1
GVI51_K06589	XP_448516.1
GVI51_K06611	XP_448517.1
GVI51_K06633	XP_448518.1
GVI51_K06655	XP_448519.1
GVI51_K06677	XP_448520.1
GVI51_K06699	XP_448521.1
GVI51_K06721	XP_448522.1
GVI51_K06743	XP_448523.1
GVI51_K06765	XP_448524.1
GVI51_K06787	XP_448525.1
GVI51_K06809	XP_448526.1
GVI51_K06831	XP_448527.1
GVI51_K06853	XP_448528.1
GVI51_K06875	XP_448529.1
GVI51_K06897	XP_448530.1
GVI51_K06919	XP_448531.1
GVI51_K06941	XP_448532.1
GVI51_K06963	XP_002999580.1
GVI51_K06985	XP_448533.1
GVI51_K07007	XP_448534.1
GVI51_K07029	XP_448535.1
GVI51_K07051	XP_448536.1
GVI51_K07073	XP_448537.1
GVI51_K07117	XP_448538.1
GVI51_K07139	XP_448539.1
GVI51_K07161	XP_448540.1
GVI51_K07183	XP_448541.1
GVI51_K07205	XP_065482714.1
GVI51_K07227	XP_065482715.1
GVI51_K07249	XP_448542.1
GVI51_K07271	XP_448543.1
GVI51_K07293	XP_448544.1
GVI51_K07315	XP_448545.1
GVI51_K07337	XP_448546.1
GVI51_K07359	XP_448547.2
GVI51_K07381	XP_448548.1
GVI51_K07403	XP_448549.1
GVI51_K07425	XP_448550.1
GVI51_K07447	XP_448551.1
GVI51_K07469	XP_448552.1
GVI51_K07491	XP_448553.1
GVI51_K07513	XP_448554.1
GVI51_K07535	XP_448555.1
GVI51_K07557	XP_448556.1
GVI51_K07601	XP_448557.1
GVI51_K07623	XP_002999581.1
GVI51_K07623	XP_002999581.1
GVI51_K07645	XP_448558.1
GVI51_K07667	XP_448559.1
GVI51_K07689	XP_448561.1
GVI51_K07711	XP_448562.1
GVI51_K07733	XP_448563.1
GVI51_K07755	XP_448564.1
GVI51_K07777	XP_448565.1
GVI51_K07799	XP_448566.1
GVI51_K07821	XP_448567.1
GVI51_K07843	XP_448568.1
GVI51_K07865	XP_448569.1
GVI51_K07887	XP_448570.1
GVI51_K07909	XP_448571.1
GVI51_K07931	XP_448572.1
GVI51_K07953	XP_448573.1
GVI51_K07975	XP_448574.1
GVI51_K07997	XP_448575.1
GVI51_K08019	XP_448576.1
GVI51_K08041	XP_448577.1
GVI51_K08063	XP_448578.1
GVI51_K08085	XP_448579.1
GVI51_K08107	XP_448580.1
GVI51_K08129	XP_448581.1
GVI51_K08151	XP_448582.1
GVI51_K08173	XP_448583.1
GVI51_K08195	XP_448584.1
GVI51_K08217	XP_448585.1
GVI51_K08239	XP_448586.1
GVI51_K08239	XP_448586.1
GVI51_K08261	XP_448587.1
GVI51_K08283	XP_448588.1
GVI51_K08327	XP_448589.1
GVI51_K08349	XP_448590.1
GVI51_K08371	XP_448591.1
GVI51_K08393	XP_448592.2
GVI51_K08415	XP_448593.1
GVI51_K08437	XP_448594.1
GVI51_K08459	XP_448595.1
GVI51_K08481	XP_448596.1
GVI51_K08503	XP_448597.1
GVI51_K08525	XP_448598.1
GVI51_K08547	XP_448599.1
GVI51_K08569	XP_448600.1
GVI51_K08591	XP_448601.1
GVI51_K08613	XP_448602.1
GVI51_K08657	XP_448603.1
GVI51_K08679	XP_448604.1
GVI51_K08701	XP_448605.1
GVI51_K08723	XP_448606.1
GVI51_K08745	XP_448607.1
GVI51_K08767	XP_448608.1
GVI51_K08789	XP_448609.2
GVI51_K08811	XP_448610.1
GVI51_K08833	XP_448611.1
GVI51_K08855	XP_448612.1
GVI51_K08877	XP_448613.1
GVI51_K08899	XP_448614.2
GVI51_K08921	XP_448615.1
GVI51_K08943	XP_448616.1
GVI51_K08965	XP_448617.1
GVI51_K08987	XP_448618.1
GVI51_K09009	XP_448619.1
GVI51_K09053	XP_448620.1
GVI51_K09075	XP_448621.2
GVI51_K09097	XP_448622.1
GVI51_K09119	XP_448623.1
GVI51_K09141	XP_448624.1
GVI51_K09163	XP_448625.1
GVI51_K09185	XP_448626.1
GVI51_K09207	XP_448627.1
GVI51_K09229	XP_448628.1
GVI51_K09251	XP_448629.1
GVI51_K09273	XP_448630.1
GVI51_K09295	XP_448631.1
GVI51_K09317	XP_448632.1
GVI51_K09339	XP_448633.1
GVI51_K09361	XP_448634.1
GVI51_K09383	XP_448635.1
GVI51_K09405	XP_448636.1
GVI51_K09427	XP_448637.1
GVI51_K09449	XP_448638.1
GVI51_K09493	XP_448639.1
GVI51_K09515	XP_448640.1
GVI51_K09537	XP_448641.1
GVI51_K09559	XP_448642.1
GVI51_K09581	XP_448643.1
GVI51_K09603	XP_448644.1
GVI51_K09625	XP_448645.1
GVI51_K09647	XP_002999582.1
GVI51_K09669	XP_448646.1
GVI51_K09691	XP_448647.1
GVI51_K09713	XP_448648.1
GVI51_K09735	XP_448649.1
GVI51_K09757	XP_448650.1
GVI51_K09779	XP_448651.1
GVI51_K09801	XP_448652.1
GVI51_K09823	XP_448653.1
GVI51_K09845	XP_448654.1
GVI51_K09867	XP_448655.1
GVI51_K09889	XP_448656.1
GVI51_K09911	XP_448657.1
GVI51_K09933	XP_448658.1
GVI51_K09955	XP_448659.1
GVI51_K09977	XP_448660.1
GVI51_K09999	XP_448661.1
GVI51_K10021	XP_448662.1
GVI51_K10043	XP_448663.1
GVI51_K10065	XP_448664.1
GVI51_K10087	XP_448665.1
GVI51_K10109	XP_448666.1
GVI51_K10131	XP_448667.1
GVI51_K10153	XP_448668.1
GVI51_K10175	XP_448669.1
GVI51_K10197	XP_448670.1
GVI51_K10219	XP_448671.1
GVI51_K10241	XP_448672.1
GVI51_K10263	XP_448673.1
GVI51_K10307	XP_448674.1
GVI51_K10329	XP_448675.1
GVI51_K10351	XP_448676.1
GVI51_K10395	XP_448677.1
GVI51_K10417	XP_448678.1
GVI51_K10439	XP_448679.1
GVI51_K10461	XP_448680.2
GVI51_K10505	XP_448681.1
GVI51_K10527	XP_448682.1
GVI51_K10549	XP_448683.1
GVI51_K10571	XP_448684.2
GVI51_K10593	XP_448685.1
GVI51_K10593	XP_448685.1
GVI51_K10593	XP_448685.1
GVI51_K10615	XP_448686.1
GVI51_K10637	XP_448687.1
GVI51_K10659	XP_448688.1
GVI51_K10681	XP_065482716.1
GVI51_K10703	XP_448689.1
GVI51_K10725	XP_002999583.1
GVI51_K10725	XP_002999583.1
GVI51_K10747	XP_448690.1
GVI51_K10769	XP_448691.1
GVI51_K10791	XP_448692.1
GVI51_K10813	XP_448693.1
GVI51_K10835	XP_448694.1
GVI51_K10857	XP_448695.1
GVI51_K10879	XP_448696.1
GVI51_K10901	XP_448697.1
GVI51_K10923	XP_448698.1
GVI51_K10945	XP_448699.1
GVI51_K10967	XP_448700.1
GVI51_K11011	XP_448701.1
GVI51_K11033	XP_448702.1
GVI51_K11055	XP_448703.1
GVI51_K11077	XP_448704.1
GVI51_K11099	XP_448705.1
GVI51_K11121	XP_448706.1
GVI51_K11143	XP_448707.1
GVI51_K11165	XP_448708.1
GVI51_K11187	XP_448709.2
GVI51_K11209	XP_448710.1
GVI51_K11231	XP_448711.1
