SPAR_A00010	XP_033764409.1
SPAR_J03060	XP_033767386.1
SPAR_J03070	XP_033767387.1
SPAR_J03080	XP_033767388.1
SPAR_J03090	XP_033767389.1
SPAR_J03100	XP_033767390.1
SPAR_J03110	XP_033767391.1
SPAR_J03120	XP_033767392.1
SPAR_J03130	XP_033767393.1
SPAR_J03140	XP_033767394.1
SPAR_J03150	XP_033767395.1
SPAR_J03160	XP_033767396.1
SPAR_J03170	XP_033767397.1
SPAR_J03180	XP_033767398.1
SPAR_J03190	XP_033767399.1
SPAR_J03200	XP_033767400.1
SPAR_J03210	XP_033767401.1
SPAR_J03220	XP_033767402.1
SPAR_J03220	XP_033767402.1
SPAR_J03230	XP_033767403.1
SPAR_J03240	XP_033767404.1
SPAR_J03250	XP_033767405.1
SPAR_J03260	XP_033767406.1
SPAR_J03270	XP_033767407.1
SPAR_J03280	XP_033767408.1
SPAR_J03290	XP_033767409.1
SPAR_J03300	XP_033767410.1
SPAR_J03310	XP_033767411.1
SPAR_J03310	XP_033767411.1
SPAR_J03320	XP_033767412.1
SPAR_J03330	XP_033767413.1
SPAR_J03340	XP_033767414.1
SPAR_J03350	XP_033767415.1
SPAR_K00010	XP_033767416.1
SPAR_K00020	XP_033767417.1
SPAR_K00030	XP_033767418.1
SPAR_K00040	XP_033767419.1
SPAR_K00050	XP_033767420.1
SPAR_K00060	XP_033767421.1
SPAR_K00070	XP_033767422.1
SPAR_K00080	XP_033767423.1
SPAR_K00090	XP_033767424.1
SPAR_K00100	XP_033767425.1
SPAR_K00110	XP_033767426.1
SPAR_K00120	XP_033767427.1
SPAR_K00130	XP_033767428.1
SPAR_K00140	XP_033767429.1
SPAR_K00150	XP_033767430.1
SPAR_K00160	XP_033767431.1
SPAR_K00170	XP_033767432.1
SPAR_K00180	XP_033767433.1
SPAR_K00190	XP_033767434.1
SPAR_K00200	XP_033767435.1
SPAR_K00210	XP_033767436.1
SPAR_K00220	XP_033767437.1
SPAR_K00230	XP_033767438.1
SPAR_K00240	XP_033767439.1
SPAR_K00250	XP_033767440.1
SPAR_K00260	XP_033767441.1
SPAR_K00270	XP_033767442.1
SPAR_K00280	XP_033767443.1
SPAR_K00290	XP_033767444.1
SPAR_K00300	XP_033767445.1
SPAR_K00310	XP_033767446.1
SPAR_K00310	XP_033767446.1
SPAR_K00320	XP_033767447.1
SPAR_K00330	XP_033767448.1
SPAR_K00340	XP_033767449.1
SPAR_K00350	XP_033767450.1
SPAR_K00360	XP_033767451.1
SPAR_K00370	XP_033767452.1
SPAR_K00380	XP_033767453.1
SPAR_K00390	XP_033767454.1
SPAR_K00400	XP_033767455.1
SPAR_K00410	XP_033767456.1
SPAR_K00410	XP_033767456.1
SPAR_K00420	XP_033767457.1
SPAR_K00430	XP_033767458.1
SPAR_K00440	XP_033767459.1
SPAR_K00450	XP_033767460.1
SPAR_K00460	XP_033767461.1
SPAR_K00470	XP_033767462.1
SPAR_K00480	XP_033767463.1
SPAR_K00490	XP_033767464.1
SPAR_K00500	XP_033767465.1
SPAR_K00510	XP_033767466.1
SPAR_K00520	XP_033767467.1
SPAR_K00530	XP_033767468.1
SPAR_K00540	XP_033767469.1
SPAR_K00550	XP_033767470.1
SPAR_K00560	XP_033767471.1
SPAR_K00570	XP_033767472.1
SPAR_K00580	XP_033767473.1
SPAR_K00590	XP_033767474.1
SPAR_K00600	XP_033767475.1
SPAR_K00610	XP_033767476.1
SPAR_K00620	XP_033767477.1
SPAR_K00620	XP_033767477.1
SPAR_K00630	XP_033767478.1
SPAR_K00630	XP_033767478.1
SPAR_K00640	XP_033767479.1
SPAR_K00650	XP_033767480.1
SPAR_K00660	XP_033767481.1
SPAR_K00670	XP_033767482.1
SPAR_K00680	XP_033767483.1
SPAR_K00690	XP_033767484.1
SPAR_K00700	XP_033767485.1
SPAR_K00710	XP_033767486.1
SPAR_K00720	XP_033767487.1
SPAR_K00730	XP_033767488.1
SPAR_K00740	XP_033767489.1
SPAR_K00750	XP_033767490.1
SPAR_K00760	XP_033767491.1
SPAR_K00770	XP_033767492.1
SPAR_K00780	XP_033767493.1
SPAR_K00790	XP_033767494.1
SPAR_K00800	XP_033767495.1
SPAR_K00810	XP_033767496.1
SPAR_K00820	XP_033767497.1
SPAR_K00830	XP_033767498.1
SPAR_K00840	XP_033767499.1
SPAR_K00850	XP_033767500.1
SPAR_K00860	XP_033767501.1
SPAR_K00870	XP_033767502.1
SPAR_K00880	XP_033767503.1
SPAR_K00890	XP_033767504.1
SPAR_K00900	XP_033767505.1
SPAR_K00910	XP_033767506.1
SPAR_K00920	XP_033767507.1
SPAR_K00930	XP_033767508.1
SPAR_K00940	XP_033767509.1
SPAR_K00950	XP_033767510.1
SPAR_K00960	XP_033767511.1
SPAR_K00970	XP_033767512.1
SPAR_K00980	XP_033767513.1
SPAR_K00990	XP_033767514.1
SPAR_K00990	XP_033767514.1
SPAR_K01000	XP_033767515.1
SPAR_K01010	XP_033767516.1
SPAR_K01020	XP_033767517.1
SPAR_K01030	XP_033767518.1
SPAR_K01040	XP_033767519.1
SPAR_K01050	XP_033767520.1
SPAR_K01060	XP_033767521.1
SPAR_K01070	XP_033767522.1
SPAR_K01080	XP_033767523.1
SPAR_K01090	XP_033767524.1
SPAR_K01100	XP_033767525.1
SPAR_K01110	XP_033767526.1
SPAR_K01120	XP_033767527.1
SPAR_K01130	XP_033767528.1
SPAR_K01140	XP_033767529.1
SPAR_K01150	XP_033767530.1
SPAR_K01160	XP_033767531.1
SPAR_K01170	XP_033767532.1
SPAR_K01180	XP_033767533.1
SPAR_K01190	XP_033767534.1
SPAR_K01200	XP_033767535.1
SPAR_K01210	XP_033767536.1
SPAR_K01220	XP_033767537.1
SPAR_K01230	XP_033767538.1
SPAR_K01240	XP_033767539.1
SPAR_K01250	XP_033767540.1
SPAR_K01260	XP_033767541.1
SPAR_K01270	XP_033767542.1
SPAR_K01280	XP_033767543.1
SPAR_K01290	XP_033767544.1
SPAR_K01300	XP_033767545.1
SPAR_K01300	XP_033767545.1
SPAR_K01310	XP_033767546.1
SPAR_K01320	XP_033767547.1
SPAR_K01330	XP_033767548.1
SPAR_K01340	XP_033767549.1
SPAR_K01350	XP_033767550.1
SPAR_K01360	XP_033767551.1
SPAR_K01370	XP_033767552.1
SPAR_K01380	XP_033767553.1
SPAR_K01390	XP_033767554.1
SPAR_K01400	XP_033767555.1
SPAR_K01410	XP_033767556.1
SPAR_K01420	XP_033767557.1
SPAR_K01430	XP_033767558.1
SPAR_K01440	XP_033767559.1
SPAR_K01450	XP_033767560.1
SPAR_K01460	XP_033767561.1
SPAR_K01470	XP_033767562.1
SPAR_K01480	XP_033767563.1
SPAR_K01490	XP_033767564.1
SPAR_K01500	XP_033767565.1
SPAR_K01510	XP_033767566.1
SPAR_K01520	XP_033767567.1
SPAR_K01530	XP_033767568.1
SPAR_K01540	XP_033767569.1
SPAR_K01550	XP_033767570.1
SPAR_K01560	XP_033767571.1
SPAR_K01570	XP_033767572.1
SPAR_K01580	XP_033767573.1
SPAR_K01590	XP_033767574.1
SPAR_K01600	XP_033767575.1
SPAR_K01610	XP_033767576.1
SPAR_K01620	XP_033767577.1
SPAR_K01630	XP_033767578.1
SPAR_K01640	XP_033767579.1
SPAR_K01650	XP_033767580.1
SPAR_K01660	XP_033767581.1
SPAR_K01670	XP_033767582.1
SPAR_K01670	XP_033767582.1
SPAR_K01680	XP_033767583.1
SPAR_K01690	XP_033767584.1
SPAR_K01700	XP_033767585.1
SPAR_K01710	XP_033767586.1
SPAR_K01720	XP_033767587.1
SPAR_K01730	XP_033767588.1
SPAR_K01740	XP_033767589.1
SPAR_K01750	XP_033767590.1
SPAR_K01760	XP_033767591.1
SPAR_K01770	XP_033767592.1
SPAR_K01780	XP_033767593.1
SPAR_K01790	XP_033767594.1
SPAR_K01800	XP_033767595.1
SPAR_K01810	XP_033767596.1
SPAR_K01820	XP_033767597.1
SPAR_K01830	XP_033767598.1
SPAR_K01830	XP_033767598.1
SPAR_K01840	XP_033767599.1
SPAR_K01850	XP_033767600.1
SPAR_K01860	XP_033767601.1
SPAR_K01870	XP_033767602.1
SPAR_K01870	XP_033767602.1
SPAR_K01880	XP_033767603.1
SPAR_K01890	XP_033767604.1
SPAR_K01900	XP_033767605.1
SPAR_K01910	XP_033767606.1
SPAR_K01920	XP_033767607.1
SPAR_K01930	XP_033767608.1
SPAR_K01940	XP_033767609.1
SPAR_K01950	XP_033767610.1
SPAR_K01960	XP_033767611.1
SPAR_K01970	XP_033767612.1
SPAR_K01980	XP_033767613.1
SPAR_K01990	XP_033767614.1
SPAR_K02000	XP_033767615.1
SPAR_K02010	XP_033767616.1
SPAR_K02020	XP_033767617.1
SPAR_K02030	XP_033767618.1
SPAR_K02030	XP_033767618.1
SPAR_K02040	XP_033767619.1
SPAR_K02040	XP_033767619.1
SPAR_K02050	XP_033767620.1
SPAR_K02060	XP_033767621.1
SPAR_K02070	XP_033767622.1
SPAR_K02080	XP_033767623.1
SPAR_K02080	XP_033767623.1
SPAR_K02090	XP_033767624.1
SPAR_K02100	XP_033767625.1
SPAR_K02110	XP_033767626.1
SPAR_K02120	XP_033767627.1
SPAR_K02130	XP_033767628.1
SPAR_K02130	XP_033767628.1
SPAR_K02140	XP_033767629.1
SPAR_K02140	XP_033767629.1
SPAR_K02150	XP_033767630.1
SPAR_K02160	XP_033767631.1
SPAR_K02170	XP_033767632.1
SPAR_K02180	XP_033767633.1
SPAR_K02190	XP_033767634.1
SPAR_K02200	XP_033767635.1
SPAR_K02210	XP_033767636.1
SPAR_K02220	XP_033767637.1
SPAR_K02230	XP_033767638.1
SPAR_K02240	XP_033767639.1
SPAR_K02250	XP_033767640.1
SPAR_K02260	XP_033767641.1
SPAR_K02270	XP_033767642.1
SPAR_K02280	XP_033767643.1
SPAR_K02290	XP_033767644.1
SPAR_K02300	XP_033767645.1
SPAR_K02310	XP_033767646.1
SPAR_K02320	XP_033767647.1
SPAR_K02330	XP_033767648.1
SPAR_K02340	XP_033767649.1
SPAR_K02350	XP_033767650.1
SPAR_K02360	XP_033767651.1
SPAR_K02370	XP_033767652.1
SPAR_K02380	XP_033767653.1
SPAR_K02390	XP_033767654.1
SPAR_K02400	XP_033767655.1
SPAR_K02410	XP_033767656.1
SPAR_K02420	XP_033767657.1
SPAR_K02430	XP_033767658.1
SPAR_K02440	XP_033767659.1
SPAR_K02440	XP_033767659.1
SPAR_K02450	XP_033767660.1
SPAR_K02460	XP_033767661.1
SPAR_K02470	XP_033767662.1
SPAR_K02480	XP_033767663.1
SPAR_K02490	XP_033767664.1
SPAR_K02500	XP_033767665.1
SPAR_K02510	XP_033767666.1
SPAR_K02520	XP_033767667.1
SPAR_K02530	XP_033767668.1
SPAR_K02540	XP_033767669.1
SPAR_K02550	XP_033767670.1
SPAR_K02560	XP_033767671.1
SPAR_K02570	XP_033767672.1
SPAR_K02580	XP_033767673.1
SPAR_K02590	XP_033767674.1
SPAR_K02600	XP_033767675.1
SPAR_K02610	XP_033767676.1
SPAR_K02610	XP_033767676.1
SPAR_K02620	XP_033767677.1
SPAR_K02630	XP_033767678.1
SPAR_K02640	XP_033767679.1
SPAR_K02650	XP_033767680.1
SPAR_K02660	XP_033767681.1
SPAR_K02670	XP_033767682.1
SPAR_K02680	XP_033767683.1
SPAR_K02690	XP_033767684.1
SPAR_K02700	XP_033767685.1
SPAR_K02710	XP_033767686.1
SPAR_K02720	XP_033767687.1
SPAR_K02730	XP_033767688.1
SPAR_K02740	XP_033767689.1
SPAR_K02750	XP_033767690.1
SPAR_K02760	XP_033767691.1
SPAR_K02770	XP_033767692.1
SPAR_K02780	XP_033767693.1
SPAR_K02790	XP_033767694.1
SPAR_K02800	XP_033767695.1
SPAR_K02810	XP_033767696.1
SPAR_K02820	XP_033767697.1
SPAR_K02830	XP_033767698.1
SPAR_K02840	XP_033767699.1
SPAR_K02850	XP_033767700.1
SPAR_K02860	XP_033767701.1
SPAR_K02870	XP_033767702.1
SPAR_K02880	XP_033767703.1
SPAR_K02890	XP_033767704.1
SPAR_K02900	XP_033767705.1
SPAR_K02910	XP_033767706.1
SPAR_K02920	XP_033767707.1
SPAR_K02930	XP_033767708.1
SPAR_K02940	XP_033767709.1
SPAR_K02950	XP_033767710.1
SPAR_K02960	XP_033767711.1
SPAR_K02970	XP_033767712.1
SPAR_K02980	XP_033767713.1
SPAR_K02980	XP_033767713.1
SPAR_K02990	XP_033767714.1
SPAR_K03000	XP_033767715.1
SPAR_K03010	XP_033767716.1
SPAR_K03020	XP_033767717.1
SPAR_K03030	XP_033767718.1
SPAR_K03040	XP_033767719.1
SPAR_K03050	XP_033767720.1
SPAR_K03060	XP_033767721.1
SPAR_K03070	XP_033767722.1
SPAR_K03080	XP_033767723.1
SPAR_L00030	XP_033767724.1
SPAR_L00040	XP_033767725.1
SPAR_L00050	XP_033767726.1
SPAR_L00060	XP_033767727.1
SPAR_L00070	XP_033767728.1
SPAR_L00080	XP_033767729.1
SPAR_L00090	XP_033767730.1
SPAR_L00100	XP_033767731.1
SPAR_L00110	XP_033767732.1
SPAR_L00120	XP_033767733.1
SPAR_L00130	XP_033767734.1
SPAR_L00130	XP_033767734.1
SPAR_L00140	XP_033767735.1
SPAR_L00150	XP_033767736.1
SPAR_L00160	XP_033767737.1
SPAR_L00170	XP_033767738.1
SPAR_L00180	XP_033767739.1
SPAR_L00190	XP_033767740.1
SPAR_L00200	XP_033767741.1
SPAR_L00210	XP_033767742.1
SPAR_L00220	XP_033767743.1
SPAR_L00230	XP_033767744.1
SPAR_L00240	XP_033767745.1
SPAR_L00250	XP_033767746.1
SPAR_L00260	XP_033767747.1
SPAR_L00270	XP_033767748.1
SPAR_L00280	XP_033767749.1
SPAR_L00290	XP_033767750.1
SPAR_L00300	XP_033767751.1
SPAR_L00310	XP_033767752.1
SPAR_L00320	XP_033767753.1
SPAR_L00330	XP_033767754.1
SPAR_L00340	XP_033767755.1
SPAR_L00350	XP_033767756.1
SPAR_L00360	XP_033767757.1
SPAR_L00370	XP_033767758.1
SPAR_L00380	XP_033767759.1
SPAR_L00390	XP_033767760.1
SPAR_L00400	XP_033767761.1
SPAR_L00410	XP_033767762.1
SPAR_L00420	XP_033767763.1
SPAR_L00430	XP_033767764.1
SPAR_L00440	XP_033767765.1
SPAR_L00450	XP_033767766.1
SPAR_L00460	XP_033767767.1
SPAR_L00470	XP_033767768.1
SPAR_L00480	XP_033767769.1
SPAR_L00490	XP_033767770.1
SPAR_L00500	XP_033767771.1
SPAR_L00510	XP_033767772.1
SPAR_L00520	XP_033767773.1
SPAR_L00530	XP_033767774.1
SPAR_L00540	XP_033767775.1
SPAR_L00550	XP_033767776.1
SPAR_L00560	XP_033767777.1
SPAR_L00570	XP_033767778.1
SPAR_L00580	XP_033767779.1
SPAR_L00590	XP_033767780.1
SPAR_L00600	XP_033767781.1
SPAR_L00610	XP_033767782.1
SPAR_L00620	XP_033767783.1
SPAR_L00630	XP_033767784.1
SPAR_L00640	XP_033767785.1
SPAR_L00650	XP_033767786.1
SPAR_L00660	XP_033767787.1
SPAR_L00670	XP_033767788.1
SPAR_L00680	XP_033767789.1
SPAR_L00690	XP_033767790.1
SPAR_L00700	XP_033767791.1
SPAR_L00710	XP_033767792.1
SPAR_L00720	XP_033767793.1
SPAR_L00730	XP_033767794.1
SPAR_L00740	XP_033767795.1
SPAR_L00750	XP_033767796.1
SPAR_L00760	XP_033767797.1
SPAR_L00770	XP_033767798.1
SPAR_L00780	XP_033767799.1
SPAR_L00790	XP_033767800.1
SPAR_L00800	XP_033767801.1
SPAR_L00810	XP_033767802.1
SPAR_L00820	XP_033767803.1
SPAR_L00830	XP_033767804.1
SPAR_L00840	XP_033767805.1
SPAR_L00850	XP_033767806.1
SPAR_L00860	XP_033767807.1
SPAR_L00870	XP_033767808.1
SPAR_L00880	XP_033767809.1
SPAR_L00890	XP_033767810.1
SPAR_L00900	XP_033767811.1
SPAR_L00910	XP_033767812.1
SPAR_L00920	XP_033767813.1
SPAR_L00930	XP_033767814.1
SPAR_L00940	XP_033767815.1
SPAR_L00950	XP_033767816.1
SPAR_L00960	XP_033767817.1
SPAR_L00970	XP_033767818.1
SPAR_L00980	XP_033767819.1
SPAR_L00990	XP_033767820.1
SPAR_L01000	XP_033767821.1
SPAR_L01010	XP_033767822.1
SPAR_L01020	XP_033767823.1
SPAR_L01030	XP_033767824.1
SPAR_L01030	XP_033767824.1
SPAR_L01040	XP_033767825.1
SPAR_L01050	XP_033767826.1
SPAR_L01060	XP_033767827.1
SPAR_L01070	XP_033767828.1
SPAR_L01080	XP_033767829.1
SPAR_L01090	XP_033767830.1
SPAR_L01100	XP_033767831.1
SPAR_L01100	XP_033767831.1
SPAR_L01110	XP_033767832.1
SPAR_L01120	XP_033767833.1
SPAR_L01130	XP_033767834.1
SPAR_L01140	XP_033767835.1
SPAR_L01150	XP_033767836.1
SPAR_L01160	XP_033767837.1
SPAR_L01170	XP_033767838.1
SPAR_L01170	XP_033767838.1
SPAR_L01180	XP_033767839.1
SPAR_L01190	XP_033767840.1
SPAR_L01200	XP_033767841.1
SPAR_L01210	XP_033767842.1
SPAR_L01220	XP_033767843.1
SPAR_L01230	XP_033767844.1
SPAR_L01240	XP_033767845.1
SPAR_L01250	XP_033767846.1
SPAR_L01260	XP_033767847.1
SPAR_L01270	XP_033767848.1
SPAR_L01280	XP_033767849.1
SPAR_L01290	XP_033767850.1
SPAR_L01300	XP_033767851.1
SPAR_L01310	XP_033767852.1
SPAR_L01320	XP_033767853.1
SPAR_L01320	XP_033767853.1
SPAR_L01330	XP_033767854.1
SPAR_L01330	XP_033767854.1
SPAR_L01340	XP_033767855.1
SPAR_L01350	XP_033767856.1
SPAR_L01360	XP_033767857.1
SPAR_L01370	XP_033767858.1
SPAR_L01380	XP_033767859.1
SPAR_L01390	XP_033767860.1
SPAR_L01400	XP_033767861.1
SPAR_L01410	XP_033767862.1
SPAR_L01420	XP_033767863.1
SPAR_L01430	XP_033767864.1
SPAR_L01440	XP_033767865.1
SPAR_L01450	XP_033767866.1
SPAR_L01460	XP_033767867.1
SPAR_L01460	XP_033767867.1
SPAR_L01470	XP_033767868.1
SPAR_L01480	XP_033767869.1
SPAR_L01490	XP_033767870.1
SPAR_L01500	XP_033767871.1
SPAR_L01510	XP_033767872.1
SPAR_L01520	XP_033767873.1
SPAR_L01530	XP_033767874.1
SPAR_L01540	XP_033767875.1
SPAR_L01550	XP_033767876.1
SPAR_L01560	XP_033767877.1
SPAR_L01570	XP_033767878.1
SPAR_L01580	XP_033767879.1
SPAR_L01590	XP_033767880.1
SPAR_L01600	XP_033767881.1
SPAR_L01610	XP_033767882.1
SPAR_L01620	XP_033767883.1
SPAR_L01630	XP_033767884.1
SPAR_L01640	XP_033767885.1
SPAR_L01650	XP_033767886.1
SPAR_L01660	XP_033767887.1
SPAR_L01670	XP_033767888.1
SPAR_L01680	XP_033767889.1
SPAR_L01690	XP_033767890.1
SPAR_L01700	XP_033767891.1
SPAR_L01710	XP_033767892.1
SPAR_L01720	XP_033767893.1
SPAR_L01730	XP_033767894.1
SPAR_L01740	XP_033767895.1
SPAR_L01750	XP_033767896.1
SPAR_L01760	XP_033767897.1
SPAR_L01760	XP_033767897.1
SPAR_L01770	XP_033767898.1
SPAR_L01780	XP_033767899.1
SPAR_L01790	XP_033767900.1
SPAR_L01800	XP_033767901.1
SPAR_L01810	XP_033767902.1
SPAR_L01820	XP_033767903.1
SPAR_L01830	XP_033767904.1
SPAR_L01840	XP_033767905.1
SPAR_L01850	XP_033767906.1
SPAR_L01860	XP_033767907.1
SPAR_L01870	XP_033767908.1
SPAR_L01880	XP_033767909.1
SPAR_L01890	XP_033767910.1
SPAR_L01900	XP_033767911.1
SPAR_L01910	XP_033767912.1
SPAR_L01920	XP_033767913.1
SPAR_L01930	XP_033767914.1
SPAR_L01940	XP_033767915.1
SPAR_L01950	XP_033767916.1
SPAR_L01960	XP_033767917.1
SPAR_L01970	XP_033767918.1
SPAR_L01980	XP_033767919.1
SPAR_L01990	XP_033767920.1
SPAR_L02000	XP_033767921.1
SPAR_L02010	XP_033767922.1
SPAR_L02020	XP_033767923.1
SPAR_L02025	XP_033767924.1
SPAR_L02028	XP_033767925.1
SPAR_L02029	XP_033767926.1
SPAR_L02030	XP_033767927.1
SPAR_L02040	XP_033767928.1
SPAR_L02050	XP_033767929.1
SPAR_L02060	XP_033767930.1
SPAR_L02070	XP_033767931.1
SPAR_L02080	XP_033767932.1
SPAR_L02090	XP_033767933.1
SPAR_L02100	XP_033767934.1
SPAR_L02110	XP_033767935.1
SPAR_L02120	XP_033767936.1
SPAR_L02130	XP_033767937.1
SPAR_L02140	XP_033767938.1
SPAR_L02150	XP_033767939.1
SPAR_L02160	XP_033767940.1
SPAR_L02170	XP_033767941.1
SPAR_L02180	XP_033767942.1
SPAR_L02190	XP_033767943.1
SPAR_L02190	XP_033767943.1
SPAR_L02200	XP_033767944.1
SPAR_L02210	XP_033767945.1
SPAR_L02220	XP_033767946.1
SPAR_L02230	XP_033767947.1
SPAR_L02240	XP_033767948.1
SPAR_L02250	XP_033767949.1
SPAR_L02260	XP_033767950.1
SPAR_L02270	XP_033767951.1
SPAR_L02280	XP_033767952.1
SPAR_L02290	XP_033767953.1
SPAR_L02300	XP_033767954.1
SPAR_L02310	XP_033767955.1
SPAR_L02320	XP_033767956.1
SPAR_L02320	XP_033767956.1
SPAR_L02330	XP_033767957.1
SPAR_L02340	XP_033767958.1
SPAR_L02350	XP_033767959.1
SPAR_L02360	XP_033767960.1
SPAR_L02370	XP_033767961.1
SPAR_L02380	XP_033767962.1
SPAR_L02390	XP_033767963.1
SPAR_L02400	XP_033767964.1
SPAR_L02410	XP_033767965.1
SPAR_L02420	XP_033767966.1
SPAR_L02430	XP_033767967.1
SPAR_L02430	XP_033767967.1
SPAR_L02440	XP_033767968.1
SPAR_L02450	XP_033767969.1
SPAR_L02460	XP_033767970.1
SPAR_L02470	XP_033767971.1
SPAR_L02480	XP_033767972.1
SPAR_L02490	XP_033767973.1
SPAR_L02500	XP_033767974.1
SPAR_L02510	XP_033767975.1
SPAR_L02520	XP_033767976.1
SPAR_L02530	XP_033767977.1
SPAR_L02540	XP_033767978.1
SPAR_L02550	XP_033767979.1
SPAR_L02560	XP_033767980.1
SPAR_L02570	XP_033767981.1
SPAR_L02580	XP_033767982.1
SPAR_L02590	XP_033767983.1
SPAR_L02600	XP_033767984.1
SPAR_L02610	XP_033767985.1
SPAR_L02620	XP_033767986.1
SPAR_L02630	XP_033767987.1
SPAR_L02640	XP_033767988.1
SPAR_L02650	XP_033767989.1
SPAR_L02660	XP_033767990.1
SPAR_L02670	XP_033767991.1
SPAR_L02680	XP_033767992.1
SPAR_L02690	XP_033767993.1
SPAR_L02700	XP_033767994.1
SPAR_L02710	XP_033767995.1
SPAR_L02720	XP_033767996.1
SPAR_L02730	XP_033767997.1
SPAR_L02740	XP_033767998.1
SPAR_L02750	XP_033767999.1
SPAR_L02760	XP_033768000.1
SPAR_L02770	XP_033768001.1
SPAR_L02780	XP_033768002.1
SPAR_L02790	XP_033768003.1
SPAR_L02800	XP_033768004.1
SPAR_L02810	XP_033768005.1
SPAR_L02820	XP_033768006.1
SPAR_L02830	XP_033768007.1
SPAR_L02840	XP_033768008.1
SPAR_L02850	XP_033768009.1
SPAR_L02860	XP_033768010.1
SPAR_L02870	XP_033768011.1
SPAR_L02880	XP_033768012.1
SPAR_L02890	XP_033768013.1
SPAR_L02900	XP_033768014.1
SPAR_L02910	XP_033768015.1
SPAR_L02920	XP_033768016.1
SPAR_L02930	XP_033768017.1
SPAR_L02940	XP_033768018.1
SPAR_L02950	XP_033768019.1
SPAR_L02960	XP_033768020.1
SPAR_L02970	XP_033768021.1
SPAR_L02980	XP_033768022.1
SPAR_L02990	XP_033768023.1
SPAR_L02990	XP_033768023.1
SPAR_L03000	XP_033768024.1
SPAR_L03010	XP_033768025.1
SPAR_L03020	XP_033768026.1
SPAR_L03030	XP_033768027.1
SPAR_L03040	XP_033768028.1
SPAR_L03050	XP_033768029.1
SPAR_L03060	XP_033768030.1
SPAR_L03070	XP_033768031.1
SPAR_L03080	XP_033768032.1
SPAR_L03090	XP_033768033.1
SPAR_L03100	XP_033768034.1
SPAR_L03110	XP_033768035.1
SPAR_L03120	XP_033768036.1
SPAR_L03130	XP_033768037.1
SPAR_L03140	XP_033768038.1
SPAR_L03150	XP_033768039.1
SPAR_L03160	XP_033768040.1
SPAR_L03170	XP_033768041.1
SPAR_L03180	XP_033768042.1
SPAR_L03190	XP_033768043.1
SPAR_L03200	XP_033768044.1
SPAR_L03210	XP_033768045.1
SPAR_L03220	XP_033768046.1
SPAR_L03230	XP_033768047.1
SPAR_L03240	XP_033768048.1
SPAR_L03240	XP_033768048.1
SPAR_L03250	XP_033768049.1
SPAR_L03260	XP_033768050.1
SPAR_L03270	XP_033768051.1
SPAR_L03280	XP_033768052.1
SPAR_L03290	XP_033768053.1
SPAR_L03300	XP_033768054.1
SPAR_L03310	XP_033768055.1
SPAR_L03320	XP_033768056.1
SPAR_L03330	XP_033768057.1
SPAR_L03340	XP_033768058.1
SPAR_L03350	XP_033768059.1
SPAR_L03360	XP_033768060.1
SPAR_L03370	XP_033768061.1
SPAR_L03380	XP_033768062.1
SPAR_L03390	XP_033768063.1
SPAR_L03400	XP_033768064.1
SPAR_L03410	XP_033768065.1
SPAR_L03420	XP_033768066.1
SPAR_L03430	XP_033768067.1
SPAR_L03440	XP_033768068.1
SPAR_L03450	XP_033768069.1
SPAR_L03460	XP_033768070.1
SPAR_L03460	XP_033768070.1
SPAR_L03470	XP_033768071.1
SPAR_L03480	XP_033768072.1
SPAR_L03490	XP_033768073.1
SPAR_L03500	XP_033768074.1
SPAR_L03510	XP_033768075.1
SPAR_L03520	XP_033768076.1
SPAR_L03520	XP_033768076.1
SPAR_L03530	XP_033768077.1
SPAR_L03540	XP_033768078.1
SPAR_L03550	XP_033768079.1
SPAR_L03560	XP_033768080.1
SPAR_L03570	XP_033768081.1
SPAR_L03570	XP_033768081.1
SPAR_L03580	XP_033768082.1
SPAR_L03590	XP_033768083.1
SPAR_L03600	XP_033768084.1
SPAR_L03610	XP_033768085.1
SPAR_L03620	XP_033768086.1
SPAR_L03630	XP_033768087.1
SPAR_L03640	XP_033768088.1
SPAR_L03650	XP_033768089.1
SPAR_L03660	XP_033768090.1
SPAR_L03670	XP_033768091.1
SPAR_L03680	XP_033768092.1
SPAR_L03690	XP_033768093.1
SPAR_L03700	XP_033768094.1
SPAR_L03710	XP_033768095.1
SPAR_L03710	XP_033768095.1
SPAR_L03720	XP_033768096.1
SPAR_L03730	XP_033768097.1
SPAR_L03740	XP_033768098.1
SPAR_L03750	XP_033768099.1
SPAR_L03760	XP_033768100.1
SPAR_L03770	XP_033768101.1
SPAR_L03780	XP_033768102.1
SPAR_L03780	XP_033768102.1
SPAR_L03790	XP_033768103.1
SPAR_L03800	XP_033768104.1
SPAR_L03810	XP_033768105.1
SPAR_L03820	XP_033768106.1
SPAR_L03830	XP_033768107.1
SPAR_L03840	XP_033768108.1
SPAR_L03850	XP_033768109.1
SPAR_L03860	XP_033768110.1
SPAR_L03870	XP_033768111.1
SPAR_L03880	XP_033768112.1
SPAR_L03890	XP_033768113.1
SPAR_L03900	XP_033768114.1
SPAR_L03910	XP_033768115.1
SPAR_L03920	XP_033768116.1
SPAR_L03930	XP_033768117.1
SPAR_L03940	XP_033768118.1
SPAR_L03950	XP_033768119.1
SPAR_L03960	XP_033768120.1
SPAR_L03970	XP_033768121.1
SPAR_L03980	XP_033768122.1
SPAR_L03990	XP_033768123.1
SPAR_L04000	XP_033768124.1
