NCAS_0A00100	XP_003672961.1
NCAS_0C04440	XP_003675798.1
NCAS_0C04450	XP_003675799.1
NCAS_0C04460	XP_003675800.1
NCAS_0C04470	XP_003675801.1
NCAS_0C04480	XP_003675802.1
NCAS_0C04490	XP_003675803.1
NCAS_0C04500	XP_003675804.1
NCAS_0C04500	XP_003675804.1
NCAS_0C04510	XP_003675805.1
NCAS_0C04520	XP_003675806.1
NCAS_0C04530	XP_003675807.1
NCAS_0C04540	XP_003675808.1
NCAS_0C04550	XP_003675809.1
NCAS_0C04560	XP_003675810.1
NCAS_0C04570	XP_003675811.1
NCAS_0C04580	XP_003675812.1
NCAS_0C04590	XP_003675813.1
NCAS_0C04600	XP_003675814.1
NCAS_0C04610	XP_003675815.1
NCAS_0C04620	XP_003675816.1
NCAS_0C04630	XP_003675817.1
NCAS_0C04630	XP_003675817.1
NCAS_0C04640	XP_003675818.1
NCAS_0C04650	XP_003675819.1
NCAS_0C04660	XP_003675820.1
NCAS_0C04670	XP_003675821.1
NCAS_0C04680	XP_003675822.1
NCAS_0C04690	XP_003675823.1
NCAS_0C04700	XP_003675824.1
NCAS_0C04710	XP_003675825.1
NCAS_0C04720	XP_003675826.1
NCAS_0C04730	XP_003675827.1
NCAS_0C04740	XP_003675828.1
NCAS_0C04750	XP_003675829.1
NCAS_0C04760	XP_003675830.1
NCAS_0C04770	XP_003675831.1
NCAS_0C04780	XP_003675832.1
NCAS_0C04790	XP_003675833.1
NCAS_0C04800	XP_003675834.1
NCAS_0C04810	XP_003675835.1
NCAS_0C04820	XP_003675836.1
NCAS_0C04830	XP_003675837.1
NCAS_0C04840	XP_003675838.1
NCAS_0C04850	XP_003675839.1
NCAS_0C04860	XP_003675840.1
NCAS_0C04870	XP_003675841.1
NCAS_0C04880	XP_003675842.1
NCAS_0C04890	XP_003675843.1
NCAS_0C04900	XP_003675844.1
NCAS_0C04910	XP_003675845.1
NCAS_0C04920	XP_003675846.1
NCAS_0C04930	XP_003675847.1
NCAS_0C04940	XP_003675848.1
NCAS_0C04950	XP_003675849.1
NCAS_0C04960	XP_003675850.1
NCAS_0C04970	XP_003675851.1
NCAS_0C04980	XP_003675852.1
NCAS_0C04990	XP_003675853.1
NCAS_0C05000	XP_003675854.1
NCAS_0C05010	XP_003675855.1
NCAS_0C05020	XP_003675856.1
NCAS_0C05030	XP_003675857.1
NCAS_0C05040	XP_003675858.1
NCAS_0C05050	XP_003675859.1
NCAS_0C05060	XP_003675860.1
NCAS_0C05070	XP_003675861.1
NCAS_0C05080	XP_003675862.1
NCAS_0C05090	XP_003675863.1
NCAS_0C05100	XP_003675864.1
NCAS_0C05110	XP_003675865.1
NCAS_0C05120	XP_003675866.1
NCAS_0C05130	XP_003675867.1
NCAS_0C05140	XP_003675868.1
NCAS_0C05150	XP_003675869.1
NCAS_0C05160	XP_003675870.1
NCAS_0C05170	XP_003675871.1
NCAS_0C05180	XP_003675872.1
NCAS_0C05190	XP_003675873.1
NCAS_0C05200	XP_003675874.1
NCAS_0C05210	XP_003675875.1
NCAS_0C05220	XP_003675876.1
NCAS_0C05230	XP_003675877.1
NCAS_0C05240	XP_003675878.1
NCAS_0C05250	XP_003675879.1
NCAS_0C05260	XP_003675880.1
NCAS_0C05270	XP_003675881.1
NCAS_0C05280	XP_003675882.1
NCAS_0C05290	XP_003675883.1
NCAS_0C05300	XP_003675884.1
NCAS_0C05310	XP_003675885.1
NCAS_0C05320	XP_003675886.1
NCAS_0C05330	XP_003675887.1
NCAS_0C05340	XP_003675888.1
NCAS_0C05350	XP_003675889.1
NCAS_0C05360	XP_003675890.1
NCAS_0C05370	XP_003675891.1
NCAS_0C05380	XP_003675892.1
NCAS_0C05390	XP_003675893.1
NCAS_0C05400	XP_003675894.1
NCAS_0C05410	XP_003675895.1
NCAS_0C05420	XP_003675896.1
NCAS_0C05430	XP_003675897.1
NCAS_0C05440	XP_003675898.1
NCAS_0C05450	XP_003675899.1
NCAS_0C05460	XP_003675900.1
NCAS_0C05470	XP_003675901.1
NCAS_0C05480	XP_003675902.1
NCAS_0C05490	XP_003675903.1
NCAS_0C05500	XP_003675904.1
NCAS_0C05510	XP_003675905.1
NCAS_0C05520	XP_003675906.1
NCAS_0C05530	XP_003675907.1
NCAS_0C05540	XP_003675908.1
NCAS_0C05550	XP_003675909.1
NCAS_0C05560	XP_003675910.1
NCAS_0C05570	XP_003675911.1
NCAS_0C05580	XP_003675912.1
NCAS_0C05590	XP_003675913.1
NCAS_0C05600	XP_003675914.1
NCAS_0C05610	XP_003675915.1
NCAS_0C05620	XP_003675916.1
NCAS_0C05630	XP_003675917.1
NCAS_0C05640	XP_003675918.1
NCAS_0C05650	XP_003675919.1
NCAS_0C05660	XP_003675920.1
NCAS_0C05670	XP_003675921.1
NCAS_0C05680	XP_003675922.1
NCAS_0C05690	XP_003675923.1
NCAS_0C05700	XP_003675924.1
NCAS_0C05710	XP_003675925.1
NCAS_0C05720	XP_003675926.1
NCAS_0C05730	XP_003675927.1
NCAS_0C05740	XP_003675928.1
NCAS_0C05750	XP_003675929.1
NCAS_0C05760	XP_003675930.1
NCAS_0C05770	XP_003675931.1
NCAS_0C05780	XP_003675932.1
NCAS_0C05790	XP_003675933.1
NCAS_0C05800	XP_003675934.1
NCAS_0C05810	XP_003675935.1
NCAS_0C05820	XP_003675936.1
NCAS_0C05830	XP_003675937.1
NCAS_0C05840	XP_003675938.1
NCAS_0C05850	XP_003675939.1
NCAS_0C05860	XP_003675940.1
NCAS_0C05870	XP_003675941.1
NCAS_0C05880	XP_003675942.1
NCAS_0C05890	XP_003675943.1
NCAS_0C05900	XP_003675944.1
NCAS_0C05910	XP_003675945.1
NCAS_0C05920	XP_003675946.1
NCAS_0C05930	XP_003675947.1
NCAS_0C05940	XP_003675948.1
NCAS_0C05950	XP_003675949.1
NCAS_0C05960	XP_003675950.1
NCAS_0C05960	XP_003675950.1
NCAS_0C05970	XP_003675951.1
NCAS_0C05980	XP_003675952.1
NCAS_0C05990	XP_003675953.1
NCAS_0C06000	XP_003675954.1
NCAS_0D00100	XP_003675955.1
NCAS_0D00110	XP_003675956.1
NCAS_0D00120	XP_003675957.1
NCAS_0D00130	XP_003675958.1
NCAS_0D00140	XP_003675959.1
NCAS_0D00150	XP_003675960.1
NCAS_0D00160	XP_003675961.1
NCAS_0D00170	XP_003675962.1
NCAS_0D00180	XP_003675963.1
NCAS_0D00190	XP_003675964.1
NCAS_0D00200	XP_003675965.1
NCAS_0D00210	XP_003675966.1
NCAS_0D00220	XP_003675967.1
NCAS_0D00230	XP_003675968.1
NCAS_0D00240	XP_003675969.1
NCAS_0D00250	XP_003675970.1
NCAS_0D00260	XP_003675971.1
NCAS_0D00270	XP_003675972.1
NCAS_0D00280	XP_003675973.1
NCAS_0D00290	XP_003675974.1
NCAS_0D00300	XP_003675975.1
NCAS_0D00310	XP_003675976.1
NCAS_0D00320	XP_003675977.1
NCAS_0D00330	XP_003675978.1
NCAS_0D00340	XP_003675979.1
NCAS_0D00350	XP_003675980.1
NCAS_0D00360	XP_003675981.1
NCAS_0D00370	XP_003675982.1
NCAS_0D00380	XP_003675983.1
NCAS_0D00390	XP_003675984.1
NCAS_0D00400	XP_003675985.1
NCAS_0D00410	XP_003675986.1
NCAS_0D00420	XP_003675987.1
NCAS_0D00430	XP_003675988.1
NCAS_0D00440	XP_003675989.1
NCAS_0D00450	XP_003675990.1
NCAS_0D00460	XP_003675991.1
NCAS_0D00470	XP_003675992.1
NCAS_0D00480	XP_003675993.1
NCAS_0D00490	XP_003675994.1
NCAS_0D00500	XP_003675995.1
NCAS_0D00500	XP_003675995.1
NCAS_0D00510	XP_003675996.1
NCAS_0D00520	XP_003675997.1
NCAS_0D00530	XP_003675998.1
NCAS_0D00540	XP_003675999.1
NCAS_0D00550	XP_003676000.1
NCAS_0D00560	XP_003676001.1
NCAS_0D00570	XP_003676002.1
NCAS_0D00580	XP_003676003.1
NCAS_0D00590	XP_003676004.1
NCAS_0D00600	XP_003676005.1
NCAS_0D00610	XP_003676006.1
NCAS_0D00620	XP_003676007.1
NCAS_0D00630	XP_003676008.1
NCAS_0D00640	XP_003676009.1
NCAS_0D00650	XP_003676010.1
NCAS_0D00660	XP_003676011.1
NCAS_0D00670	XP_003676012.1
NCAS_0D00680	XP_003676013.1
NCAS_0D00690	XP_003676014.1
NCAS_0D00700	XP_003676015.1
NCAS_0D00710	XP_003676016.1
NCAS_0D00720	XP_003676017.1
NCAS_0D00730	XP_003676018.1
NCAS_0D00740	XP_003676019.1
NCAS_0D00750	XP_003676020.1
NCAS_0D00760	XP_003676021.1
NCAS_0D00770	XP_003676022.1
NCAS_0D00780	XP_003676023.1
NCAS_0D00790	XP_003676024.1
NCAS_0D00800	XP_003676025.1
NCAS_0D00810	XP_003676026.1
NCAS_0D00820	XP_003676027.1
NCAS_0D00830	XP_003676028.1
NCAS_0D00840	XP_003676029.1
NCAS_0D00850	XP_003676030.1
NCAS_0D00860	XP_003676031.1
NCAS_0D00870	XP_003676032.1
NCAS_0D00880	XP_003676033.1
NCAS_0D00890	XP_003676034.1
NCAS_0D00900	XP_003676035.1
NCAS_0D00910	XP_003676036.1
NCAS_0D00920	XP_003676037.1
NCAS_0D00930	XP_003676038.1
NCAS_0D00940	XP_003676039.1
NCAS_0D00950	XP_003676040.1
NCAS_0D00960	XP_003676041.1
NCAS_0D00970	XP_003676042.1
NCAS_0D00980	XP_003676043.1
NCAS_0D00990	XP_003676044.1
NCAS_0D01000	XP_003676045.1
NCAS_0D01010	XP_003676046.1
NCAS_0D01020	XP_003676047.1
NCAS_0D01030	XP_003676048.1
NCAS_0D01040	XP_003676049.1
NCAS_0D01050	XP_003676050.1
NCAS_0D01070	XP_003676051.1
NCAS_0D01080	XP_003676052.1
NCAS_0D01090	XP_003676053.1
NCAS_0D01100	XP_003676054.1
NCAS_0D01110	XP_003676055.1
NCAS_0D01120	XP_003676056.1
NCAS_0D01130	XP_003676057.1
NCAS_0D01140	XP_003676058.1
NCAS_0D01150	XP_003676059.1
NCAS_0D01160	XP_003676060.1
NCAS_0D01170	XP_003676061.1
NCAS_0D01170	XP_003676061.1
NCAS_0D01180	XP_003676062.1
NCAS_0D01180	XP_003676062.1
NCAS_0D01190	XP_003676063.1
NCAS_0D01200	XP_003676064.1
NCAS_0D01210	XP_003676065.1
NCAS_0D01220	XP_003676066.1
NCAS_0D01230	XP_003676067.1
NCAS_0D01240	XP_003676068.1
NCAS_0D01250	XP_003676069.1
NCAS_0D01260	XP_003676070.1
NCAS_0D01270	XP_003676071.1
NCAS_0D01280	XP_003676072.1
NCAS_0D01290	XP_003676073.1
NCAS_0D01300	XP_003676074.1
NCAS_0D01310	XP_003676075.1
NCAS_0D01320	XP_003676076.1
NCAS_0D01330	XP_003676077.1
NCAS_0D01340	XP_003676078.1
NCAS_0D01350	XP_003676079.1
NCAS_0D01360	XP_003676080.1
NCAS_0D01370	XP_003676081.1
NCAS_0D01380	XP_003676082.1
NCAS_0D01390	XP_003676083.1
NCAS_0D01400	XP_003676084.1
NCAS_0D01410	XP_003676085.1
NCAS_0D01420	XP_003676086.1
NCAS_0D01430	XP_003676087.1
NCAS_0D01440	XP_003676088.1
NCAS_0D01450	XP_003676089.1
NCAS_0D01460	XP_003676090.1
NCAS_0D01470	XP_003676091.1
NCAS_0D01480	XP_003676092.1
NCAS_0D01490	XP_003676093.1
NCAS_0D01500	XP_003676094.1
NCAS_0D01510	XP_003676095.1
NCAS_0D01520	XP_003676096.1
NCAS_0D01530	XP_003676097.1
NCAS_0D01540	XP_003676098.1
NCAS_0D01550	XP_003676099.1
NCAS_0D01560	XP_003676100.1
NCAS_0D01570	XP_003676101.1
NCAS_0D01580	XP_003676102.1
NCAS_0D01590	XP_003676103.1
NCAS_0D01600	XP_003676104.1
NCAS_0D01620	XP_003676105.1
NCAS_0D01630	XP_003676106.1
NCAS_0D01630	XP_003676106.1
NCAS_0D01640	XP_003676107.1
NCAS_0D01650	XP_003676108.1
NCAS_0D01660	XP_003676109.1
NCAS_0D01670	XP_003676110.1
NCAS_0D01680	XP_003676111.1
NCAS_0D01690	XP_003676112.1
NCAS_0D01700	XP_003676113.1
NCAS_0D01700	XP_003676113.1
NCAS_0D01710	XP_003676114.1
NCAS_0D01720	XP_003676115.1
NCAS_0D01730	XP_003676116.1
NCAS_0D01740	XP_003676117.1
NCAS_0D01750	XP_003676118.1
NCAS_0D01760	XP_003676119.1
NCAS_0D01770	XP_003676120.1
NCAS_0D01780	XP_003676121.1
NCAS_0D01790	XP_003676122.1
NCAS_0D01800	XP_003676123.1
NCAS_0D01810	XP_003676124.1
NCAS_0D01820	XP_003676125.1
NCAS_0D01830	XP_003676126.1
NCAS_0D01840	XP_003676127.1
NCAS_0D01850	XP_003676128.1
NCAS_0D01860	XP_003676129.1
NCAS_0D01870	XP_003676130.1
NCAS_0D01880	XP_003676131.1
NCAS_0D01890	XP_003676132.1
NCAS_0D01900	XP_003676133.1
NCAS_0D01910	XP_003676134.1
NCAS_0D01920	XP_003676135.1
NCAS_0D01930	XP_003676136.1
NCAS_0D01940	XP_003676137.1
NCAS_0D01950	XP_003676138.1
NCAS_0D01960	XP_003676139.1
NCAS_0D01970	XP_003676140.1
NCAS_0D01980	XP_003676141.1
NCAS_0D01990	XP_003676142.1
NCAS_0D02000	XP_003676143.1
NCAS_0D02010	XP_003676144.1
NCAS_0D02020	XP_003676145.1
NCAS_0D02030	XP_003676146.1
NCAS_0D02040	XP_003676147.1
NCAS_0D02050	XP_003676148.1
NCAS_0D02060	XP_003676149.1
NCAS_0D02070	XP_003676150.1
NCAS_0D02080	XP_003676151.1
NCAS_0D02090	XP_003676152.1
NCAS_0D02100	XP_003676153.1
NCAS_0D02110	XP_003676154.1
NCAS_0D02120	XP_003676155.1
NCAS_0D02130	XP_003676156.1
NCAS_0D02140	XP_003676157.1
NCAS_0D02150	XP_003676158.1
NCAS_0D02160	XP_003676159.1
NCAS_0D02170	XP_003676160.1
NCAS_0D02190	XP_003676161.1
NCAS_0D02200	XP_003676162.1
NCAS_0D02210	XP_003676163.1
NCAS_0D02220	XP_003676164.1
NCAS_0D02230	XP_003676165.1
NCAS_0D02240	XP_003676166.1
NCAS_0D02250	XP_003676167.1
NCAS_0D02260	XP_003676168.1
NCAS_0D02270	XP_003676169.1
NCAS_0D02280	XP_003676170.1
NCAS_0D02290	XP_003676171.1
NCAS_0D02300	XP_003676172.1
NCAS_0D02310	XP_003676173.1
NCAS_0D02320	XP_003676174.1
NCAS_0D02330	XP_003676175.1
NCAS_0D02340	XP_003676176.1
NCAS_0D02350	XP_003676177.1
NCAS_0D02360	XP_003676178.1
NCAS_0D02370	XP_003676179.1
NCAS_0D02380	XP_003676180.1
NCAS_0D02390	XP_003676181.1
NCAS_0D02400	XP_003676182.1
NCAS_0D02410	XP_003676183.1
NCAS_0D02420	XP_003676184.1
NCAS_0D02430	XP_003676185.1
NCAS_0D02440	XP_003676186.1
NCAS_0D02450	XP_003676187.1
NCAS_0D02460	XP_003676188.1
NCAS_0D02470	XP_003676189.1
NCAS_0D02480	XP_003676190.1
NCAS_0D02490	XP_003676191.1
NCAS_0D02500	XP_003676192.1
NCAS_0D02510	XP_003676193.1
NCAS_0D02520	XP_003676194.1
NCAS_0D02530	XP_003676195.1
NCAS_0D02540	XP_003676196.1
NCAS_0D02550	XP_003676197.1
NCAS_0D02560	XP_003676198.1
NCAS_0D02570	XP_003676199.1
NCAS_0D02570	XP_003676199.1
NCAS_0D02580	XP_003676200.1
NCAS_0D02590	XP_003676201.1
NCAS_0D02600	XP_003676202.1
NCAS_0D02610	XP_003676203.1
NCAS_0D02620	XP_003676204.1
NCAS_0D02630	XP_003676205.1
NCAS_0D02640	XP_003676206.1
NCAS_0D02650	XP_003676207.1
NCAS_0D02660	XP_003676208.1
NCAS_0D02670	XP_003676209.1
NCAS_0D02680	XP_003676210.1
NCAS_0D02690	XP_003676211.1
NCAS_0D02700	XP_003676212.1
NCAS_0D02710	XP_003676213.1
NCAS_0D02720	XP_003676214.1
NCAS_0D02730	XP_003676215.1
NCAS_0D02740	XP_003676216.1
NCAS_0D02750	XP_003676217.1
NCAS_0D02760	XP_003676218.1
NCAS_0D02770	XP_003676219.1
NCAS_0D02780	XP_003676220.1
NCAS_0D02790	XP_003676221.1
NCAS_0D02800	XP_003676222.1
NCAS_0D02810	XP_003676223.1
NCAS_0D02820	XP_003676224.1
NCAS_0D02830	XP_003676225.1
NCAS_0D02840	XP_003676226.1
NCAS_0D02850	XP_003676227.1
NCAS_0D02860	XP_003676228.1
NCAS_0D02870	XP_003676229.1
NCAS_0D02880	XP_003676230.1
NCAS_0D02890	XP_003676231.1
NCAS_0D02900	XP_003676232.1
NCAS_0D02910	XP_003676233.1
NCAS_0D02920	XP_003676234.1
NCAS_0D02930	XP_003676235.1
NCAS_0D02930	XP_003676235.1
NCAS_0D02940	XP_003676236.1
NCAS_0D02950	XP_003676237.1
NCAS_0D02960	XP_003676238.1
NCAS_0D02970	XP_003676239.1
NCAS_0D02980	XP_003676240.1
NCAS_0D02990	XP_003676241.1
NCAS_0D03000	XP_003676242.1
NCAS_0D03010	XP_003676243.1
NCAS_0D03020	XP_003676244.1
NCAS_0D03030	XP_003676245.1
NCAS_0D03030	XP_003676245.1
NCAS_0D03040	XP_003676246.1
NCAS_0D03050	XP_003676247.1
NCAS_0D03060	XP_003676248.1
NCAS_0D03070	XP_003676249.1
NCAS_0D03080	XP_003676250.1
NCAS_0D03090	XP_003676251.1
NCAS_0D03100	XP_003676252.1
NCAS_0D03110	XP_003676253.1
NCAS_0D03120	XP_003676254.1
NCAS_0D03130	XP_003676255.1
NCAS_0D03140	XP_003676256.1
NCAS_0D03150	XP_003676257.1
NCAS_0D03160	XP_003676258.1
NCAS_0D03170	XP_003676259.1
NCAS_0D03180	XP_003676260.1
NCAS_0D03190	XP_003676261.1
NCAS_0D03200	XP_003676262.1
NCAS_0D03210	XP_003676263.1
NCAS_0D03220	XP_003676264.1
NCAS_0D03230	XP_003676265.1
NCAS_0D03240	XP_003676266.1
NCAS_0D03250	XP_003676267.1
NCAS_0D03260	XP_003676268.1
NCAS_0D03270	XP_003676269.1
NCAS_0D03280	XP_003676270.1
NCAS_0D03290	XP_003676271.1
NCAS_0D03300	XP_003676272.1
NCAS_0D03310	XP_003676273.1
NCAS_0D03320	XP_003676274.1
NCAS_0D03330	XP_003676275.1
NCAS_0D03340	XP_003676276.1
NCAS_0D03350	XP_003676277.1
NCAS_0D03360	XP_003676278.1
NCAS_0D03370	XP_003676279.1
NCAS_0D03380	XP_003676280.1
NCAS_0D03390	XP_003676281.1
NCAS_0D03400	XP_003676282.1
NCAS_0D03410	XP_003676283.1
NCAS_0D03420	XP_003676284.1
NCAS_0D03430	XP_003676285.1
NCAS_0D03440	XP_003676286.1
NCAS_0D03450	XP_003676287.1
NCAS_0D03460	XP_003676288.1
NCAS_0D03460	XP_003676288.1
NCAS_0D03470	XP_003676289.1
NCAS_0D03480	XP_003676290.1
NCAS_0D03490	XP_003676291.1
NCAS_0D03500	XP_003676292.1
NCAS_0D03510	XP_003676293.1
NCAS_0D03520	XP_003676294.1
NCAS_0D03530	XP_003676295.1
NCAS_0D03540	XP_003676296.1
NCAS_0D03550	XP_003676297.1
NCAS_0D03560	XP_003676298.1
NCAS_0D03570	XP_003676299.1
NCAS_0D03580	XP_003676300.1
NCAS_0D03590	XP_003676301.1
NCAS_0D03600	XP_003676302.1
NCAS_0D03610	XP_003676303.1
NCAS_0D03620	XP_003676304.1
NCAS_0D03630	XP_003676305.1
NCAS_0D03640	XP_003676306.1
NCAS_0D03650	XP_003676307.1
NCAS_0D03660	XP_003676308.1
NCAS_0D03660	XP_003676308.1
NCAS_0D03670	XP_003676309.1
NCAS_0D03680	XP_003676310.1
NCAS_0D03690	XP_003676311.1
NCAS_0D03700	XP_003676312.1
NCAS_0D03710	XP_003676313.1
NCAS_0D03720	XP_003676314.1
NCAS_0D03730	XP_003676315.1
NCAS_0D03740	XP_003676316.1
NCAS_0D03750	XP_003676317.1
NCAS_0D03760	XP_003676318.1
NCAS_0D03760	XP_003676318.1
NCAS_0D03760	XP_003676318.1
NCAS_0D03770	XP_003676319.1
NCAS_0D03780	XP_003676320.1
NCAS_0D03790	XP_003676321.1
NCAS_0D03800	XP_003676322.1
NCAS_0D03810	XP_003676323.1
NCAS_0D03820	XP_003676324.1
NCAS_0D03830	XP_003676325.1
NCAS_0D03840	XP_003676326.1
NCAS_0D03850	XP_003676327.1
NCAS_0D03860	XP_003676328.1
NCAS_0D03870	XP_003676329.1
NCAS_0D03880	XP_003676330.1
NCAS_0D03890	XP_003676331.1
NCAS_0D03900	XP_003676332.1
NCAS_0D03910	XP_003676333.1
NCAS_0D03920	XP_003676334.1
NCAS_0D03930	XP_003676335.1
NCAS_0D03940	XP_003676336.1
NCAS_0D03950	XP_003676337.1
NCAS_0D03960	XP_003676338.1
NCAS_0D03970	XP_003676339.1
NCAS_0D03980	XP_003676340.1
NCAS_0D03990	XP_003676341.1
NCAS_0D04000	XP_003676342.1
NCAS_0D04010	XP_003676343.1
NCAS_0D04020	XP_003676344.1
NCAS_0D04030	XP_003676345.1
NCAS_0D04040	XP_003676346.1
NCAS_0D04050	XP_003676347.1
NCAS_0D04060	XP_003676348.1
NCAS_0D04070	XP_003676349.1
NCAS_0D04080	XP_003676350.1
NCAS_0D04090	XP_003676351.1
NCAS_0D04100	XP_003676352.1
NCAS_0D04110	XP_003676353.1
NCAS_0D04120	XP_003676354.1
NCAS_0D04130	XP_003676355.1
NCAS_0D04140	XP_003676356.1
NCAS_0D04150	XP_003676357.1
NCAS_0D04160	XP_003676358.1
NCAS_0D04170	XP_003676359.1
NCAS_0D04180	XP_003676360.1
NCAS_0D04190	XP_003676361.1
NCAS_0D04200	XP_003676362.1
NCAS_0D04210	XP_003676363.1
NCAS_0D04220	XP_003676364.1
NCAS_0D04230	XP_003676365.1
NCAS_0D04230	XP_003676365.1
NCAS_0D04240	XP_003676366.1
NCAS_0D04250	XP_003676367.1
NCAS_0D04260	XP_003676368.1
NCAS_0D04270	XP_003676369.1
NCAS_0D04280	XP_003676370.1
NCAS_0D04290	XP_003676371.1
NCAS_0D04300	XP_003676372.1
NCAS_0D04310	XP_003676373.1
NCAS_0D04320	XP_003676374.1
NCAS_0D04330	XP_003676375.1
NCAS_0D04340	XP_003676376.1
NCAS_0D04350	XP_003676377.1
NCAS_0D04360	XP_003676378.1
NCAS_0D04370	XP_003676379.1
NCAS_0D04380	XP_003676380.1
NCAS_0D04390	XP_003676381.1
NCAS_0D04400	XP_003676382.1
NCAS_0D04410	XP_003676383.1
NCAS_0D04420	XP_003676384.1
NCAS_0D04430	XP_003676385.1
NCAS_0D04440	XP_003676386.1
NCAS_0D04450	XP_003676387.1
NCAS_0D04460	XP_003676388.1
NCAS_0D04470	XP_003676389.1
NCAS_0D04480	XP_003676390.1
NCAS_0D04490	XP_003676391.1
NCAS_0D04500	XP_003676392.1
NCAS_0D04510	XP_003676393.1
NCAS_0D04520	XP_003676394.1
NCAS_0D04530	XP_003676395.1
NCAS_0D04540	XP_003676396.1
NCAS_0D04550	XP_003676397.1
NCAS_0D04560	XP_003676398.1
NCAS_0D04570	XP_003676399.1
NCAS_0D04580	XP_003676400.1
NCAS_0D04590	XP_003676401.1
NCAS_0D04600	XP_003676402.1
NCAS_0D04610	XP_003676403.1
NCAS_0D04620	XP_003676404.1
NCAS_0D04630	XP_003676405.1
NCAS_0D04640	XP_003676406.1
NCAS_0D04650	XP_003676407.1
NCAS_0D04660	XP_003676408.1
NCAS_0D04660	XP_003676408.1
NCAS_0D04670	XP_003676409.1
NCAS_0D04680	XP_003676410.1
NCAS_0D04690	XP_003676411.1
NCAS_0D04700	XP_003676412.1
NCAS_0D04710	XP_003676413.1
NCAS_0D04720	XP_003676414.1
NCAS_0D04730	XP_003676415.1
NCAS_0D04740	XP_003676416.1
NCAS_0D04750	XP_003676417.1
NCAS_0D04760	XP_003676418.1
NCAS_0D04770	XP_003676419.1
NCAS_0D04780	XP_003676420.1
NCAS_0D04790	XP_003676421.1
NCAS_0D04800	XP_003676422.1
NCAS_0D04810	XP_003676423.1
NCAS_0D04820	XP_003676424.1
NCAS_0D04830	XP_003676425.1
NCAS_0D04840	XP_003676426.1
NCAS_0D04850	XP_003676427.1
NCAS_0D04860	XP_003676428.1
NCAS_0D04870	XP_003676429.1
NCAS_0D04880	XP_003676430.1
NCAS_0D04890	XP_003676431.1
NCAS_0D04900	XP_003676432.1
NCAS_0D04910	XP_003676433.1
NCAS_0D04920	XP_003676434.1
NCAS_0D04930	XP_003676435.1
NCAS_0D04940	XP_003676436.1
NCAS_0D04950	XP_003676437.1
NCAS_0D04960	XP_003676438.1
NCAS_0D04970	XP_003676439.1
NCAS_0D04980	XP_003676440.1
NCAS_0E00100	XP_003676441.1
NCAS_0E00110	XP_003676442.1
NCAS_0E00120	XP_003676443.1
NCAS_0E00130	XP_003676444.1
NCAS_0E00140	XP_003676445.1
NCAS_0E00150	XP_003676446.1
NCAS_0E00160	XP_003676447.1
NCAS_0E00170	XP_003676448.1
NCAS_0E00180	XP_003676449.1
NCAS_0E00190	XP_003676450.1
NCAS_0E00200	XP_003676451.1
NCAS_0E00210	XP_003676452.1
NCAS_0E00220	XP_003676453.1
NCAS_0E00230	XP_003676454.1
NCAS_0E00240	XP_003676455.1
NCAS_0E00250	XP_003676456.1
NCAS_0E00260	XP_003676457.1
NCAS_0E00270	XP_003676458.1
NCAS_0E00280	XP_003676459.1
NCAS_0E00290	XP_003676460.1
NCAS_0E00300	XP_003676461.1
NCAS_0E00310	XP_003676462.1
NCAS_0E00320	XP_003676463.1
NCAS_0E00330	XP_003676464.1
NCAS_0E00340	XP_003676465.1
NCAS_0E00350	XP_003676466.1
NCAS_0E00360	XP_003676467.1
NCAS_0E00370	XP_003676468.1
NCAS_0E00380	XP_003676469.1
NCAS_0E00390	XP_003676470.1
NCAS_0E00400	XP_003676471.1
NCAS_0E00400	XP_003676471.1
NCAS_0E00410	XP_003676472.1
NCAS_0E00420	XP_003676473.1
NCAS_0E00430	XP_003676474.1
NCAS_0E00440	XP_003676475.1
NCAS_0E00450	XP_003676476.1
NCAS_0E00460	XP_003676477.1
NCAS_0E00470	XP_003676478.1
NCAS_0E00480	XP_003676479.1
NCAS_0E00490	XP_003676480.1
NCAS_0E00500	XP_003676481.1
NCAS_0E00510	XP_003676482.1
NCAS_0E00520	XP_003676483.1
NCAS_0E00530	XP_003676484.1
NCAS_0E00540	XP_003676485.1
NCAS_0E00550	XP_003676486.1
NCAS_0E00560	XP_003676487.1
NCAS_0E00570	XP_003676488.1
NCAS_0E00580	XP_003676489.1
NCAS_0E00590	XP_003676490.1
NCAS_0E00600	XP_003676491.1
NCAS_0E00610	XP_003676492.1
NCAS_0E00620	XP_003676493.1
NCAS_0E00630	XP_003676494.1
NCAS_0E00640	XP_003676495.1
NCAS_0E00650	XP_003676496.1
NCAS_0E00660	XP_003676497.1
NCAS_0E00670	XP_003676498.1
NCAS_0E00680	XP_003676499.1
NCAS_0E00690	XP_003676500.1
NCAS_0E00700	XP_003676501.1
NCAS_0E00710	XP_003676502.1
NCAS_0E00720	XP_003676503.1
NCAS_0E00730	XP_003676504.1
NCAS_0E00740	XP_003676505.1
NCAS_0E00750	XP_003676506.1
NCAS_0E00760	XP_003676507.1
NCAS_0E00770	XP_003676508.1
NCAS_0E00780	XP_003676509.1
NCAS_0E00790	XP_003676510.1
NCAS_0E00800	XP_003676511.1
NCAS_0E00810	XP_003676512.1
NCAS_0E00820	XP_003676513.1
NCAS_0E00830	XP_003676514.1
