KAFR_0A00100	XP_003954583.1
KAFR_0E01370	XP_003957426.1
KAFR_0E01380	XP_003957427.1
KAFR_0E01390	XP_003957428.1
KAFR_0E01400	XP_003957429.1
KAFR_0E01410	XP_003957430.1
KAFR_0E01420	XP_003957431.1
KAFR_0E01430	XP_003957432.1
KAFR_0E01440	XP_003957433.1
KAFR_0E01450	XP_003957434.1
KAFR_0E01460	XP_003957435.1
KAFR_0E01470	XP_003957436.1
KAFR_0E01480	XP_003957437.1
KAFR_0E01490	XP_003957438.1
KAFR_0E01500	XP_003957439.1
KAFR_0E01510	XP_003957440.1
KAFR_0E01520	XP_003957441.1
KAFR_0E01530	XP_003957442.1
KAFR_0E01540	XP_003957443.1
KAFR_0E01550	XP_003957444.1
KAFR_0E01560	XP_003957445.1
KAFR_0E01570	XP_003957446.1
KAFR_0E01580	XP_003957447.1
KAFR_0E01590	XP_003957448.1
KAFR_0E01590	XP_003957448.1
KAFR_0E01600	XP_003957449.1
KAFR_0E01610	XP_003957450.1
KAFR_0E01610	XP_003957450.1
KAFR_0E01620	XP_003957451.1
KAFR_0E01630	XP_003957452.1
KAFR_0E01640	XP_003957453.1
KAFR_0E01650	XP_003957454.1
KAFR_0E01660	XP_003957455.1
KAFR_0E01670	XP_003957456.1
KAFR_0E01680	XP_003957457.1
KAFR_0E01690	XP_003957458.1
KAFR_0E01700	XP_003957459.1
KAFR_0E01710	XP_003957460.1
KAFR_0E01720	XP_003957461.1
KAFR_0E01730	XP_003957462.1
KAFR_0E01740	XP_003957463.1
KAFR_0E01750	XP_003957464.1
KAFR_0E01760	XP_003957465.1
KAFR_0E01770	XP_003957466.1
KAFR_0E01780	XP_003957467.1
KAFR_0E01790	XP_003957468.1
KAFR_0E01800	XP_003957469.1
KAFR_0E01810	XP_003957470.1
KAFR_0E01820	XP_003957471.1
KAFR_0E01830	XP_003957472.1
KAFR_0E01840	XP_003957473.1
KAFR_0E01850	XP_003957474.1
KAFR_0E01860	XP_003957475.1
KAFR_0E01870	XP_003957476.1
KAFR_0E01880	XP_003957477.1
KAFR_0E01890	XP_003957478.1
KAFR_0E01900	XP_003957479.1
KAFR_0E01910	XP_003957480.1
KAFR_0E01920	XP_003957481.1
KAFR_0E01930	XP_003957482.1
KAFR_0E01940	XP_003957483.1
KAFR_0E01950	XP_003957484.1
KAFR_0E01960	XP_003957485.1
KAFR_0E01980	XP_003957486.1
KAFR_0E01980	XP_003957486.1
KAFR_0E01990	XP_003957487.1
KAFR_0E02000	XP_003957488.1
KAFR_0E02010	XP_003957489.1
KAFR_0E02020	XP_003957490.1
KAFR_0E02030	XP_003957491.1
KAFR_0E02040	XP_003957492.1
KAFR_0E02050	XP_003957493.1
KAFR_0E02050	XP_003957493.1
KAFR_0E02060	XP_003957494.1
KAFR_0E02070	XP_003957495.1
KAFR_0E02080	XP_003957496.1
KAFR_0E02090	XP_003957497.1
KAFR_0E02100	XP_003957498.1
KAFR_0E02110	XP_003957499.1
KAFR_0E02120	XP_003957500.1
KAFR_0E02130	XP_003957501.1
KAFR_0E02140	XP_003957502.1
KAFR_0E02150	XP_003957503.1
KAFR_0E02160	XP_003957504.1
KAFR_0E02170	XP_003957505.1
KAFR_0E02180	XP_003957506.1
KAFR_0E02190	XP_003957507.1
KAFR_0E02200	XP_003957508.1
KAFR_0E02210	XP_003957509.1
KAFR_0E02220	XP_003957510.1
KAFR_0E02230	XP_003957511.1
KAFR_0E02240	XP_003957512.1
KAFR_0E02250	XP_003957513.1
KAFR_0E02260	XP_003957514.1
KAFR_0E02270	XP_003957515.1
KAFR_0E02280	XP_003957516.1
KAFR_0E02290	XP_003957517.1
KAFR_0E02300	XP_003957518.1
KAFR_0E02310	XP_003957519.1
KAFR_0E02320	XP_003957520.1
KAFR_0E02330	XP_003957521.1
KAFR_0E02340	XP_003957522.1
KAFR_0E02350	XP_003957523.1
KAFR_0E02360	XP_003957524.1
KAFR_0E02370	XP_003957525.1
KAFR_0E02380	XP_003957526.1
KAFR_0E02390	XP_003957527.1
KAFR_0E02400	XP_003957528.1
KAFR_0E02410	XP_003957529.1
KAFR_0E02420	XP_003957530.1
KAFR_0E02430	XP_003957531.1
KAFR_0E02440	XP_003957532.1
KAFR_0E02450	XP_003957533.1
KAFR_0E02460	XP_003957534.1
KAFR_0E02470	XP_003957535.1
KAFR_0E02480	XP_003957536.1
KAFR_0E02490	XP_003957537.1
KAFR_0E02500	XP_003957538.1
KAFR_0E02510	XP_003957539.1
KAFR_0E02520	XP_003957540.1
KAFR_0E02530	XP_003957541.1
KAFR_0E02540	XP_003957542.1
KAFR_0E02550	XP_003957543.1
KAFR_0E02560	XP_003957544.1
KAFR_0E02570	XP_003957545.1
KAFR_0E02580	XP_003957546.1
KAFR_0E02590	XP_003957547.1
KAFR_0E02600	XP_003957548.1
KAFR_0E02610	XP_003957549.1
KAFR_0E02620	XP_003957550.1
KAFR_0E02630	XP_003957551.1
KAFR_0E02650	XP_003957552.1
KAFR_0E02660	XP_003957553.1
KAFR_0E02670	XP_003957554.1
KAFR_0E02680	XP_003957555.1
KAFR_0E02690	XP_003957556.1
KAFR_0E02700	XP_003957557.1
KAFR_0E02710	XP_003957558.1
KAFR_0E02720	XP_003957559.1
KAFR_0E02730	XP_003957560.1
KAFR_0E02740	XP_003957561.1
KAFR_0E02750	XP_003957562.1
KAFR_0E02760	XP_003957563.1
KAFR_0E02770	XP_003957564.1
KAFR_0E02780	XP_003957565.1
KAFR_0E02790	XP_003957566.1
KAFR_0E02800	XP_003957567.1
KAFR_0E02810	XP_003957568.1
KAFR_0E02820	XP_003957569.1
KAFR_0E02830	XP_003957570.1
KAFR_0E02840	XP_003957571.1
KAFR_0E02850	XP_003957572.1
KAFR_0E02860	XP_003957573.1
KAFR_0E02870	XP_003957574.1
KAFR_0E02880	XP_003957575.1
KAFR_0E02890	XP_003957576.1
KAFR_0E02900	XP_003957577.1
KAFR_0E02910	XP_003957578.1
KAFR_0E02920	XP_003957579.1
KAFR_0E02930	XP_003957580.1
KAFR_0E02940	XP_003957581.1
KAFR_0E02950	XP_003957582.1
KAFR_0E02960	XP_003957583.1
KAFR_0E02970	XP_003957584.1
KAFR_0E02980	XP_003957585.1
KAFR_0E02990	XP_003957586.1
KAFR_0E03000	XP_003957587.1
KAFR_0E03010	XP_003957588.1
KAFR_0E03020	XP_003957589.1
KAFR_0E03030	XP_003957590.1
KAFR_0E03040	XP_003957591.1
KAFR_0E03050	XP_003957592.1
KAFR_0E03060	XP_003957593.1
KAFR_0E03070	XP_003957594.1
KAFR_0E03080	XP_003957595.1
KAFR_0E03090	XP_003957596.1
KAFR_0E03100	XP_003957597.1
KAFR_0E03110	XP_003957598.1
KAFR_0E03120	XP_003957599.1
KAFR_0E03130	XP_003957600.1
KAFR_0E03140	XP_003957601.1
KAFR_0E03150	XP_003957602.1
KAFR_0E03160	XP_003957603.1
KAFR_0E03170	XP_003957604.1
KAFR_0E03180	XP_003957605.1
KAFR_0E03190	XP_003957606.1
KAFR_0E03200	XP_003957607.1
KAFR_0E03210	XP_003957608.1
KAFR_0E03220	XP_003957609.1
KAFR_0E03230	XP_003957610.1
KAFR_0E03240	XP_003957611.1
KAFR_0E03250	XP_003957612.1
KAFR_0E03260	XP_003957613.1
KAFR_0E03270	XP_003957614.1
KAFR_0E03280	XP_003957615.1
KAFR_0E03280	XP_003957615.1
KAFR_0E03280	XP_003957615.1
KAFR_0E03290	XP_003957616.1
KAFR_0E03300	XP_003957617.1
KAFR_0E03310	XP_003957618.1
KAFR_0E03320	XP_003957619.1
KAFR_0E03330	XP_003957620.1
KAFR_0E03340	XP_003957621.1
KAFR_0E03350	XP_003957622.1
KAFR_0E03360	XP_003957623.1
KAFR_0E03370	XP_003957624.1
KAFR_0E03380	XP_003957625.1
KAFR_0E03390	XP_003957626.1
KAFR_0E03400	XP_003957627.1
KAFR_0E03410	XP_003957628.1
KAFR_0E03420	XP_003957629.1
KAFR_0E03430	XP_003957630.1
KAFR_0E03440	XP_003957631.1
KAFR_0E03450	XP_003957632.1
KAFR_0E03460	XP_003957633.1
KAFR_0E03480	XP_003957634.1
KAFR_0E03490	XP_003957635.1
KAFR_0E03500	XP_003957636.1
KAFR_0E03510	XP_003957637.1
KAFR_0E03520	XP_003957638.1
KAFR_0E03530	XP_003957639.1
KAFR_0E03540	XP_003957640.1
KAFR_0E03550	XP_003957641.1
KAFR_0E03560	XP_003957642.1
KAFR_0E03570	XP_003957643.1
KAFR_0E03580	XP_003957644.1
KAFR_0E03590	XP_003957645.1
KAFR_0E03600	XP_003957646.1
KAFR_0E03610	XP_003957647.1
KAFR_0E03620	XP_003957648.1
KAFR_0E03630	XP_003957649.1
KAFR_0E03640	XP_003957650.1
KAFR_0E03650	XP_003957651.1
KAFR_0E03660	XP_003957652.1
KAFR_0E03670	XP_003957653.1
KAFR_0E03680	XP_003957654.1
KAFR_0E03690	XP_003957655.1
KAFR_0E03700	XP_003957656.1
KAFR_0E03710	XP_003957657.1
KAFR_0E03710	XP_003957657.1
KAFR_0E03720	XP_003957658.1
KAFR_0E03720	XP_003957658.1
KAFR_0E03730	XP_003957659.1
KAFR_0E03740	XP_003957660.1
KAFR_0E03750	XP_003957661.1
KAFR_0E03760	XP_003957662.1
KAFR_0E03770	XP_003957663.1
KAFR_0E03780	XP_003957664.1
KAFR_0E03790	XP_003957665.1
KAFR_0E03800	XP_003957666.1
KAFR_0E03810	XP_003957667.1
KAFR_0E03820	XP_003957668.1
KAFR_0E03830	XP_003957669.1
KAFR_0E03840	XP_003957670.1
KAFR_0E03850	XP_003957671.1
KAFR_0E03860	XP_003957672.1
KAFR_0E03870	XP_003957673.1
KAFR_0E03880	XP_003957674.1
KAFR_0E03890	XP_003957675.1
KAFR_0E03900	XP_003957676.1
KAFR_0E03910	XP_003957677.1
KAFR_0E03920	XP_003957678.1
KAFR_0E03930	XP_003957679.1
KAFR_0E03930	XP_003957679.1
KAFR_0E03940	XP_003957680.1
KAFR_0E03950	XP_003957681.1
KAFR_0E03960	XP_003957682.1
KAFR_0E03970	XP_003957683.1
KAFR_0E03980	XP_003957684.1
KAFR_0E03990	XP_003957685.1
KAFR_0E04000	XP_003957686.1
KAFR_0E04010	XP_003957687.1
KAFR_0E04020	XP_003957688.1
KAFR_0E04030	XP_003957689.1
KAFR_0E04040	XP_003957690.1
KAFR_0E04050	XP_003957691.1
KAFR_0E04060	XP_003957692.1
KAFR_0E04070	XP_003957693.1
KAFR_0E04080	XP_003957694.1
KAFR_0E04090	XP_003957695.1
KAFR_0E04100	XP_003957696.1
KAFR_0E04110	XP_003957697.1
KAFR_0E04120	XP_003957698.1
KAFR_0E04130	XP_003957699.1
KAFR_0E04140	XP_003957700.1
KAFR_0E04150	XP_003957701.1
KAFR_0E04160	XP_003957702.1
KAFR_0E04170	XP_003957703.1
KAFR_0E04180	XP_003957704.1
KAFR_0E04190	XP_003957705.1
KAFR_0E04200	XP_003957706.1
KAFR_0E04200	XP_003957706.1
KAFR_0E04210	XP_003957707.1
KAFR_0E04220	XP_003957708.1
KAFR_0E04230	XP_003957709.1
KAFR_0E04240	XP_003957710.1
KAFR_0E04250	XP_003957711.1
KAFR_0E04260	XP_003957712.1
KAFR_0E04270	XP_003957713.1
KAFR_0E04280	XP_003957714.1
KAFR_0E04290	XP_003957715.1
KAFR_0E04300	XP_003957716.1
KAFR_0E04310	XP_003957717.1
KAFR_0E04320	XP_003957718.1
KAFR_0E04330	XP_003957719.1
KAFR_0E04340	XP_003957720.1
KAFR_0E04360	XP_003957721.1
KAFR_0E04370	XP_003957722.1
KAFR_0E04380	XP_003957723.1
KAFR_0E04390	XP_003957724.1
KAFR_0E04400	XP_003957725.1
KAFR_0E04410	XP_003957726.1
KAFR_0E04420	XP_003957727.1
KAFR_0E04430	XP_003957728.1
KAFR_0E04440	XP_003957729.1
KAFR_0E04450	XP_003957730.1
KAFR_0E04460	XP_003957731.1
KAFR_0E04470	XP_003957732.1
KAFR_0E04470	XP_003957732.1
KAFR_0E04480	XP_003957733.1
KAFR_0E04490	XP_003957734.1
KAFR_0E04495	XP_003957735.1
KAFR_0E04500	XP_003957736.1
KAFR_0F00100	XP_003957737.2
KAFR_0F00105	XP_003957738.1
KAFR_0F00110	XP_003957739.1
KAFR_0F00115	XP_003957740.1
KAFR_0F00120	XP_003957741.2
KAFR_0F00125	XP_003957742.1
KAFR_0F00127	XP_003957743.1
KAFR_0F00129	XP_003957744.1
KAFR_0F00130	XP_003957745.1
KAFR_0F00140	XP_003957746.1
KAFR_0F00150	XP_003957747.1
KAFR_0F00160	XP_003957748.1
KAFR_0F00170	XP_003957749.1
KAFR_0F00180	XP_003957750.1
KAFR_0F00190	XP_003957751.1
KAFR_0F00200	XP_003957752.1
KAFR_0F00210	XP_003957753.1
KAFR_0F00220	XP_003957754.1
KAFR_0F00230	XP_003957755.1
KAFR_0F00240	XP_003957756.1
KAFR_0F00250	XP_003957757.1
KAFR_0F00260	XP_003957758.1
KAFR_0F00270	XP_003957759.1
KAFR_0F00280	XP_003957760.1
KAFR_0F00290	XP_003957761.1
KAFR_0F00300	XP_003957762.1
KAFR_0F00310	XP_003957763.1
KAFR_0F00320	XP_003957764.1
KAFR_0F00330	XP_003957765.1
KAFR_0F00330	XP_003957765.1
KAFR_0F00340	XP_003957766.1
KAFR_0F00350	XP_003957767.1
KAFR_0F00360	XP_003957768.1
KAFR_0F00370	XP_003957769.1
KAFR_0F00380	XP_003957770.1
KAFR_0F00390	XP_003957771.1
KAFR_0F00400	XP_003957772.1
KAFR_0F00410	XP_003957773.1
KAFR_0F00420	XP_003957774.1
KAFR_0F00430	XP_003957775.1
KAFR_0F00440	XP_003957776.1
KAFR_0F00450	XP_003957777.1
KAFR_0F00460	XP_003957778.1
KAFR_0F00470	XP_003957779.1
KAFR_0F00480	XP_003957780.1
KAFR_0F00480	XP_003957780.1
KAFR_0F00490	XP_003957781.1
KAFR_0F00500	XP_003957782.1
KAFR_0F00510	XP_003957783.1
KAFR_0F00510	XP_003957783.1
KAFR_0F00520	XP_003957784.1
KAFR_0F00530	XP_003957785.1
KAFR_0F00540	XP_003957786.1
KAFR_0F00550	XP_003957787.1
KAFR_0F00560	XP_003957788.1
KAFR_0F00570	XP_003957789.1
KAFR_0F00580	XP_003957790.1
KAFR_0F00590	XP_003957791.1
KAFR_0F00600	XP_003957792.1
KAFR_0F00610	XP_003957793.1
KAFR_0F00610	XP_003957793.1
KAFR_0F00620	XP_003957794.1
KAFR_0F00630	XP_003957795.1
KAFR_0F00640	XP_003957796.1
KAFR_0F00650	XP_003957797.1
KAFR_0F00660	XP_003957798.1
KAFR_0F00670	XP_003957799.1
KAFR_0F00670	XP_003957799.1
KAFR_0F00680	XP_003957800.1
KAFR_0F00690	XP_003957801.1
KAFR_0F00700	XP_003957802.1
KAFR_0F00710	XP_003957803.1
KAFR_0F00720	XP_003957804.1
KAFR_0F00730	XP_003957805.1
KAFR_0F00740	XP_003957806.1
KAFR_0F00750	XP_003957807.1
KAFR_0F00760	XP_003957808.1
KAFR_0F00770	XP_003957809.1
KAFR_0F00780	XP_003957810.1
KAFR_0F00790	XP_003957811.1
KAFR_0F00800	XP_003957812.1
KAFR_0F00810	XP_003957813.1
KAFR_0F00820	XP_003957814.1
KAFR_0F00830	XP_003957815.1
KAFR_0F00840	XP_003957816.1
KAFR_0F00850	XP_003957817.1
KAFR_0F00860	XP_003957818.1
KAFR_0F00870	XP_003957819.1
KAFR_0F00880	XP_003957820.1
KAFR_0F00890	XP_003957821.1
KAFR_0F00900	XP_003957822.1
KAFR_0F00910	XP_003957823.1
KAFR_0F00920	XP_003957824.1
KAFR_0F00930	XP_003957825.1
KAFR_0F00940	XP_003957826.1
KAFR_0F00950	XP_003957827.1
KAFR_0F00960	XP_003957828.1
KAFR_0F00970	XP_003957829.1
KAFR_0F00990	XP_003957830.1
KAFR_0F01000	XP_003957831.1
KAFR_0F01010	XP_003957832.1
KAFR_0F01020	XP_003957833.1
KAFR_0F01020	XP_003957833.1
KAFR_0F01030	XP_003957834.1
KAFR_0F01040	XP_003957835.1
KAFR_0F01050	XP_003957836.1
KAFR_0F01060	XP_003957837.1
KAFR_0F01070	XP_003957838.1
KAFR_0F01080	XP_003957839.1
KAFR_0F01090	XP_003957840.1
KAFR_0F01100	XP_003957841.1
KAFR_0F01110	XP_003957842.1
KAFR_0F01120	XP_003957843.1
KAFR_0F01120	XP_003957843.1
KAFR_0F01130	XP_003957844.1
KAFR_0F01140	XP_003957845.1
KAFR_0F01150	XP_003957846.1
KAFR_0F01160	XP_003957847.1
KAFR_0F01170	XP_003957848.1
KAFR_0F01180	XP_003957849.1
KAFR_0F01190	XP_003957850.1
KAFR_0F01200	XP_003957851.1
KAFR_0F01210	XP_003957852.1
KAFR_0F01220	XP_003957853.1
KAFR_0F01230	XP_003957854.1
KAFR_0F01240	XP_003957855.1
KAFR_0F01250	XP_003957856.1
KAFR_0F01260	XP_003957857.1
KAFR_0F01270	XP_003957858.1
KAFR_0F01280	XP_003957859.1
KAFR_0F01290	XP_003957860.1
KAFR_0F01300	XP_003957861.1
KAFR_0F01310	XP_003957862.1
KAFR_0F01320	XP_003957863.1
KAFR_0F01330	XP_003957864.1
KAFR_0F01340	XP_003957865.1
KAFR_0F01350	XP_003957866.1
KAFR_0F01360	XP_003957867.1
KAFR_0F01370	XP_003957868.1
KAFR_0F01380	XP_003957869.1
KAFR_0F01390	XP_003957870.1
KAFR_0F01400	XP_003957871.1
KAFR_0F01410	XP_003957872.1
KAFR_0F01420	XP_003957873.1
KAFR_0F01430	XP_003957874.1
KAFR_0F01440	XP_003957875.1
KAFR_0F01450	XP_003957876.1
KAFR_0F01460	XP_003957877.1
KAFR_0F01470	XP_003957878.1
KAFR_0F01480	XP_003957879.1
KAFR_0F01490	XP_003957880.1
KAFR_0F01495	XP_003957881.1
KAFR_0F01500	XP_003957882.1
KAFR_0F01510	XP_003957883.1
KAFR_0F01520	XP_003957884.1
KAFR_0F01530	XP_003957885.1
KAFR_0F01540	XP_003957886.1
KAFR_0F01550	XP_003957887.1
KAFR_0F01560	XP_003957888.1
KAFR_0F01570	XP_003957889.1
KAFR_0F01580	XP_003957890.1
KAFR_0F01590	XP_003957891.1
KAFR_0F01600	XP_003957892.1
KAFR_0F01610	XP_003957893.1
KAFR_0F01610	XP_003957893.1
KAFR_0F01620	XP_003957894.1
KAFR_0F01630	XP_003957895.1
KAFR_0F01640	XP_003957896.1
KAFR_0F01650	XP_003957897.1
KAFR_0F01660	XP_003957898.1
KAFR_0F01670	XP_003957899.1
KAFR_0F01680	XP_003957900.1
KAFR_0F01690	XP_003957901.1
KAFR_0F01700	XP_003957902.1
KAFR_0F01710	XP_003957903.1
KAFR_0F01720	XP_003957904.1
KAFR_0F01730	XP_003957905.1
KAFR_0F01740	XP_003957906.1
KAFR_0F01750	XP_003957907.1
KAFR_0F01760	XP_003957908.1
KAFR_0F01770	XP_003957909.1
KAFR_0F01780	XP_003957910.1
KAFR_0F01790	XP_003957911.1
KAFR_0F01800	XP_003957912.1
KAFR_0F01810	XP_003957913.1
KAFR_0F01820	XP_003957914.1
KAFR_0F01830	XP_003957915.1
KAFR_0F01840	XP_003957916.1
KAFR_0F01850	XP_003957917.1
KAFR_0F01860	XP_003957918.1
KAFR_0F01870	XP_003957919.1
KAFR_0F01880	XP_003957920.1
KAFR_0F01890	XP_003957921.1
KAFR_0F01900	XP_003957922.1
KAFR_0F01910	XP_003957923.1
KAFR_0F01920	XP_003957924.1
KAFR_0F01930	XP_003957925.1
KAFR_0F01940	XP_003957926.1
KAFR_0F01950	XP_003957927.1
KAFR_0F01960	XP_003957928.1
KAFR_0F01970	XP_003957929.1
KAFR_0F01970	XP_003957929.1
KAFR_0F01980	XP_003957930.1
KAFR_0F01990	XP_003957931.1
KAFR_0F02000	XP_003957932.1
KAFR_0F02010	XP_003957933.1
KAFR_0F02020	XP_003957934.1
KAFR_0F02030	XP_003957935.1
KAFR_0F02040	XP_003957936.1
KAFR_0F02050	XP_003957937.1
KAFR_0F02060	XP_003957938.1
KAFR_0F02070	XP_003957939.1
KAFR_0F02080	XP_003957940.1
KAFR_0F02090	XP_003957941.1
KAFR_0F02100	XP_003957942.1
KAFR_0F02110	XP_003957943.1
KAFR_0F02120	XP_003957944.1
KAFR_0F02130	XP_003957945.1
KAFR_0F02140	XP_003957946.1
KAFR_0F02150	XP_003957947.1
KAFR_0F02160	XP_003957948.1
KAFR_0F02170	XP_003957949.1
KAFR_0F02180	XP_003957950.1
KAFR_0F02190	XP_003957951.1
KAFR_0F02200	XP_003957952.1
KAFR_0F02210	XP_003957953.1
KAFR_0F02220	XP_003957954.1
KAFR_0F02230	XP_003957955.1
KAFR_0F02240	XP_003957956.1
KAFR_0F02250	XP_003957957.1
KAFR_0F02260	XP_003957958.1
KAFR_0F02270	XP_003957959.1
KAFR_0F02280	XP_003957960.1
KAFR_0F02290	XP_003957961.1
KAFR_0F02300	XP_003957962.1
KAFR_0F02310	XP_003957963.1
KAFR_0F02320	XP_003957964.1
KAFR_0F02330	XP_003957965.1
KAFR_0F02340	XP_003957966.1
KAFR_0F02350	XP_003957967.1
KAFR_0F02360	XP_003957968.1
KAFR_0F02370	XP_003957969.1
KAFR_0F02380	XP_003957970.1
KAFR_0F02390	XP_003957971.1
KAFR_0F02400	XP_003957972.1
KAFR_0F02410	XP_003957973.1
KAFR_0F02420	XP_003957974.1
KAFR_0F02430	XP_003957975.1
KAFR_0F02440	XP_003957976.1
KAFR_0F02450	XP_003957977.1
KAFR_0F02460	XP_003957978.1
KAFR_0F02470	XP_003957979.1
KAFR_0F02480	XP_003957980.1
KAFR_0F02490	XP_003957981.1
KAFR_0F02500	XP_003957982.1
KAFR_0F02510	XP_003957983.1
KAFR_0F02520	XP_003957984.1
KAFR_0F02530	XP_003957985.1
KAFR_0F02540	XP_003957986.1
KAFR_0F02550	XP_003957987.1
KAFR_0F02560	XP_003957988.1
KAFR_0F02570	XP_003957989.1
KAFR_0F02580	XP_003957990.1
KAFR_0F02590	XP_003957991.1
KAFR_0F02600	XP_003957992.1
KAFR_0F02610	XP_003957993.1
KAFR_0F02620	XP_003957994.1
KAFR_0F02630	XP_003957995.1
KAFR_0F02640	XP_003957996.1
KAFR_0F02650	XP_003957997.1
KAFR_0F02660	XP_003957998.1
KAFR_0F02670	XP_003957999.1
KAFR_0F02680	XP_003958000.1
KAFR_0F02690	XP_003958001.1
KAFR_0F02700	XP_003958002.1
KAFR_0F02710	XP_003958003.1
KAFR_0F02720	XP_003958004.1
KAFR_0F02730	XP_003958005.1
KAFR_0F02740	XP_003958006.1
KAFR_0F02750	XP_003958007.1
KAFR_0F02760	XP_003958008.1
KAFR_0F02770	XP_003958009.1
KAFR_0F02780	XP_003958010.1
KAFR_0F02790	XP_003958011.1
KAFR_0F02800	XP_003958012.1
KAFR_0F02810	XP_003958013.1
KAFR_0F02820	XP_003958014.1
KAFR_0F02840	XP_003958015.1
KAFR_0F02850	XP_003958016.1
KAFR_0F02860	XP_003958017.1
KAFR_0F02870	XP_003958018.1
KAFR_0F02880	XP_003958019.1
KAFR_0F02890	XP_003958020.1
KAFR_0F02900	XP_003958021.1
KAFR_0F02910	XP_003958022.1
KAFR_0F02920	XP_003958023.1
KAFR_0F02930	XP_003958024.1
KAFR_0F02940	XP_003958025.1
KAFR_0F02950	XP_003958026.1
KAFR_0F02960	XP_003958027.1
KAFR_0F02960	XP_003958027.1
KAFR_0F02970	XP_003958028.1
KAFR_0F02970	XP_003958028.1
KAFR_0F02980	XP_003958029.1
KAFR_0F02990	XP_003958030.1
KAFR_0F03000	XP_003958031.1
KAFR_0F03010	XP_003958032.1
KAFR_0F03020	XP_003958033.1
KAFR_0F03030	XP_003958034.1
KAFR_0F03040	XP_003958035.1
KAFR_0F03050	XP_003958036.1
KAFR_0F03060	XP_003958037.1
KAFR_0F03070	XP_003958038.1
KAFR_0F03080	XP_003958039.1
KAFR_0F03090	XP_003958040.1
KAFR_0F03100	XP_003958041.1
KAFR_0F03110	XP_003958042.1
KAFR_0F03120	XP_003958043.1
KAFR_0F03130	XP_003958044.1
KAFR_0F03140	XP_003958045.1
KAFR_0F03150	XP_003958046.1
KAFR_0F03160	XP_003958047.1
KAFR_0F03170	XP_003958048.1
KAFR_0F03180	XP_003958049.1
KAFR_0F03190	XP_003958050.1
KAFR_0F03200	XP_003958051.1
KAFR_0F03210	XP_003958052.1
KAFR_0F03220	XP_003958053.1
KAFR_0F03230	XP_003958054.1
KAFR_0F03240	XP_003958055.1
KAFR_0F03250	XP_003958056.1
KAFR_0F03260	XP_003958057.1
KAFR_0F03270	XP_003958058.1
KAFR_0F03280	XP_003958059.1
KAFR_0F03290	XP_003958060.1
KAFR_0F03300	XP_003958061.1
KAFR_0F03310	XP_003958062.1
KAFR_0F03310	XP_003958062.1
KAFR_0F03320	XP_003958063.1
KAFR_0F03330	XP_003958064.1
KAFR_0F03330	XP_003958064.1
KAFR_0F03330	XP_003958064.1
KAFR_0F03340	XP_003958065.1
KAFR_0F03350	XP_003958066.1
KAFR_0F03360	XP_003958067.1
KAFR_0F03370	XP_003958068.1
KAFR_0F03380	XP_003958069.1
KAFR_0F03390	XP_003958070.1
KAFR_0F03400	XP_003958071.1
KAFR_0F03410	XP_003958072.1
KAFR_0F03420	XP_003958073.1
KAFR_0F03430	XP_003958074.1
KAFR_0F03440	XP_003958075.1
KAFR_0F03450	XP_003958076.1
KAFR_0F03460	XP_003958077.1
KAFR_0F03470	XP_003958078.1
KAFR_0F03480	XP_003958079.1
KAFR_0F03490	XP_003958080.1
KAFR_0F03500	XP_003958081.1
KAFR_0F03510	XP_003958082.1
KAFR_0F03520	XP_003958083.1
KAFR_0F03530	XP_003958084.1
KAFR_0F03540	XP_003958085.1
KAFR_0F03550	XP_003958086.1
KAFR_0F03560	XP_003958087.1
KAFR_0F03560	XP_003958087.1
KAFR_0F03570	XP_003958088.1
KAFR_0F03580	XP_003958089.1
KAFR_0F03590	XP_003958090.1
KAFR_0F03590	XP_003958090.1
KAFR_0F03600	XP_003958091.1
KAFR_0F03610	XP_003958092.1
KAFR_0F03620	XP_003958093.1
KAFR_0F03630	XP_003958094.1
KAFR_0F03640	XP_003958095.1
KAFR_0F03650	XP_003958096.1
KAFR_0F03660	XP_003958097.1
KAFR_0F03670	XP_003958098.1
KAFR_0F03680	XP_003958099.1
KAFR_0F03690	XP_003958100.1
KAFR_0F03700	XP_003958101.1
KAFR_0F03710	XP_003958102.1
KAFR_0F03720	XP_003958103.1
KAFR_0F03730	XP_003958104.1
KAFR_0F03740	XP_003958105.1
KAFR_0F03750	XP_003958106.1
KAFR_0F03760	XP_003958107.1
KAFR_0F03770	XP_003958108.1
KAFR_0F03780	XP_003958109.1
KAFR_0F03790	XP_003958110.1
KAFR_0F03790	XP_003958110.1
KAFR_0F03800	XP_003958111.1
KAFR_0F03810	XP_003958112.1
KAFR_0F03820	XP_003958113.1
KAFR_0F03830	XP_003958114.1
KAFR_0F03840	XP_003958115.1
KAFR_0F03850	XP_003958116.1
KAFR_0F03850	XP_003958116.1
KAFR_0F03860	XP_003958117.1
KAFR_0F03870	XP_003958118.1
KAFR_0F03880	XP_003958119.1
KAFR_0F03890	XP_003958120.1
KAFR_0F03900	XP_003958121.1
KAFR_0F03910	XP_003958122.1
KAFR_0F03920	XP_003958123.1
KAFR_0F03930	XP_003958124.1
KAFR_0F03940	XP_003958125.1
KAFR_0F03960	XP_003958126.1
KAFR_0F03970	XP_003958127.1
KAFR_0F03980	XP_003958128.1
KAFR_0F03990	XP_003958129.1
KAFR_0F04000	XP_003958130.1
KAFR_0F04010	XP_003958131.1
